Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Tyrantrum,Dragon Tail or Rock Throw,Outrage,35,1.4872059094656436,1.353433260177185,1.5822438928996034,1.4325178399636085,1.4919217195802363,1.4350052994606624,1.4490172864084137,1.4224463285688391,1.4143812144245642,1.4104937954222874,1.7466604529961243,1.406970073062315,1.697880894756493,1.4111010633318515,1.7879367889953799,1.413862752036622,1.4338697734963421,1.4296344915562795,1.5496461278905704,1.4524171404986315,1.473900064097088,1.4774963666961385,1.496135059601706,1.472467447413335,1.4485179864792244,1.4207194209083103,1.491803289929414,1.4708929379662423,1.537834837135059,1.4419670074266329,1.4596689754229382,1.415223611939887,1.5119594800411387,1.4390719828566576,1.410115762793251,1.3994059155660328,1.8242791162694214,1.5224576903054663,1.6204640184293104,1.4942957659004121,1.4792782464293777,1.4880711090047363
Shadow Garchomp,Dragon Tail,Outrage,35,1.0679773519191813,0.9898709193843934,1.063254795877027,1.0007112177923638,1.0654913227686758,1.0364339538191707,1.035961918678778,1.020943497773879,1.0689261908322159,1.056470218640196,1.235789680279887,0.9938994549373298,1.1477123823850544,1.0061843073790762,1.3239501137456786,0.9988221400823807,1.0389417491683384,1.0887396393198516,1.148408865446075,1.0528876422501903,1.0504173648078161,1.0620517462132666,1.0639756348197944,1.049478275050705,1.0350800727572254,1.0299840698953269,1.0715892763114203,1.0681577985036779,1.1058245991558497,1.0527718449960568,1.0187100505405589,1.0153102641513894,0.9832171177682496,0.9986011508996984,1.0511678745799737,1.0528622640960392,1.2601342491411074,1.0715690610740056,1.1992761058526438,1.0932086301398996,1.070992086339532,1.0783942309262036
Salamence,Dragon Tail,Outrage,30,1.3196030869694033,1.233293004865984,1.532196764716093,1.250952619415996,1.4009157076087981,1.2524979936369496,1.384686811101308,1.2741111644564653,1.3020206446609783,1.2650725223553008,1.6133022925937874,1.2711123900491492,1.4651939472380457,1.2223627547803453,1.5392948700533895,1.2300999802299797,1.2971261544481878,1.292712658242003,1.3573359058295458,1.2750094360584938,1.3227977042446109,1.297461430376569,1.313795103699942,1.2785624553078265,1.3627195194750925,1.2592170645518594,1.3199449946613426,1.2736566234083255,1.3143521336396164,1.2399694712309588,1.3027198291113355,1.254811790740161,1.3367426988491369,1.2797345456937161,1.311252375590354,1.2820439907989793,1.527484574466655,1.3224910098297769,1.34553181993449,1.3109095465197382,1.2961070566572044,1.3015717084071683
Salamence,Dragon Tail,Draco Meteor,30,1.430624452536527,1.2670591228347015,1.5859728030438551,1.2834701738932854,1.3804770568387261,1.2729662707308005,1.364116507370736,1.3247539480449766,1.3328223269513158,1.3054797551093957,1.7045618438288501,1.2944179558652382,1.4778268365698235,1.2439959662154252,1.6257068882793437,1.2223861968302743,1.3402487377026158,1.3301679224508,1.2936339828999297,1.288820970057453,1.3562215316950403,1.3399309659163865,1.3334960835380294,1.2750059393739726,1.3379413152325124,1.2794719917750483,1.4563652919076946,1.3394402846538405,1.3985002847417929,1.2736155454239437,1.297769296364349,1.286222429662365,1.421556973797392,1.3147562045222472,1.4012337724193507,1.334649580135107,1.624976680469485,1.3866215026133388,1.4129032297835311,1.337843673261934,1.3590039367183178,1.3323738238105234
Salamence,Bite,Outrage,30,1.6445994942403621,1.522960205443719,2.09396593567045,1.5256702415841308,1.7090316009806543,1.503011023580705,1.66983147057501,1.4798883825269669,1.5863947410502144,1.5404710545022635,2.099820217043739,1.4572443036692164,1.845710563576524,1.4589786349726863,1.9866348176063586,1.4924001852925302,1.42738661483231,1.43905297501025,1.6449123252388653,1.5805463342031107,1.4469862576472332,1.4368941370818165,1.4114079218441833,1.3520332750636295,1.4831857093834027,1.3484512033847211,1.4075725014870335,1.3494892922775477,1.6312398144125788,1.5154262316854816,1.5450382090300796,1.4671817878058018,1.5990064203021617,1.5282335479068152,1.605496996896464,1.58647741487654,1.665239323532995,1.3949263320002077,1.4358630278600304,1.3885114244650083,1.5746947322430713,1.5980922122115184
Salamence,Fire Fang,Outrage,30,1.7575143387124303,1.6566769510632062,2.2854576684709573,1.6134175205299073,1.7815062780999442,1.5900115196020885,1.758738792937075,1.6028843358210143,1.6105059654230467,1.591757253768573,2.069522094675353,1.4758209022750912,1.7175167073440638,1.4345580788308194,1.8712855257212133,1.4849532653058506,1.6410230154591512,1.676340176843117,1.6801390853982598,1.6853534805318968,1.653145133521624,1.6834938730416453,1.693955867455262,1.6567545897672633,1.6951361301096102,1.60403569028495,1.6694746901545432,1.642486924469775,1.7516224921517527,1.624581109928368,1.6185889343813,1.6041132229305384,1.7110107098121161,1.6373729893151738,1.7242349884845725,1.7248902963054489,2.138911806259479,1.6817008696788815,1.668942610907358,1.6517130918318563,1.6636849137569045,1.6796962713516608
Salamence,Splash,Outrage,30,1.89655199655098,1.7536593505150986,3.067247831846111,1.85217523496926,2.0002006825239445,1.8208567378209928,1.8668384889802743,1.8393588726311243,1.802892214831646,1.8246311617114794,2.61549350357771,1.936708603986619,2.181698733284783,1.8898354036923073,2.4063120872327666,1.8512037497814031,1.8516229822166872,1.8316948920243439,1.8876203324703646,1.9133954078025694,1.7520557974846478,1.8554936130894326,1.8328134961375857,1.8837797870473005,1.8587449642804728,1.80652675163512,1.83133361151422,1.8390302131132485,1.8102236907676574,1.7491204617351066,1.7782703168254306,1.8789374732083834,1.8900931573975306,1.831086307189026,1.810939846209187,1.8313799841625835,2.634932439545539,1.9045775411101094,1.8892360275268405,1.9024723854694723,1.802728522282405,1.821814983495606
Salamence,Bite,Draco Meteor,30,2.168404393555389,1.7631191469713998,2.526072063578211,1.774109001021684,1.8694963672858091,1.6899572863285748,1.8433453067120467,1.7651303483954361,1.8246514214608058,1.8222379404962437,2.7468802962850307,1.7258699156460238,2.146679392968852,1.685495284325124,2.8487595195717117,1.701748479582342,1.5602169553778762,1.5695166488364583,1.7787578972731783,1.793829240575309,1.5671138438703949,1.5668033686871836,1.4915987525787222,1.431433011733759,1.5030386717934754,1.4370529934923149,1.5965572240606738,1.4709180976710288,2.0950513043739214,1.8109614092331492,1.72319935719814,1.7121848107863622,1.8974244384486187,1.7270646803278897,1.9586717373051468,1.8740004654109532,1.8680332256257135,1.5325053572872656,1.5717691145689012,1.4835310845127767,1.8521779185967238,1.8548793108294173
Salamence,Fire Fang,Draco Meteor,30,2.7080607756913335,2.0226724852104354,3.0700128178259285,1.9262567936185242,2.087056513344972,1.8888778066204344,2.136259395834538,2.0276914337136493,1.9050506446562614,1.8863208719758373,2.494741603420124,1.667040170148085,2.039321146114355,1.6040141716764988,2.6146356190654823,1.6243302275730322,2.020793693978354,1.9904341560638255,1.9439868663629019,1.966126929704091,2.0136625327626265,2.0175642792117365,1.9939830793051532,1.9404134509254964,1.9612723186122962,1.8674387913489698,2.2461993681380132,2.0697484509507333,2.5529103456886104,2.0944140358590793,1.9600370503849787,1.9237665353097917,2.1903215589212364,1.9362813579014397,2.2795517160282066,2.1654890613832114,2.971554516098543,2.102006451702305,2.1237616728162427,1.9392269195169394,2.0652861420816864,2.0381328668939513
Eternatus,Dragon Tail,Dragon Pulse,30,1.3057104465691751,1.2251171813360042,1.2458293635016242,1.2476102373558746,1.3455373605043852,1.3084903127929701,1.2883265003799809,1.2786758510050293,1.3021126272248578,1.299948772787501,1.3147927026471893,1.2251926496299093,1.341518768110166,1.2244816211070406,1.310564078122454,1.220632613999248,1.3139609039819122,1.3676738875644792,1.351423840866159,1.30376127685079,1.3492404521281753,1.371534603779894,1.339316317545839,1.314848152942816,1.3492662468256167,1.309890866894852,1.3538148626551758,1.3541717928905848,1.3368425519417675,1.26536953132057,1.273536874126503,1.269119974582018,1.2760336767317417,1.2864915159636716,1.3123182568900411,1.3145723424366784,1.4052753431590426,1.375902196958306,1.3475456302049347,1.3678641362324029,1.3291325402225709,1.3427185016672696
Eternatus,Dragon Tail,Outrage,30,1.225227177213926,1.1259048242803271,1.1520311000639232,1.15240044798921,1.2359613284499045,1.194223060982529,1.194593238881334,1.178103659239932,1.1992468043134634,1.1959600550385927,1.2449885819555602,1.1217500630323634,1.2680206806392458,1.1384293782537482,1.234994175287498,1.1192469342711417,1.1998672994561128,1.2523989987917847,1.2623300452395632,1.2015793545454103,1.238975327075962,1.2624264757135977,1.2270814186538406,1.2118541209855764,1.2450168888989297,1.2058930728959658,1.251144753381356,1.2414352171622731,1.2267193461945676,1.165032054556197,1.1703405234975195,1.163205764210142,1.1743554068806326,1.1795182329893958,1.2130957726763791,1.209668165174365,1.285677847562866,1.2551114239225913,1.2529866104548855,1.2554832223060248,1.230931757322042,1.2388859782242643
Shadow Latias,Dragon Breath,Outrage,50,1.1740580609165825,1.0661247315013702,1.0937649227140103,1.0797347485433952,1.1126810649059602,1.0815114915934267,1.080220967070276,1.084005135677345,1.140278834529028,1.1213639174572057,1.1683162701663736,1.0294210857114818,1.171046138528746,1.0389871512710485,1.141264874652106,1.0233771075446811,1.096967763884598,1.1334468307631314,1.1722691531969376,1.1129592513021231,1.124516271383821,1.146116151470381,1.2052476102097547,1.1412944756889851,1.0963012951511246,1.0825684462950869,1.097537318514531,1.106403081573301,1.1362280687823145,1.0645003411540843,1.09298386233852,1.0840421418588606,1.0745148947850156,1.0675842166316434,1.1134475020070957,1.1079794982141116,1.1163013497613137,1.1047422566232121,1.0985191701262205,1.1052239291307444,1.162303839390106,1.1385775001342198
Dialga,Dragon Breath,Draco Meteor,35,1.2559078755840953,1.230424809514915,1.2475573714071482,1.2057328609690292,1.189533320231812,1.144424214939395,1.2349609252262919,1.2218763990936319,1.2016712996004182,1.185442509246606,1.159390898147985,1.1531218065638196,1.3962771439363022,1.1760510656450005,1.1722966235203691,1.125493982597864,1.2544888596470736,1.269360090765158,1.291068506622154,1.2249573707494892,1.2570156961871404,1.2835642068863227,1.299038608633206,1.266394317094188,1.2571219738426351,1.232417057009041,1.2645413731301842,1.2559364376189381,1.2493961354774747,1.2245812401876555,1.1812141944199914,1.1708841348334669,1.3167578411058807,1.2168335523895994,1.340330034918204,1.3064362301642019,1.294199222833988,1.2757746737695923,1.2934228764235693,1.2689979062365053,1.2562463489298021,1.3033656240391092
Dialga,Metal Claw,Draco Meteor,35,1.6426216818077888,1.5740235022848548,1.5739192137951474,1.5540924948144723,1.4892868717393712,1.3975907189462975,1.4119649440027393,1.4098730240922703,1.486626749378646,1.4790997925911111,1.131159886820002,1.1274270114970606,1.36290573233107,1.1523075128694713,1.1650281724235385,1.1236956232488717,1.5207704804578166,1.5276463662234085,1.502069866174446,1.4484533627072997,1.4480783189896662,1.482568789068171,1.4897859216980194,1.467534653397874,1.4327165560948387,1.4295479346569644,1.443169897051446,1.4347724104268358,1.6415106089426306,1.5634108474624162,1.3942499693106751,1.3927621770974266,1.8922116403205116,1.6458001640992928,1.7814689491202873,1.6795224575821077,1.4888064702338346,1.4882608656085634,1.5178688058212355,1.4628936286157335,1.4708768509484833,1.5210457321419226
Dialga,Dragon Breath,Outrage,35,1.1815345099235806,1.1808431360156895,1.2077923388828644,1.17367789628802,1.1675149994241125,1.130335811837995,1.1835496892423647,1.1844622578826138,1.1640209493827027,1.1772312965248988,1.115094918136519,1.1056888646081828,1.307049479454566,1.1451304518373029,1.1147275180897422,1.1019248515641051,1.2387230444336057,1.230805448274744,1.2123931858400825,1.2052963792539322,1.2267310537550777,1.2562679142975288,1.2246708905348114,1.2295895263986667,1.2020936969275495,1.1983822294111799,1.2003689879052497,1.219814011233887,1.195775400723911,1.1821808901709296,1.1416971754661331,1.145782302073548,1.271779349283471,1.1975980912158375,1.2576277821505257,1.2629999088105865,1.2418714373083122,1.2349095233239775,1.2394613236296295,1.2340058876888371,1.2167806089484399,1.2666282043794836
Reshiram,Dragon Breath,Draco Meteor,35,1.4328774559372413,1.2194955164351755,1.2407352679755568,1.2269572903800132,1.2250760809540915,1.1765196455342084,1.2542433994899513,1.2681035279712594,1.2456546965117854,1.2184765140212088,1.2509571679426426,1.207057914793839,1.2528668931453246,1.2005917317841677,1.4521069379100304,1.1648575814204212,1.2982655782482113,1.3215264040184158,1.326933903795957,1.2648917426000936,1.3388349738449292,1.306949843373551,1.3302017577727077,1.3113404561956188,1.2778115696450383,1.289214662328149,1.3099050593001582,1.2999948783913315,1.431105537126928,1.2730461620378444,1.207905635741674,1.2119461233310425,1.276538081801991,1.227031794329866,1.2871021286934698,1.2897180531245995,1.3192528008772695,1.306458418950309,1.404560385180975,1.3457271104615125,1.3108548305036682,1.3162736708421476
Hydreigon,Dragon Breath,Dragon Pulse,40,1.4156568615690304,1.3008040567848436,1.3441177659614763,1.3240482306704986,1.3867254842401824,1.3547054829127751,1.3424175164916745,1.3396521045021523,1.3364958039441182,1.3357009802511077,1.48413342129897,1.2656325040108125,1.5546957687615401,1.29106355556434,1.4842544504122654,1.263492951869066,1.3761636545586935,1.4271859774177236,1.479740142040716,1.3842063564983138,1.3595730284904481,1.4041139534067104,1.3622959375621988,1.3723136816622445,1.3722063445488422,1.3642538635764674,1.3618138026773405,1.36611078487888,1.398919018251781,1.318313168277114,1.419724997390587,1.3769052162661957,1.455097201089243,1.3818215021515525,1.3940797816265627,1.3762532684682662,1.4454317039720554,1.391208805868373,1.3691274526514479,1.373401898719546,1.3935698416173956,1.3930164188973926
Hydreigon,Bite,Dragon Pulse,40,1.6910035649533208,1.5348241112574592,1.5555969567362304,1.565502771230993,1.5573622477625886,1.537994997634516,1.5258406292182283,1.545491605368386,1.4819711108710654,1.4970433502030929,1.7222901340916617,1.4527476587751775,1.8116822936361467,1.4945479183503967,1.7689927305062418,1.5091763767895907,1.3761636545586935,1.4271859774177236,1.6891834642261752,1.60526739802265,1.3595730284904481,1.4041139534067104,1.3622959375621988,1.3723136816622445,1.3722063445488422,1.3642538635764674,1.3618138026773405,1.36611078487888,1.6410053031060978,1.545097243317686,1.5796904284098465,1.5574871121246794,1.7159245944274584,1.6408234470184524,1.6253048233892797,1.6290390785110775,1.4454317039720554,1.391208805868373,1.3691274526514479,1.373401898719546,1.653240433670142,1.6778695371111985
Hydreigon,Dragon Breath,Outrage,40,1.316359265255714,1.197001862583448,1.2433958985098172,1.2146108737354677,1.2603792890458771,1.2308937018595347,1.2184581628586184,1.2175150951991138,1.2313870215904306,1.2358721857462875,1.4188150595414217,1.157731984054883,1.4466288077638407,1.1873127353737845,1.3917673650780116,1.1587166528620216,1.266523708849644,1.3049258388028546,1.3713989931575452,1.275228000461314,1.2452112976489522,1.2980698024101134,1.2509960641513487,1.2570219732163022,1.2642403265858206,1.2423940741868993,1.2522681315627862,1.25691202231439,1.2867290485075065,1.2187234299234342,1.2902702695605879,1.2670166234390294,1.3488136054701723,1.269865714895667,1.2741095389167847,1.270559962257666,1.3251454290721227,1.2852468757516802,1.250562431169798,1.2573380199772097,1.2802521849199,1.2856986770398156
Mega Ampharos,Volt Switch,Dragon Pulse,40,1.571386217768088,1.4467782982258963,1.4798517775423308,1.5263063152989416,1.4497701163662837,1.4722350043196197,1.4536388374287763,1.4802422493529432,1.4861841009789305,1.5156557861513882,1.5241433599149004,1.4332513293084663,1.5562268997307407,1.4461281684441716,1.6210023417597565,1.4387224083533867,1.4275774165055335,1.570973509479752,1.5381407547400592,1.5298361244960814,1.4886736829306257,1.5560427621390083,1.4934913625875603,1.5468559621327604,1.4591321805149502,1.4942801659675136,1.4700330246179534,1.511409609646389,1.412985919121307,1.3655428813825359,1.4439509207125703,1.518432960400596,1.4734473124055905,1.5170173097930828,1.4819253472693634,1.5004533378642058,1.5339052012997718,1.5523892384348057,1.518579168948806,1.5650051457944265,1.478325749429756,1.537019020150794
Mega Ampharos,Charge Beam,Dragon Pulse,40,1.5490796978001629,1.4175110921735266,1.459351514767468,1.498488426410115,1.4240238241862098,1.4443512260306401,1.4468654856396261,1.4719096491691113,1.4973005240175907,1.535308096776978,1.5208509146011842,1.3942792740455987,1.5001837487481302,1.4158371004360666,1.6011395826562067,1.3998923625799686,1.4639989911339575,1.5653432501024704,1.5165060449807175,1.5089605685713947,1.4711625471752996,1.5219375559146204,1.4718511272121084,1.5042100820608815,1.4623875261459323,1.481938502526434,1.445584753999536,1.4809444773841418,1.4308739260935857,1.3460878050804028,1.440851397365379,1.4958959674555299,1.4709187649709372,1.5178093295555464,1.4814793947747138,1.479599707663192,1.501117579451347,1.492532683020052,1.494559019750049,1.5234845180783978,1.443672075790453,1.5046936500704928
