Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Mega Latios,Dragon Breath,Dragon Claw,32.5,1.0449308055083157,1.0584587786558803,1.0563933606715128,1.0530790023591983,1.0544226510518393,1.0763079317280013,1.0428919412424817,1.0511540981534147,1.0983006963403419,1.0119072754109635,1.0727462054037336,1.0111253242481235,1.137361323851061,1.018225259250536,1.1295292783967368,1.1742097728277459,1.148655209997291,1.0964974707196216,1.1463485361703065,1.1824598816693335,1.1360947917036286,1.1265529024915761,1.0580082823426353,1.0708958436064,1.0779584793136854,1.0959811090176337,1.1038256200880663,1.0588597132021145,1.1292445527384445,1.0473792903424224,1.068549514189628,1.0647383923782816,1.0927218877077283,1.0999528572788102,1.0977156034815427,1.0991343020166835,1.1284211199041658,1.136874501422233,1.0754117945491872,1.0833119374725102,1.1460861453130569,1.134494966214505
Mega Latios,Zen Headbutt,Dragon Claw,32.5,1.2481752453691186,1.2965263299188998,1.2604360458720871,1.2909716343433153,1.0978304639956564,1.1141723524156089,1.112906545243393,1.1235110499361547,1.3181411708280062,1.216710734448636,1.2866258386794591,1.2324533520354517,1.3817367299459848,1.2298788780707612,1.477212431463764,1.5822234899399978,1.3748554768419576,1.3458079613084628,1.3591127139168246,1.413485440317645,1.3622497620138083,1.3712350185019428,1.4178891786881853,1.4640423458201899,1.4274353236031208,1.4867786278804236,1.345555796089907,1.2787458074670535,1.3742366205562873,1.2739281792331003,1.1093329683437152,1.1065796599688447,1.280080491695275,1.3012758848629975,1.3219206524739617,1.3357511057932518,1.4577537490669603,1.5011673725952188,1.4335751759109627,1.4726793607564055,1.3828303306550545,1.386294376859616
Giratina,Shadow Claw,Dragon Claw,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6230586762347516,,,
Latios,Dragon Breath,Dragon Claw,30,1.4336758438453048,1.3397952481923745,1.3687100911233618,1.379706911077213,1.3374064047381848,1.3499050257188845,1.3375729433524202,1.332458948653446,1.4910956033678717,1.2816871177567741,1.3796644978088073,1.2800086031772027,1.5626816511795718,1.3285693358008883,1.4603371094969178,1.5139300150703465,1.4421206123349335,1.4047688750890548,1.4844730962562163,,1.4344788942495346,1.4083753750147752,1.3380097289604784,1.3586106875361026,1.372195319271643,1.3953696754456102,1.387223237214838,1.3282113711448322,1.4396128668407815,1.321459682535593,1.399551180931787,1.3797583059755234,1.4057898830911955,1.3950113594483675,1.3900252579638828,1.4032870820511019,1.53119615437674,1.3899470434661572,1.4076473995013556,1.394826403797069,1.4913901642798564,1.4727739348215705
Tyrantrum,Dragon Tail or Rock Throw,Outrage,30,,,,1.488235391449242,,1.481500641121783,,,,1.488157350019616,,1.4728668692536435,,1.4809155587278209,1.4686048697575134,1.5106711060987863,1.604952318030734,1.524569641584202,,,,,,,,,,,1.5584591358772135,1.4285512868611987,,,,1.483554888200467,1.5261482325926177,1.4817465947918373,,,,,1.56676996393824,1.574572209437925
Salamence,Dragon Tail,Outrage,32.5,1.4804529301627563,1.2163138506083737,1.2759543235113213,1.2000937874199882,1.3050356059292105,1.2289075402122027,1.279555766669953,1.2439443632849003,1.4876014757325933,1.228452755677214,1.424154446252731,1.1941634577604852,,1.2080293275186806,1.3123289905607916,1.2841785718655763,1.3260560715332286,1.2302379480013634,1.2708457304159289,1.2501346143666574,1.2770709145977945,1.2541447548219375,1.3019941371894748,1.2335315813163656,1.2620434944308703,1.2338319754740876,1.2661599045980976,1.1944008145413854,1.2816054487107233,1.1870839680152516,1.2439242685929717,1.2179236817211756,1.262928698379547,1.2270502582561307,1.2649354063195943,1.2369680289563092,1.4634801415841938,1.2616202099564366,1.292053037898876,1.2514376631466493,1.2587129618861512,1.260085957826237
Salamence,Dragon Tail,Draco Meteor,32.5,1.515418427866605,1.231203389579066,1.2841687648512925,1.2101700652666527,1.2928557723164424,1.2713086062255425,1.304829273285858,1.2737507234782428,1.6079557462893743,1.24235417964574,1.4275458160996484,1.1883643494414668,,1.2048311372082843,1.339046493959245,1.3057423224281308,1.2629721547725212,1.2466208819862121,1.2720273075606787,1.276224382783826,1.269049646116707,1.2590853035096472,1.2969594880503261,1.251742568706832,1.3226644580981994,1.277072013773804,1.3394054535255153,1.2083456223786257,1.3652453381070002,1.2025722531020246,1.246970487700966,1.2442150786664226,1.3237036762136494,1.2644202345524913,1.3110202007989111,1.2693059530412554,1.5428630033942068,1.3138215736370795,1.366611638464713,1.2794782512744278,1.30624519607099,1.2792289680264288
Salamence,Bite,Outrage,32.5,1.890356430179146,1.4339366050099482,1.5451961355072,1.4737265811074458,1.5971265566858628,1.4583108291348306,1.5544980181295276,1.522087230603118,1.9922721366792278,1.4251914707600992,1.8292900282855786,1.4216381092297257,,1.4399399473328516,1.4305268509006408,1.4220175295158597,1.6142007583898805,1.5394629672442228,1.3544028095802874,1.3436359662753932,1.3632206822278656,1.3315434335667804,1.4117774004951475,1.3258341806098732,1.3571227572589042,1.3260129669004304,1.5998933176434351,1.4937375091989358,1.538448087983821,1.4173479098166641,1.4952108241741289,1.4468221286115757,1.512445972347101,1.4967004688183785,1.565482976192487,1.5473083335183362,1.6465876546508866,1.361436435509968,1.3969270715020388,1.354666768585965,1.549781200861497,1.5803634315877593
Salamence,Fire Fang,Outrage,32.5,2.129952760680744,1.54452151498821,1.5970789923759128,1.5551213237244828,1.6797418084857099,1.5646366106093577,1.5750280075114376,1.5629648952082744,1.9385807766904088,1.4411254893106245,1.7053495428978396,1.4089282778246321,,1.4390069390859206,1.61795047388075,1.6332010835942588,1.6522714091083999,1.6251004834522031,1.6083864462174071,1.6587885073868882,1.6014247095346517,1.6260068443207247,1.5953153084871554,1.5610352026435574,1.571596476101155,1.5647327820456969,1.711761847545632,1.6090570585278527,1.7454116724042985,1.618589746170171,1.5763237274105235,1.582265968459908,1.6117092341310362,1.5874837361286307,1.6797441071163386,1.6804637162985023,2.099661055018994,1.6277752051032854,1.6102810476029903,1.6056826584416146,1.5934758962467463,1.6127406550695242
Salamence,Splash,Outrage,32.5,3.026316077911459,1.8075798249061423,1.7651701105611883,1.7577312688145643,1.7760358145626116,1.7719710661501944,1.753548050512107,1.7840232890417635,2.535325205574716,1.873170601153508,2.132649980571719,1.8395935872990086,,1.7792392544900912,1.7926578298385132,1.7598115471954878,1.8477068978639557,1.8359222933689072,1.686916909105298,1.801505678855246,1.724804599883586,1.8053621326194649,1.7482963296444882,1.7387731569309801,1.7381800418980289,1.7662768389304708,1.7727063606461841,1.7115649556224142,1.862118858747983,1.6977691668572055,1.7231931865103511,1.8306241388115911,1.7829009712576376,1.7807434476945445,1.7484803164865241,1.7793811449480932,2.5728913715255195,1.850971111083075,1.7920755998726419,1.8215654865911908,1.7627771678752613,1.7700134186033714
Salamence,Bite,Draco Meteor,32.5,2.179171927559274,1.6154275481349052,1.749342166199147,1.6657703278640337,1.7754619190977208,1.7184718762454814,1.778561788933507,1.769315630856518,,1.697017077044346,2.117291593407894,1.6309328202848192,,1.6676773725023406,1.568698877197432,1.5412195136659137,1.7644539805704824,1.7533505003756245,1.4102711521700506,1.4315884390446127,1.4056869711401647,1.4050499718129412,1.465825384298858,1.4189905395019133,1.4716047413542785,1.4475992182452482,2.0460224600077686,1.7458860735236525,1.925633980816236,1.5806267772435536,1.6854806998610283,1.6917949546093396,1.7860939444568351,1.707354668691023,1.8728301275670018,1.8359176082865436,1.8464905812881607,1.517209503282625,1.6005289734887558,1.4479254542523616,1.8081121204843489,1.8167533442582835
Salamence,Fire Fang,Draco Meteor,32.5,2.7436045839110816,1.8009338563374726,1.9122177572697268,1.8095514528360943,2.046980052468368,1.964144381016539,1.8636130892603517,1.804597948930337,2.471074145813238,1.6410584636586298,2.0179611143340748,1.5521243179739506,,1.611634317997733,2.052639658306345,1.9230814581463154,1.920656750488226,1.9184048222088887,1.923732064738583,1.9540631421828543,1.8698767759080663,1.908675692321864,,1.8298362925990466,,,,2.0193345864610803,2.6563093756340113,1.9638543280207905,1.9055796146733703,1.9176007709421,2.042211566832248,1.897377314099495,2.161654948989208,2.1159381847221557,,,,,1.9483554595269983,1.909463725423701
Guzzlord,Dragon Tail or Snarl,Dragon Claw,36.5,,,,,,,,,,,,,,,1.597395647906922,1.731790515336058,,,,,1.5933561493023496,,1.529663044625883,,1.5589646164355533,,,,,,,,,,,,1.6001762305007878,,1.5542483549331354,,,
Guzzlord,Dragon Tail or Snarl,Dragon Claw,30,,,,,,,,,,,,,,,1.6672117306671916,1.789836377173282,,,,,1.6773202155610893,,1.6518166668777077,1.679191541038808,1.658889364127757,,,,,,,,,,,,1.7508509043324278,1.74965325771256,1.6910825031585222,1.7330416098892951,,
Zekrom,Dragon Breath,Outrage,36.5,1.1942914869356107,1.1768753940412173,1.18639537951367,1.158273712475095,1.1891666478142509,1.201741739779128,1.2031695304691064,1.2079392037706247,1.310326857054495,1.0880624775510264,1.2589063300574943,1.1132174644714412,1.3556454587197868,1.128944033581114,1.234951505989586,1.2745516643684405,1.3184963986510125,1.2081909277307201,1.2390981754604062,1.262459493837403,1.2588826245758724,1.2397289953540114,1.2314463290660231,1.2328348271241574,1.2501430068125834,1.2501071397281918,1.256541458600417,1.1881413046740188,1.294755390502475,1.17633556934591,1.1771601181883649,1.1840284219253727,1.1681056893511463,1.173752527536971,1.2448364105264247,1.2233658587367195,1.3269585872025316,1.2469412118255152,1.2883885665040373,1.2512787430144952,1.241676973673249,1.254590944655877
Dragonite,Dragon Tail,Draco Meteor,36.5,1.2549323496834237,1.2330107218975295,1.267522745714074,1.2373789549755678,1.2508731461442062,1.248322623764713,1.2492143745633777,1.2293080505498435,1.4637577717788761,1.2545646688682148,1.3804270225339823,1.1937380772365926,1.649613899557987,1.1954903384959945,1.2688910781219567,1.3111657385063946,1.30672854395132,1.2407112682123895,1.3303424503535821,1.3052923859682406,1.3023600170038812,1.2697241851073164,1.2457377382057147,1.2434633233639987,1.2720725641753126,1.2667511547486936,1.3717243859765056,1.2295815435414965,1.4026591327373494,1.2138222752420915,1.2098654855707658,1.2269374154402424,1.3098084234452545,1.275048199114981,1.3058191316804315,1.271882164527106,1.3702695737727568,1.317783903133049,1.4161691679532435,1.3140182906099345,1.2909633877286344,1.294945210595328
Dragonite,Dragon Tail,Dragon Claw,36.5,1.2545245630644632,1.2603374723581693,1.2683056016768963,1.264746329340081,1.2344067479917988,1.2543585807677988,1.2543054915477458,1.2661685299818348,1.3047523959201333,1.2006854862434388,1.2811747887160894,1.2111770497379193,1.3971567084868532,1.1992593859662282,1.2801410585822026,1.341309885394293,1.3158875158913683,1.2692235052247718,1.3172988239782857,1.338845246150113,1.279921931599561,1.2821385929123705,1.2620765944065264,1.2742106936942492,1.2782045697091815,1.2956087559359364,1.2863209862391585,1.2274784071433391,1.3134141834904338,1.2340259417176827,1.2409990343530066,1.2438321677954431,1.28687438981776,1.2947666619021776,1.2939288635897477,1.299677334530795,1.3589047928201907,1.3307425817522762,1.3128905001453273,1.2939393668530699,1.3119487841210447,1.3152714241980186
Dragonite,Dragon Breath,Dragon Claw,36.5,1.291331345566864,1.3005097307247155,1.3207098078938577,1.3234580307304014,1.2657608011075725,1.2940445079002794,1.2732970607561342,1.285828977526537,1.3498703455617889,1.2362942046972545,1.323067005523105,1.2506666322047264,1.4456002089493605,1.2314202792907794,1.3185666069672295,1.3645489320229083,1.3998200254915545,1.35371743936809,1.3335464661959924,1.3745581205455013,1.3365108298697754,1.3479395718339964,1.31030144035949,1.3394806696601695,1.3236114546175626,1.3521496277708707,1.3297357555081266,1.2767005362524373,1.3611550613803165,1.2709443020323776,1.3052737717541363,1.31534643488513,1.3581220882571998,1.381837485848916,1.3384928026256888,1.353195260237869,1.3866634105501074,1.3630966206225725,1.3605702384757474,1.3499668813650116,1.341515421969046,1.3622114087244652
Dragonite,Dragon Tail,Outrage,36.5,1.2410074995726625,1.2194448708329895,1.2623795049806426,1.2224882839675277,1.2041005540375869,1.2136750117234096,1.2381022204590921,1.2323776738034131,1.4100555789323432,1.2114558426168447,1.336970335002638,1.1988462815747571,1.470689308717177,1.1852111444524647,1.230252187823083,1.288503195123018,1.3450566717069934,1.226669424527281,1.2630679706903878,1.275443530360689,1.2543221135758695,1.2439368450092456,1.235913854818417,1.2293382115084643,1.253281956899685,1.2529862116905912,1.273252572909004,1.2031473249075948,1.2921194645807235,1.1946473167849079,1.2143731730004839,1.216702738931985,1.2541099230100206,1.244958245805749,1.2470607776997573,1.2472856997929531,1.3853926254027145,1.289765745750313,1.300054124079143,1.2560013463210573,1.2601537829505143,1.2643131629043358
Dragonite,Dragon Breath,Outrage,36.5,1.2687820557166314,1.2362881048403644,1.3096523487250329,1.2556060307178296,1.2277318756366182,1.2269062794743557,1.2445407404926585,1.2413501483749512,1.4725974367759376,1.1929172121152132,1.3695100989050444,1.198880598716843,1.55812782716936,1.1833075342197152,1.2596829507317764,1.3052513550051017,1.4037504058250723,1.28155595058745,1.2760478144360479,1.2931648290945226,1.2907572061466823,1.2765500591117516,1.2727489082271288,1.2703629453029965,1.2882210332283746,1.2839551182514035,1.293879531902228,1.222644234480946,1.3337162726271483,1.2117370834849592,1.2614070087197071,1.254544547442414,1.3089824153608107,1.3111045726969788,1.2777322616911506,1.2760823612875025,1.4221345105680392,1.2971461703332967,1.3370244147063381,1.2785887793633144,1.2925141090564047,1.2859176697239587
Dragonite,Dragon Tail,Dragon Pulse,36.5,1.3521947856841456,1.3269871084064453,1.3681833803811065,1.3322914357646762,1.3091831373938922,1.3233979147273118,1.3449294257882316,1.3299063853352435,1.4776364148848562,1.3019127534384234,1.4093029428252521,1.2840499896505582,1.5209320374132425,1.2740629905396428,1.3357683818735953,1.3945696637751346,1.4396138624738035,1.3316165950599297,1.3688496538075923,1.3843887690162118,1.3503228998526378,1.342887402863918,1.351538611988399,1.3314213320927157,1.3563781460377922,1.3526033463884244,1.3658700325933786,1.2916187316663184,1.3928919415792067,1.300863180827185,1.3185801378689201,1.3171224769928531,1.3542606474389522,1.348097003038372,1.3619858843033654,1.3574988521720548,1.4942743313706321,1.409896488171776,1.3995670073668542,1.3708585601577117,1.370371023625864,1.3803713080538045
Dragonite,Dragon Breath,Dragon Pulse,36.5,1.3830996483369324,1.3534842662117101,1.4200611531692957,1.374509039587609,1.3456358891902482,1.346874451010671,1.3524366181171688,1.3367653836121034,,1.292827543666506,1.4733954727001706,1.3116590535462531,1.6354024235970976,1.2866420641036387,1.3726649408453342,1.4145187134639532,1.4967866334672104,1.3972060360869847,1.3902482805681005,1.4110068274142669,1.3917091744117434,1.3878893521065332,1.4017356590114043,1.3858679556748275,1.399547294100123,1.3997370731731245,1.3977706323321888,1.321555271846374,1.4357553627267545,1.324942969200349,1.3827363849353818,1.371013391048958,1.4233206921271653,1.421517014553983,1.404105221792377,1.3923617766174248,1.5170900617848637,1.4156362984676536,1.4450986423671333,1.393682708990299,1.4043217226706404,1.3996588716019909
Dragonite,Steel Wing,Outrage,36.5,1.590095225491114,1.6192842643866368,1.5005687699538608,1.4717900086170543,1.4507773479426986,1.4865535354144723,1.4436387453200923,1.4750500833267688,1.4926914850977049,1.2393132265581737,1.385081230630091,1.2570563537428383,1.6222275848490397,1.2307832131270153,1.501998733882484,1.6026060733478167,1.6217497073177527,1.51831839326485,1.522836487437652,1.580183098598931,1.475923152607955,1.5073349799870708,1.4538335327291365,1.4812242577406578,1.477536998875514,1.5006861953446948,1.6696022768121084,1.583343223854243,,,1.4548358170351685,1.465073250659246,1.6487665178651805,1.6983547447513763,1.6408076427872755,,1.6288009542083017,1.5082850000299899,1.542751580648114,1.498112808019487,1.5284273945508657,1.5603366751652838
Dragonite,Steel Wing,Dragon Claw,36.5,,,,,,,,,1.3686021620259907,1.2636139284211492,1.3524576829456618,1.2831790835715806,1.496931534155302,1.2812055113000465,,,,,,,1.5809734064089782,1.6313029917290547,,,,,,,,,,,,,,,1.6470059584244314,,,,,
Dragonite,Steel Wing,Draco Meteor,36.5,,,,,,,,,1.548551381412388,1.3169723904442299,1.4858547672483278,1.2937147719875686,,1.3031131033411334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,Steel Wing,Dragon Pulse,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Charizard Y,Dragon Breath,Dragon Claw,30,1.3552475520695184,1.359721377587723,1.4002560712703047,1.3662572533652455,1.3981645846617303,1.427198142799648,1.310982057739578,1.327812767840254,1.3642121995395398,1.2892657637727574,1.3269991961535261,1.2794133745196958,1.2958011500903668,1.3103222965105654,1.4736303481331383,1.5283606283938067,1.4283982403563769,1.383667605458652,,,1.3879141435587226,1.3876790947430606,1.385644768413154,1.3847990708850941,1.3902477503030637,1.4110179569085464,1.480983972646752,1.369046655820744,1.4652326478231885,1.3488600783999896,1.3557136301959323,1.3636016072672321,,1.480412438182591,1.3967772546892012,1.4164607239413425,1.427894512164729,1.4169733710609902,1.401937679020169,1.4015086624725641,1.4370457462791693,1.4829677312293972
