Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Palkia,Dragon Breath,Draco Meteor,45,1.1248887804466394,1.1711689564899934,1.1514932286235553,1.1747435891039297,1.1419543241014893,1.190962703025429,1.2182093447481734,1.2270140909657994,1.1248323969165084,1.1645426815683193,1.1185423361174436,1.1599196759673793,1.3063250451138257,1.1364042545807886,1.2703105912368513,1.2885957989643355,1.2221484310144446,1.2680822000513186,1.2020868690678232,1.259965295039781,1.2081011327855167,1.2341704560383444,1.1477274028044644,1.197529127999673,1.2016502380150982,1.2377342885993172,1.2794839449114541,1.205821062698386,1.2956804467426546,1.16741460547223,1.1561614662164783,1.1859985640547988,1.2015474654647433,1.229243912663415,1.2082428657536732,1.2426875190386995,1.1702935419295395,1.1705220332209687,1.189193983135806,1.2443500684244855,1.2081556794577457,1.25724281185088
Latias,Dragon Breath,Outrage,30,1.490987776397789,1.5245655328540269,1.52667222147382,1.557127200094465,,,1.5527821143529588,,,,,,,,,,,,,,,,,,,,1.5639487070713836,1.5642054694099303,,,1.5137627585671594,,1.5321662891700165,1.5785902531123164,1.5804097452216914,1.6175214367655921,,,,,1.5945615552043888,1.6615880020274905
Exeggutor (Alola),Dragon Tail,Draco Meteor,50,1.2325034443663743,1.2700108054955759,1.2804811726962935,1.2841982367645077,,,,,,,,,,,,,1.374767935036904,1.393480295231914,,,,,,,,,,1.3501568482981121,,,,,1.2926146057082692,1.3169477039862996,,,,,,,1.3616585666438077,1.4128030054563343
Exeggutor (Alola),Dragon Tail,Dragon Pulse,50,1.3303472985343785,1.37409029284911,1.3705172789427904,1.3869122756248742,,,,,,,,,,,,,1.499811329298296,1.4857402683652061,,,,,,,,,,1.4253863528956465,,,,,1.3628419810937547,1.4117973931608656,,,,,,,1.436834729717642,1.4936740312273273
Exeggutor (Alola),Bullet Seed,Dragon Pulse,50,1.7077562911283029,1.8229036146125523,1.7352485776201143,1.8117086686590795,,,,,,,,,,,,,1.920109278070427,1.9510663668060315,,,,,,,,,,1.7515377831362962,,,,,1.7331775685749473,1.8435961511589742,,,,,,,1.7957700984923024,1.922458431477782
Exeggutor (Alola),Bullet Seed,Draco Meteor,50,1.7854567936113654,1.8588882997947138,1.861307774567964,1.8136445355831965,,,,,,,,,,,,,2.0118334264108797,1.9880231838558255,,,,,,,,,,1.7643517123071026,,,,,1.7923660103532653,1.8550965297388287,,,,,,,1.9087033006350815,1.9581581641273342
Kyurem,Dragon Breath,Dragon Claw or Draco Meteor,50,1.2262659766315105,1.2793706761965389,1.2714587688618133,1.2984927180469696,1.2149256944190598,1.2959510667592693,1.2097518991951393,1.2707343554538006,1.176423765408344,,1.1758396094867671,,1.1881441733759024,1.2297421571349252,1.2809461519334926,1.3808088561204743,1.284685221801277,1.3511086290432133,1.3167046668838107,1.381699323996137,1.2620747816431959,1.3412595829077796,1.2518915825191121,1.307599852826949,1.2787459729768715,1.3481348271385294,1.3170549731888022,1.309456296445144,1.296751379997612,1.2689493648796348,1.2110475608336244,1.2868349051111887,1.2224132272226538,1.255604769131281,1.3030021193718362,1.3697266852894854,1.2570527028577139,1.311941491428339,1.2602532884729158,1.337137936802494,1.31319757098701,1.357235854776032
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,45,,,,,,,,,,,,,,,1.4817785753667527,1.5589085523399746,1.4546322430682386,,1.4635226487008497,1.561547970750309,1.3912326723652035,1.488167837028059,1.3828494337925679,1.4226744613875149,1.416198490166851,1.4782382074337643,1.4146525707863997,,,,,,,,,,1.4285969339613915,1.469170326844304,1.3870614293588754,1.4601560684491834,,
Hydreigon,Dragon Breath,Dragon Pulse,35,1.4033146637362799,1.4261951630272265,1.4308933759756253,1.4454023992110179,,,1.3876288468606381,1.4098872790173078,,,,,,,1.5416179284548275,1.6216711170690046,1.5420697930659744,1.540654762803194,1.5361383017426766,1.6307426518627726,1.4188255137370904,1.4846779422546372,1.413239033563632,1.451082130738727,1.4386209549454247,1.4897167860749145,1.4561531792015063,1.4481861043199333,1.455337674623658,1.4203624273262487,1.4327191756898359,,1.4897848431574534,1.4805234475788762,1.4808251939516885,1.516472120862526,1.4778465204569087,1.4644913432327724,1.4532125829204852,1.4843252357810102,1.4997763797370225,1.569466392359144
Hydreigon,Bite,Dragon Pulse,35,1.637267402076343,1.6952006354878892,1.6054939371109347,1.644886500654436,,,1.7411227589834544,1.809648889143651,,,,,,,1.5416179284548275,1.6216711170690046,1.8262531508007185,1.8526934629375273,1.5361383017426766,1.6307426518627726,1.4188255137370904,1.4846779422546372,1.413239033563632,1.451082130738727,1.4386209549454247,1.4897167860749145,1.7113563377503898,1.7137899981766151,1.723359387198398,1.6842804265363667,1.6634648969612293,,1.769563479555063,1.7549597210532644,1.7281338509699204,1.796786591570474,1.4778465204569087,1.4644913432327724,1.4532125829204852,1.4843252357810102,1.7136368605702814,1.8166810777502806
Shadow Flygon,Dragon Tail,Dragon Claw,35,1.4444379216023688,1.3939639657819858,,1.4075848064382543,,1.4226868605638208,,1.457345240463562,1.4490871455017562,1.365174205936086,,,,1.3771602581898945,1.4399801083231532,1.501291877925644,1.5853734925210934,1.5088524293239551,,,1.4122822259044696,,,1.4123641715383672,,,1.455749429727125,1.430547648019767,1.3794649007595727,1.3750764624300815,,1.4157886055807816,1.3509256521159851,1.3918707694107477,1.4297139820209863,1.4833885320595497,,,,,1.4267469711877714,1.4730612123199858
Mega Latios,Dragon Breath,Dragon Claw,45,0.950102092670425,1.0044818040224328,0.9648966123991943,1.001006185128085,0.9618480746345643,1.0242615134050599,0.9832073384967613,1.0329960920245607,0.9589893989783809,0.9862838902549188,0.951584246670436,0.9865791258121439,0.927750642004442,0.9890143496668519,1.0689830380212104,1.1569712759862054,1.0478544367802214,1.1039651034670128,1.0545450735908968,1.1386446017786769,0.997245377531604,1.0586141282467465,1.0018789092841667,1.056180859327092,0.9896158099725921,1.0555483964033274,1.060045175286811,1.061444343972225,0.9855231132378739,0.9955252257134197,0.9833677766134978,1.0351345713509528,0.9919864556151679,1.0492088818408405,1.014359230285629,1.075027059258155,0.9782063711142605,1.0368537026690003,1.0145807582937325,1.0826257938419086,1.030531619905185,1.0954908216305395
Mega Latios,Zen Headbutt,Dragon Claw,45,1.139376216535527,1.2140864036045225,1.1676803358163654,1.2159855375440103,0.9963344746215674,1.0471563239958896,1.0436157371035124,1.087674029665546,1.140904064197551,1.1720103863276394,1.1371987597261095,1.1828196713394916,1.0966997501388118,1.1830601922543034,1.3807007491810899,1.5025999718921956,1.238234495041734,1.3148763074879628,1.2573690897281318,1.3647735129915028,1.1847398153131583,1.2582373806506841,1.3088720820898574,1.4038968153387026,1.32672789344617,1.435318555560898,1.2441754021679672,1.238031712009407,1.2069748431716523,1.2116773974301276,1.0195380719524973,1.0618790507237938,1.1668383545262226,1.2395711811366494,1.227952375705647,1.3068811531456792,1.2969665237131407,1.400653466592168,1.3229220342560255,1.4250075497073857,1.229911446375861,1.2993629307174732
Shadow Gyarados,Dragon Tail or Dragon Breath,Outrage,32.5,,1.4827579880864366,1.401590936683514,1.427964628850737,1.3870144955790311,1.4217263101460929,1.4057491747394402,1.4248785290636707,,1.4149609297464587,1.4364279146134606,1.3827665512377587,1.323503001804553,1.3678056461687953,1.4767451162690133,1.537764997135166,1.4843478785866302,1.4995698308001149,1.466610285392107,1.5403116589237653,,,,,,,1.4522608109968704,1.4299485358964912,1.4539985488211467,1.4101894798717818,1.3980139325493848,1.4456426825008732,,1.5296315914327216,1.4508169627522018,1.4880744826334653,,,,1.4746088465731064,1.43654650804536,1.482602343540356
Reshiram,Dragon Breath,Draco Meteor,36.5,1.2369558955994666,1.2868134428436981,1.2002158724456617,1.2272099068488775,1.2321587406026488,1.2908376080873065,1.2353290758093287,1.257044639936879,1.1999449087145504,1.2178597035602745,1.1451003748588997,1.195677150508967,1.4299586167406997,1.2411095398389784,1.3704976162419864,1.4091523334882865,1.332392495434169,1.3650589407272125,1.360941110139677,1.389131747419509,1.3077337085270397,1.3582322951938195,1.2646711091124647,1.328123952414047,1.3110775592633552,1.3613925085348848,1.4326557040311687,1.3389002385284914,1.4119970241648832,1.2804412318487834,1.215238968448015,1.2785030271277213,1.2521666791235144,1.2696430950609139,1.3197367312416148,1.376023228833827,1.2727871497237753,1.3188767109094879,1.3618919959630116,1.391878647855827,1.323503980440681,1.3744595843644711
Mega Latias,Zen Headbutt or Dragon Breath,Outrage,35,1.1411667366852996,1.1721541094822352,1.1696760749133932,1.1782278169441576,1.204790161364347,1.2284668153184437,1.1836124664079333,1.2185760335566622,1.1591733066518677,1.1488659701939943,1.138846690154873,1.1476376645666786,1.0662500867573572,1.1307823778456414,1.2382590458481528,1.302375109458276,1.2454945436433067,1.2626145231159345,1.258024331567609,1.3245066162282833,1.1928553568931248,1.2315705162162507,1.15108458362291,1.1803654797432648,1.186736548540655,1.2327758811367022,1.19594873684093,1.1854493899103564,1.1530258916024505,1.1613472083176428,1.217577230566228,1.2278568517871695,1.1719532445755843,1.2093465354256505,1.2104173282952342,1.2380469372808525,1.2032120140165994,1.247508797377253,1.1658869980005906,1.2106677084701543,1.2484768975421647,1.2907460965840762
Mega Salamence,Dragon Tail,Draco Meteor,40,1.0025628654192955,1.0358525976301292,1.0189329115671375,1.0275960823641526,1.0258373847034883,1.063246051183325,1.0551668560523042,1.0932333691873501,1.1045964765882292,1.0228568072169586,1.095008521349653,1.0101290375804597,1.176841858689617,1.0419211549139369,1.0831472092193597,1.1306537226624576,1.0811208549046836,1.0965805322023154,1.0706232607043469,1.1353322018982965,1.0417325303961995,1.0731119181919506,1.023966313723887,1.0606859899431749,1.0640476991873826,1.0817290955426262,1.0913701805895115,1.0558811599703792,1.0157535567658917,1.0262295985377996,1.0545537897310513,1.075704874451818,1.0297794488007306,1.053547114506595,1.0781024168616444,1.093479204879092,1.0332265190508083,1.0675168639523998,1.0398950113554335,1.0663476143485977,1.0707037578142857,1.09481499150243
Mega Salamence,Dragon Tail,Outrage,40,1.0,1.019692052548831,1.0041577897854748,1.0208804203026538,1.0120688184620632,1.038848476725437,1.0371687577763316,1.0693083996183066,1.0772878074073475,1.0134730599563322,1.0560115254523759,1.009322175429136,1.0968884473903389,1.0298640512215438,1.071633820174917,1.1162344190873612,1.0424773217816552,1.084294296107346,1.0615565422278603,1.1132158850431526,1.0110926527861948,1.061595477333695,1.0079931319242876,1.038549527819795,1.0246150887147183,1.0648978218012213,1.034759666729927,1.039558145506101,1.0117343424231013,1.0125977019939931,1.0265577094733573,1.0417297318275314,1.0023559690506907,1.040444676972271,1.0417717170800629,1.0801796605116305,1.0233375639683109,1.0450294355987582,1.0086566235912358,1.045905588804205,1.0494250474571891,1.0871920252044882
Mega Salamence,Bite,Outrage,40,1.2192304799364513,1.2796807150339484,1.2016677726387497,1.261934104021248,1.2100234349932781,1.2667223095449873,1.1794524450978343,1.2379776648582306,1.3171111102109267,1.2171791641517766,1.3340429427731508,1.2519401915945487,1.4804665810660744,1.269229768184342,1.1691830358590718,1.2270678154830759,1.2702519131209153,1.3725982219673072,1.1513170551450769,1.2279422549081231,1.094093665639687,1.1761284416888802,1.1062556722946733,1.1528833653570991,1.1202000288503149,1.1796874549213827,1.2702498037070526,1.2978666398740748,1.2190618771641393,1.2696143354427474,1.2453865409244382,1.2923579578530677,1.252611876033783,1.3338456889015984,1.2979499776396548,1.3665832744618933,1.1078432642247393,1.1494268291329173,1.108279082090298,1.1659756860130024,1.3089438166512617,1.3885824463062901
Mega Salamence,Fire Fang,Outrage,40,1.2649034201503229,1.3384963666750445,1.2762485426946801,1.3262900374367392,1.2705096806423706,1.3380467318947415,1.3001832601079668,1.3698060848425178,1.2805219899296372,1.2118968820762934,1.2934322225732262,1.2161344260513856,1.4086857127984453,1.2329109696002223,1.3601496200041079,1.4556599388114722,1.3275398849863402,1.4379273391393599,1.3608249189995372,1.4759646245597593,1.2792021765755381,1.386373942119025,1.2693577531580884,1.329952168758432,1.3064865124777612,1.390015867673222,1.4274460333939887,1.4326073285181091,1.3400479440102133,1.3985910706577147,1.2919480343074474,1.3682544533705903,1.261762784787914,1.3547179498844764,1.4151052232469814,1.4999967593702808,1.2688630199333213,1.3290487361748893,1.2675391770875082,1.3492298175833528,1.3441664927397954,1.4062236003856208
Mega Salamence,Bite,Draco Meteor,40,1.3648881933908525,1.448798645368772,1.3406676745149106,1.394007128114808,1.352249881200424,1.4377408991401752,1.2850790530493337,1.3509034875056058,1.6240242563689173,1.402863126511466,1.6234086605887075,1.4066967546434814,1.9267702838700724,1.4317718455024988,1.2088517961967977,1.2884055307510187,1.5018112387363591,1.540235913845411,1.20082019516302,1.291527380156458,1.1957138074391758,1.2437628990494434,1.1615387760107927,1.218861044111034,1.2239823051401644,1.251403567822282,1.5251441032110178,1.4702955743847936,1.4054042635267319,1.4257924079465818,1.4457275779097294,1.4778180424574068,1.4415605938991776,1.5220047509334511,1.481609426343727,1.5411559974334212,1.1700002960211062,1.2239751194260151,1.2084808192527081,1.2549522151234391,1.4923820030412356,1.5613464921434748
Mega Salamence,Fire Fang,Draco Meteor,40,1.4991258372424523,1.5733406959913263,1.4672806890621855,1.5316183282026208,1.4980951452604045,1.601637606462697,1.5445902020750373,1.591621624355555,1.5856426438956022,1.378803222840199,1.5817496232295813,1.3417131635233919,1.7530907308439758,1.3563493371737925,1.5442103328612662,1.7007816131717493,1.6446236396842409,1.6630001660302176,1.591677666729524,1.7158345666737143,1.5678654218598365,1.627608945318625,1.4741768529495933,1.5300143084910676,1.6251324710294752,1.6416136942828292,1.8644685577771078,1.7703260881699543,1.7004417829293605,1.7053813018360167,1.5730318818644,1.6468884619862614,1.5008302759895882,1.5793116670837002,1.7678574900674697,1.8414781160275064,1.5017039714931675,1.5665936481271114,1.545720915664436,1.615622786307918,1.562718029756403,1.6612600256417902
Naganadel,Dragon Tail,Dragon Pulse,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4839547677261613,,,,,,,,,,
Shadow Latias,Dragon Breath,Outrage,40,1.1622713922211438,1.1769349450460747,1.170910106921722,1.1796281605439054,1.1853984151933488,1.2288587523810683,1.1816154875865301,1.22237948161161,1.3047905113362475,1.141120783592519,1.2121343214208822,1.1608814717487579,1.3769064929205999,1.182335768323154,1.2684706111285282,1.3292937373650013,1.3051220322098622,1.2935678384375047,1.2608052998398085,1.3281618752107154,1.2021998838820682,1.2321595816364153,1.1542520747312048,1.1898695883242714,1.1867250084146752,1.2270789056113862,1.2140914148349093,1.2000104193412744,1.2278222214058065,1.1786015411886808,1.1766358132495052,1.2320894943144332,1.169863743748558,1.211884482775429,1.221451672488998,1.2481965895612834,1.301557626058738,1.2571609355747064,1.1939056741243181,1.2123011395848278,1.2420962660385422,1.2903386107715396
Garchomp,Dragon Tail,Outrage,50,1.0881427572909577,1.1170809384820573,1.10153655279312,1.1214490396337153,1.1026529874539523,1.1277227441280517,1.1369679640425798,1.1722164526103185,1.1518595334254222,1.1021821820199869,1.1705477205641193,1.107135599120299,1.179817636035536,1.1118432468073294,1.1620133836390958,1.2190268213316613,1.1452990807963412,1.1965005358247929,1.1512027687777262,1.2226831772372033,1.0885378040149682,1.1549199676225914,1.1166182903397246,1.1402755406565555,1.1243333173053804,1.1691974804058276,1.1578846504497062,1.1424212316405624,1.0936873719885742,1.1065495926596067,1.1138568711918344,1.1438031202701129,1.078705614355488,1.1211585518426928,1.1341361453357617,1.1734741494967302,1.1288885147511019,1.1541196887338068,1.0922849287633187,1.1363067392785735,1.1521114722164247,1.1997873122832126
Palkia,Dragon Tail,Draco Meteor,50,1.0506977708391045,1.0887133021337643,1.064038278275881,1.074777017733805,1.0623748542928277,1.0869409819952642,1.109299396775836,1.1179448230283944,1.0069329952240718,1.0436416149848298,1.0029014843446609,1.0308358166310185,1.102391032759578,1.0619382461132705,1.1382017491702792,1.1871114906865872,1.1224925663743528,1.1514686127420646,1.1381169797160746,1.177848635325535,1.0696347370606907,1.127072853407468,1.0633351048607989,1.0864903315481789,1.1132144059239313,1.1535356060970332,1.1733294632922886,1.1072150217131629,1.1876649797477887,1.072737125380016,1.0826323398144913,1.1154917142080956,1.1016381296530389,1.1087287840924969,1.1228457913941836,1.1492245173082032,1.1113594399280669,1.142746002789999,1.1005407723490985,1.1197366751874518,1.1308228231809734,1.1524195712454157
Palkia,Dragon Breath,Draco Meteor,50,1.1086915443786656,1.1539553800911038,1.1374781508146774,1.1569815111403818,1.1084000438644588,1.1660939917875985,1.1957317422691884,1.2117471920909861,1.0425802975739582,1.0838096434054516,1.0426087603901106,1.0710179541919607,1.1711093663242644,1.120195811354803,1.1808823688392558,1.2540534696922194,1.174652468567461,1.206043499916985,1.1823477086535732,1.238734697531605,1.1450965601122192,1.220819012828065,1.12761702301623,1.1711998691795102,1.1736250420733758,1.2242611915180073,1.24884922096818,1.176241297059141,1.2661462016771219,1.1418646729796007,1.1314350719913067,1.1660020568944773,1.1219352092262997,1.1447019942871812,1.1847677440680273,1.2229326402706573,1.1345203162985522,1.1566691705118575,1.1659936481420985,1.203590629606304,1.2001053499905583,1.2425633839212062
