Attacker,Fast Move,Charged Move,Level,"Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Mega Gengar,Hex,Sludge Wave,50,1.199534139140912,1.2288675882851525,1.246182772011171,1.1947906645970023,1.2489075598418056,1.1996435006516264,1.2600506409657428,1.2249440298672016,1.318912608432358,1.3073442444124501,1.228274702344823,1.2131565427620334,1.28520140618117,1.2418948960034384,1.2904139011537117,1.1513065373915092,1.269553586507178,1.2671952966277056,1.4349533841142057,1.456310927130257,1.1074062546889767,1.057642035564152,1.230769730619494,1.2824955519179253,1.190931099459882,1.237338488050495,1.1756499857897325,1.224249946154934,1.2191622790520287,1.2272269578450867,1.23391530529834,1.2493108439903085,1.2065714644347034,1.2545669207089996,1.2397808357237248,1.2706396501570003,1.1778788294851106,1.1933107240869631,1.2190357100875964,1.2222238664573337,1.2923564730068513,1.2553482028937113,1.1851288770010917,1.2259074498521962,1.2462280369448469,1.2870730367197047,1.246138553628556,1.3090511581384443,1.4732669933292373,1.5211061191274193
Mega Gengar,Sucker Punch,Sludge Wave,50,1.4215587897282678,1.458186603376852,1.487779555164147,1.3740618524159456,1.3218451394697075,1.2254892524264243,1.3006023258443096,1.2739068384915546,1.5053119122194194,1.4944683154935452,1.442559678147376,1.4182863274236668,1.554690207689243,1.461046051270753,1.600293391522161,1.382799727414746,1.4589009377418334,1.4734424037964595,1.3629963564550747,1.4110469386096764,1.2567332699323281,1.22422119703352,1.5058668785744949,1.50961164918375,1.4438502106152427,1.4962778129982621,1.2407921767609376,1.2868404771812385,1.5066377623288034,1.502553693034012,1.42842593365147,1.459821374326539,1.2176626088955396,1.2867612664964312,1.4717157261268998,1.5050259415542346,1.244148731856969,1.2755458203498165,1.292270273907543,1.311603593652669,1.5686151158289783,1.488468386109944,1.286044238212467,1.3423300555480775,1.4751641388111654,1.5311517689557732,1.4534324123255267,1.5503431619229135,1.3796394905860712,1.4359371448773783
Mega Gengar,Poison Jab,Sludge Bomb,50,0.7984344855627061,0.8132560452681626,0.7867876688103211,0.7761926752466085,0.7889451013251964,0.7787882071654556,0.8149348875556907,0.8209462647812853,0.8130604093058325,0.8091125290255826,0.8194661785850934,0.8101111046685292,0.8414971701760764,0.8299456480889004,0.9382165862036665,0.8695392815873311,0.8296512791417798,0.8401549415504593,0.7926541420531941,0.8102570738340636,0.8034220571612937,0.7685045308097478,0.8150661399021031,0.8307552374927483,0.8266170594686083,0.8558342325537812,0.8164988828752465,0.8500889971777187,0.9353384450971005,0.938424028587127,0.8280402857557144,0.8405995718038594,0.8022622975115747,0.8573483364247404,0.95777820713622,0.9950358403696079,0.8054758030849891,0.8344222286333017,0.8342659869212575,0.8561613352032938,0.9513456490682528,0.9274659116593629,0.8309470702167709,0.8705132134855088,0.8204788687837544,0.8478009010556532,0.831711788149336,0.8690266623455873,0.804458201026696,0.8443351025662766
Gengar,Lick,Sludge Bomb,30,1.469458446951253,1.4407298770879682,1.4740847450073584,1.3966018670084699,1.488449978612702,1.400096750732771,1.516379451636674,1.4749998171122634,1.7699149384998536,1.6124454479464527,1.4276719868511594,1.424221553514779,1.5599651136677692,1.479160343029749,1.4546137505133854,1.3884649649740992,1.491279937068087,1.4761965034065434,1.6057500307126844,1.6327190411326606,1.60546483378173,1.2463170646139985,1.5526314772123548,1.5099655874606324,1.5103228555239465,1.5606898765591166,1.4242535383415358,1.4722428873573294,1.696776620839152,1.523955240859854,1.495018351841786,1.5013141960062568,1.427039515819863,1.4687327549768123,1.5167862433555057,1.5380296298665503,1.4800319114880678,1.4436637812485311,1.551484460442542,1.5240077095392284,1.6616597589395057,1.5114343760637636,1.470115440232637,1.504494493604133,1.5297521680024024,1.501900750460643,1.4800752415211775,1.506716904398606,1.6592577433131714,1.7095770106647052
Gengar,Shadow Claw,Sludge Bomb,30,1.4975800068788416,1.4837123458340964,1.5579478380368907,1.428504745404072,1.5636078514040002,1.428272577644224,1.5620355980991922,1.5399048848873456,1.9175606880316343,1.761328098368151,1.563661716322746,1.5430889970304484,1.6408876377631998,1.5811676423628362,1.5568526806294118,1.4187860510276356,1.5882520784300915,1.566454080923178,1.8166621801115055,1.862548894786238,1.5979039552617598,1.2718570401286486,1.6220521560088859,1.556071415087674,1.5569031945874008,1.6093854639611478,1.5105700090755538,1.5770310456991037,1.6626333447312982,1.5010433096381488,1.5166945461291022,1.5461412528827905,1.498952349481997,1.549372846380634,1.503726824027261,1.5309691929152809,1.5707924619292744,1.5382597229610713,1.6481799573758416,1.5863625030259354,1.6690226071463607,1.5740493417863497,1.4984592275634059,1.5360337591852045,1.571529422601105,1.5568218102728657,1.5712153906730622,1.6037424508109177,1.8970592670364281,1.9419516364533262
Gengar,Hex,Sludge Bomb,30,1.5210591874580415,1.5320074888434159,1.5627996763437528,1.5053621988359813,1.5734270242586805,1.506435023267035,1.5161998325319048,1.5132551583810396,1.7398491271270389,1.6234795407240454,1.4861408003564804,1.5006124425477023,1.6482468259803031,1.5742323896136152,1.583001205301433,1.5359791970978938,1.5427662088197225,1.537992467721299,1.6106826996507417,1.664019021453436,1.7554766577201995,1.3751471281787402,1.5919178856617324,1.5570876612905282,1.5146252959374757,1.5376245060388083,1.461707819088427,1.5189545952141512,1.8028213690221893,1.659382787311551,1.4982492642657117,1.5362745558659876,1.4495381037034123,1.523297842013848,1.5448750213364673,1.576180636898854,1.5249548491385898,1.5078789573361184,1.5612041701649317,1.5296911633189882,1.8122290035802249,1.6825552314454744,1.444446995543999,1.4879497559689887,1.5412963742894714,1.5338604009016457,1.5225290226626518,1.5454304274074209,1.6491669320824194,1.6814236721640539
Gengar,Sucker Punch,Sludge Bomb,30,1.6694095144251446,1.6661165648568812,1.7294740998149616,1.6342504938952087,1.642581721533386,1.5501079329458922,1.5735613129710366,1.5408194792197767,1.9867137225334772,1.7906208567108752,1.6479157955898793,1.6634184279684938,1.773385945992486,1.6967813939868384,1.773603030814788,1.7139892858237944,1.696678795995203,1.6926344832940363,1.6164490591135414,1.639668156665115,1.9780784717619921,1.4916700286378204,1.8104795834862912,1.7333989335131512,1.6949935138997276,1.7404218380993237,1.567607140361371,1.6312747236393499,2.050967468699746,1.8656309102315427,1.6588674511798887,1.6954729760927871,1.4976477958506837,1.5741988743900677,1.7844871561809827,1.827871252084283,1.551357410210453,1.530282530345622,1.614558498209009,1.5844711362747332,2.0276675468970833,1.8679379227954707,1.5312133739612912,1.5563789560738295,1.7463118718873791,1.7241732893277923,1.6864560285589347,1.7224949506196419,1.674934081101691,1.708179870234667
Gengar,Lick,Sludge Wave,30,1.8253246630494195,1.8202575580783615,2.0372152304599584,1.7722416423794247,2.1034071453890864,1.783479711445213,2.0111330120977255,1.8661137248348423,2.378611504357347,2.1109718506992206,1.8452987011151991,1.7489939736204705,2.007731325976447,1.8170653421186849,1.8475299209756268,1.6389692250785377,1.9103658716269927,1.8088832508636035,2.1718656405741714,2.163929868018256,2.157108871228586,1.494591923807131,2.048378089978628,1.8960783589569128,1.9006096641429928,1.928926140448229,1.7562665167004226,1.8027562032761044,2.1218482321021765,1.81802304533016,1.899767108606775,1.886908749506878,1.7642295779983561,1.822008959661485,1.8123019461795566,1.8233289915186115,1.8774796996378358,1.7933018548093071,1.9499780401542688,1.8866546680936143,2.0626104999853783,1.8513624027855828,1.8205779072821224,1.8433962853372203,2.0263726640871758,1.8794184125651578,1.840252969757213,1.8557006213521454,2.2442193193990496,2.2740071204357672
Gengar,Shadow Claw,Sludge Wave,30,1.8380887809377304,1.8198628429543804,1.9724483454778845,1.7521105878750498,1.9812978935132897,1.765375135010137,1.964193279080616,1.8503477123909011,2.6480329979266006,2.2325746644261657,1.9041124847212447,1.8668560153902842,2.1399665018463576,1.9309273527929265,1.850397251931667,1.6337585592469268,1.9775706241367363,1.9160176842746077,2.5056970007860135,2.4442809515502106,2.006001084957078,1.4777624733156123,2.032054650767877,1.9122021680960877,1.8997399703367064,1.9372519213058876,1.8175907264835165,1.8574495082704061,2.0539556728168504,1.725070961552787,1.915221457438389,1.873523650829782,1.7981253823300563,1.8487069966116765,1.7463453201579762,1.7357137052411502,1.9717150026857975,1.871538642411292,1.9543882975381797,1.8778231245412234,2.2069386607945587,1.8506660358932907,1.8052168380784954,1.819748572960756,1.9707394883361669,1.8956367215778056,1.9259100236809255,1.9214405367427563,2.632875891134023,2.5978530420177113
Gengar,Hex,Sludge Wave,30,2.0203978911595373,2.053020935224152,2.2045426423460217,2.0347161511869327,2.3133987566890872,2.042762483823158,2.0719048170243215,1.9715342112394345,2.360728136066317,2.1748433721410554,2.0309328934074267,1.9790770550684798,2.2452934587666644,2.1019036463630005,2.1352637791430418,1.9192084613980351,2.0874624708586635,2.0048910224388434,2.2959791608177778,2.3078617925347573,2.612852849273908,1.775092853482747,2.170714474134334,2.0592172543552794,1.9858901696781404,1.9981557440054818,1.8756937410374568,1.906477874620915,2.3694737919621955,2.105467354861562,2.0026083836041217,2.0186030809708697,1.8604737263163305,1.9035628435299357,1.9234361062962406,1.9550450831804014,2.002458692234892,1.9571336569878512,1.9825008090102096,1.912078389808621,2.2522681983473025,2.1246815101048826,1.8355158934201299,1.8621748656073946,2.078399975163818,1.9898738678594532,1.9871443740230144,1.9848498373063836,2.2355764461796865,2.2300294109994225
Gengar,Sucker Punch,Sludge Wave,30,2.324657110785932,2.273743347767235,2.613694475268917,2.2591799420369205,2.413176138948243,2.0973419490706995,2.1398703619086303,1.9677062282327924,2.812626880396553,2.4925064066830025,2.30527032293044,2.21918214688403,2.6542643959932515,2.278806518638024,2.65212456138404,2.2227025417360013,2.331760035513405,2.202993407983912,2.1582140352539256,2.1774999066103327,3.1395130121033645,1.9667001119046525,2.574309559204135,2.3717320857509447,2.281357110332519,2.3032702097660467,1.999995170169275,2.0424996426679924,2.8722681864351087,2.4449244412457234,2.248425654181798,2.2928512062964113,1.8973480188403176,1.961994407489548,2.313376651393618,2.3564023925564044,2.0046542399192724,1.9239577100982714,2.0729209275235743,1.9870495544231426,2.6725358458243123,2.5114786012677217,1.9216220400098003,1.9555217953390167,2.4627400184141814,2.3115315444525963,2.22073629824903,2.2444455260966034,2.2161572013242243,2.2053347228122773
Gengar,Poison Jab,Sludge Bomb,30,1.3186151632713927,1.3008284574961806,1.354193298481524,1.2543746874916546,1.3560297254879423,1.2526155361850788,1.3354926884077036,1.3031919643123508,1.381185647425897,1.2906661747189683,1.2870325273893248,1.2660483683577637,1.3879662182251271,1.3222079912814095,1.519406867783056,1.3928238676296387,1.3361161911328443,1.3171586269775248,1.2572503694187158,1.260327953703372,1.5228226170335037,1.2478100213850891,1.3750226506514052,1.317858040892826,1.3066539994934108,1.3345849701097658,1.2589431183288906,1.2957140836807415,1.7042830118041856,1.5337979188500186,1.2798954580912951,1.3115759780830973,1.267781627438689,1.3065348288030922,1.5024807743334454,1.5225233134562857,1.322113913271682,1.2938568331824134,1.3315683182946314,1.284531557261589,1.6392813735685692,1.5333209541177195,1.2759946018588169,1.2987830748536568,1.3353048763200475,1.307244224208632,1.3106820442354956,1.3251626780656909,1.2806230294380674,1.2660454204324867
Shadow Skuntank,Poison Jab,Sludge Bomb,40,1.3211849595540532,1.2983249381758795,1.2801209099779325,1.2723233034988313,1.2773331450374918,1.2736959514375403,1.2945704029325544,1.3028126992471096,1.3212518197385994,1.3398188081764917,1.2988754095335295,1.322661976773449,1.3418176828859103,1.3406523495498144,1.3613264595510317,1.3314364356148825,1.4800780897272077,1.412742090994935,1.3137949055069866,1.342077070930319,1.1705030045687912,1.150275010582492,1.361198000869752,1.365743594872855,1.3299832796241282,1.3938674507576148,1.3114682368446353,1.3626488965119719,1.4946014557799574,1.4788252257391985,1.3480420111771667,1.364750348527033,1.2959177925160472,1.3620999286947355,1.4801758353369756,1.5865085641234684,1.3178122209628589,1.339362681871919,1.330222331920625,1.3454973381539823,1.353261997743218,1.4171573335400058,1.3079413279712961,1.3669163455944462,1.3867746561644851,1.368189725851399,1.325789068705785,1.39102746726067,1.327858102737101,1.318622572673721
Shadow Venomoth,Bug Bite,Poison Fang,50,2.1384082839493654,2.163333408435135,2.280111421488243,2.0472335299354123,1.7933950509032295,1.6263666320183419,1.748475144311395,1.7693019846977183,2.2577677071093127,2.2733744270079286,2.267148843656604,2.340496560508522,2.49082017988078,2.350326780232567,2.268178069888339,2.138303356125734,2.5260422565497955,2.371584328893329,2.0999617583753203,2.135492425424018,2.1693267844014197,1.820413566741368,2.23098408412857,2.2601570538385114,2.2387053275334226,2.3428275517240875,1.7308984345462095,1.8098850334262022,2.4974207198027067,2.432988909230186,2.314885364780827,2.34880650248971,1.692543420217878,1.7787723925373709,2.3878883277855794,2.4977708572739648,1.747572112446382,1.766195279382555,1.7792183914336217,1.8309408781760454,2.3883616838018926,2.374843609162713,1.7742698397646017,1.863380709539879,2.487481268631145,2.510994564647773,2.5845938382319735,2.6651856498694033,2.2683228131385995,2.357895697638006
Slowking (Galarian),Acid,Sludge Wave,30,1.89665218380551,1.9086155835090408,1.9003880749348536,1.8033469294946827,1.9165324135356363,1.8073425585410439,1.897309236287272,1.839979145090886,2.0023785136495436,1.917644265667799,1.989375972005383,1.9486477025585767,1.9692107514086385,1.9133602750481342,2.0160587994814843,1.9606297125395267,2.005099963111409,1.954549871020112,1.8706773003800672,1.8535303412439197,1.8531458789481015,1.749265600552732,2.0139309217439427,1.9852241668035506,1.9705268602150223,2.030009926808092,1.9747245902228228,2.0378844375458365,2.2298879456636063,2.1871499753611667,1.9326635241854675,1.970168232641896,1.8938901294005288,1.9698472494542463,2.238342455931016,2.348971264062078,1.881480293558267,1.9201595469404973,1.9134233431066048,1.9425299808434198,2.1478357813016125,2.0709831810252846,1.9560865597556947,2.0268762496086805,1.9687905664586591,2.0186244424206605,1.8985348243960185,1.9875488531826182,1.9327042140718789,1.9808569549214643
Drapion,Poison Sting,Sludge Bomb,45,1.6110983901452776,1.6498465679254772,1.5032528345896923,1.50844651613142,1.5073000502394265,1.5084573996335704,1.6804847474481195,1.6819057721911959,1.674580768320707,1.6794453557062592,1.7007123322417033,1.6972211469428746,1.6935458213464802,1.6813642089114387,1.6968546718460742,1.711038645644482,1.6820862042704843,1.7004140469198734,1.6286131307027871,1.6348774400216897,1.4430114349966567,1.4464856060660964,1.656884354472269,1.698219870603193,1.6717608664141528,1.7589064918103834,1.6488035377302603,1.7317220716170318,1.8741913441713127,1.9498285729506615,1.6594402830015205,1.716290975721781,1.6719998291093343,1.7700288774978579,1.9308993170045852,2.029105062886688,1.6448308571310688,1.7032955172286643,1.713898809365923,1.7674335068994118,1.759486774431148,1.8680616669329302,1.68594173085619,1.7794512591394887,1.680237878281926,1.7367314686611897,1.6717176539524505,1.7743737182162735,1.6613997401845813,1.7222601264950828
Victreebel,Acid,Sludge Bomb,45,1.3684189005032743,1.4029886830046783,1.4559406060045053,1.3596098521950912,1.4597873485381365,1.3628039518589725,1.362230667975019,1.3908857260868839,1.376944202703841,1.3752853229810427,1.3678735651841423,1.3649989148605346,1.4661120973778503,1.4033521520163754,1.6124013142029971,1.5021550739130052,1.5768315268338167,1.4927901562256094,1.3773996234374561,1.395271902572818,1.5440116918754105,1.322616295346683,1.4417162033568285,1.429904469566778,1.4496573201424894,1.4733431161685449,1.394300890303828,1.4625865464159562,1.5918720292443065,1.6165401843389986,1.393656018197121,1.4348269434685508,1.3758420713158506,1.4448113888798568,1.6181154195997849,1.6699755189534737,1.3772600831056256,1.3958831728370835,1.431744806768714,1.4681744178546807,1.6138566351419232,1.61492884423984,1.396417442415641,1.455497013358754,1.4501692670465558,1.44467977810103,1.443019352173986,1.4959992174782273,1.3714209330679643,1.410502704840143
Roserade,Poison Jab,Sludge Bomb,35,1.2897119703855313,1.3025623117912202,1.3918463733661444,1.2531701645132376,1.390820775302114,1.2570810339142542,1.277145066915899,1.2922840727506146,1.2777049035688934,1.2678702541417852,1.299533988816731,1.290899742159835,1.4093209746302882,1.3244064011377998,1.4866467779921226,1.409332400171857,1.4147414952388626,1.3631164030913514,1.2818460884363567,1.282124986569218,1.4310374492718145,1.2225744351150303,1.3617484435722613,1.3242550043442365,1.3302250442533592,1.3432086650200072,1.3001348881162167,1.3538585291263698,1.5127791444927328,1.4996431763595846,1.3154641505215552,1.3193090051608733,1.261228972319493,1.320693990017263,1.5096838025289139,1.546924497136589,1.2828986121124561,1.2895864396650403,1.3045161895577233,1.3335028089895482,1.5086068441312217,1.5188127823228257,1.2684590822869108,1.3064077866763215,1.3796378458768666,1.3359763255766874,1.3181282240923402,1.3450372071063925,1.299691519891502,1.3092731688361776
Mega Gengar,Lick,Sludge Bomb,45,0.9601842735285596,0.9868233510874297,0.93904834655983,0.9434923944817691,0.9383061388868236,0.9429950231742615,0.9710320871215956,0.9780007065433186,1.043682950402849,1.050350232004139,0.9782168268040733,0.9777684690607739,0.975720975182797,0.9686192791301391,0.9780139912160313,0.9150096555074209,0.9673314660629102,0.9896700110192387,1.1197150016925674,1.1628551743845044,0.833298438622754,0.7742652448951052,0.9585754852133503,0.9748109128144657,0.9867587653861865,1.0448919032092288,0.9654755549437771,1.0135602025570634,0.9781251822487371,0.9829074199795035,0.9656072673455485,1.0032901073406557,0.9676273721476949,1.0102284868690183,1.002365598206007,1.0338411548552662,0.9629103299352758,0.9974104148913443,0.9889002403158197,1.013286474494051,1.0192359469372463,0.9841544119394798,0.9773078278358163,1.020061115157736,0.9723943144129777,0.9977667962056574,0.9643080187332478,1.0201602770052431,1.0735278296660247,1.1490136977706151
