Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Shadow Poliwrath,Bubble or Rock Smash,Dynamic Punch,50,1.261062142638544,1.300292349474088,1.2688744559371599,1.2727604165258302,1.3059545622934599,1.2759076151623876,1.3280732021759412,1.3645453920804786,1.3276224083255015,1.289557441604814,1.327838875877856,1.2853005218272542,1.311807072678115,1.3405476978757673,1.3115018658391486,1.3760671188161533,1.43891576929836,1.3766340126535652,1.3677538622966936,1.396286302792402,1.3678951455400559,1.283769870851901,1.338294915732654,1.2904011980556964,1.2816384427086336,1.2896143510809461,1.2844242645435946,1.346765423178432,1.3793527562052303,1.3472528897669491,1.3187196561613799,1.3507555781967642,1.318013011413271,1.289111335375648,1.3437255034287219,1.288570177798973,1.270083299321303,1.2938085418597323,1.2692252962515025,1.2352466325691338,1.281048358947253,1.2362163630899885,1.2203589987725096,1.26434347617507,1.2272566503012758,1.2977932418153906,1.3586961805066673,1.2977932418153906,1.2485357652560771,1.3057678331799627,1.2517408710080555,1.16903665161892,1.206320245230866,1.1855808996219341,1.3506951485718102,1.4336931202608512,1.3506951485718102,1.3343834476564806,1.4192118948112558,1.3343834476564806,1.292722744317799,1.3496306883134026,1.3027752789506146,1.227791067937533,1.2926662653800178,1.2383357498182967
Terrakion,Double Kick,Sacred Sword,50,0.9505948766894472,0.964833545202476,0.9829455179831903,0.9327545682983364,0.9425424236595115,0.933169501530917,0.9286371952675264,0.9492599541380031,0.9286062634584232,0.9620016479777979,0.9617702471811264,0.9617776788188028,0.9315254703313448,0.9457143572796893,0.9320097867486592,0.9776744920996919,1.0186232635686001,0.9769048047252363,0.9462587216406975,0.96488900678904,0.946693166629347,0.9089541679282297,0.9351701690897031,0.9101345807324118,0.9531614017609852,0.952459494687294,0.9539635812737752,0.9740821210880987,0.9972424473627035,0.9739631703139291,0.9629195123594826,0.986534368096999,0.9634745654258446,0.9393533575444679,0.9633617449691073,0.9386129048534402,0.8831009485185035,0.8971143799739666,0.8828110104113371,0.92577181874855,0.947130446301843,0.9347087317896802,0.905004428621776,0.9366119317380968,0.9241622461685225,0.9545891369061765,0.9867070777148004,0.9545891369061765,0.93298412295863,0.9740900671174836,0.9459922596820163,0.9012588512680316,0.9006414042893934,0.9340671425674646,0.9919051358036164,1.0337381833649848,0.9919051358036164,1.0058680410328582,1.068579596571824,1.0058680410328582,0.9872641036540628,1.0184364542598356,0.9868661306474772,0.9552524606479442,0.991361188727886,0.9550359978274275
Blaziken,Counter or Fire Spin,Focus Blast,45,1.5466034620365168,1.3236561836402372,1.5545066772818745,1.4700497462986324,1.306957954768921,1.4663950237104038,1.4411342750299012,1.3016272973215337,1.381119065337624,1.3183577091049121,1.2899307235364725,1.2091720397892796,1.3018611155049764,1.2579427263382925,1.229103167688998,1.309632817856579,1.3200977598534291,1.221201025195078,1.3339183176462455,1.294274404986625,1.2091779753327414,1.5262303068936562,1.2752446672661402,1.5318124795510317,1.3243478293607616,1.245321069927054,1.3249113679236966,1.2969163327623698,1.2449698349258,1.2348198179989998,1.2981179633051687,1.2934632578734013,1.2929030116172893,1.3443545717833214,1.3335127219495435,1.2598259424130325,1.31865013516384,1.257983140656822,1.2345581476357719,1.3569681822638011,1.3250092250002494,1.3849376679763878,1.388646339543114,1.2882885403920927,1.2899647992520602,1.319492794473123,1.2975511055493507,1.317149543178546,1.4147355113939877,1.3124844108760418,1.437196829894438,1.3449088989718287,1.280224964897748,1.2907578061543072,1.3121372583884552,1.3410531429347277,1.3148228063795067,1.2845778497559526,1.3402062996924622,1.2848397018264217,1.3027298904332678,1.3194282702219822,1.2510032306590564,1.2925548880773297,1.2657515668093413,1.318500874216496
Shadow Machamp,Karate Chop or Counter,Dynamic Punch,40,1.051128814047102,1.068908082312984,1.1004830910232435,1.233555753086567,1.116901330835404,1.2382645925723967,1.2314965941236553,1.1147395427542588,1.2385338601989373,1.0487234195092436,1.0602435750820784,1.0490993243718467,1.0373279916131883,1.0513323934083558,1.037504870899852,1.084562529539301,1.0902326390447175,1.082472457919761,1.127852000386786,1.0789587814901227,1.1280608333269329,1.1255322175469906,1.0561271856057088,1.125328797631315,1.0606591224267956,1.051362227178356,1.0605676098476182,1.0876686153540396,1.0844885664094803,1.088308591572306,1.066319196935029,1.0812192002116843,1.066600803831585,1.0471531435093397,1.0708979136666683,1.0486412405453485,1.0181800473462461,1.03280547037185,1.018547602250287,1.1260657203883138,1.0693665449650318,1.1107969101847202,1.0105721517849187,1.0253704462121722,1.0402689766987863,1.0579154076328168,1.07726693801473,1.0579154076328168,1.0207375171476785,1.0547012159416473,1.0369553980644566,1.0166685385312135,0.994975979441944,1.0378100794731075,1.0824706174375738,1.1195546962262781,1.0824706174375738,1.0664135619219117,1.1375803421051176,1.0664135619219117,1.0384076890547034,1.0814737399893362,1.038800307331107,1.0163655520647976,1.0591809891496105,1.013593607737243
Breloom,Counter,Dynamic Punch,35,1.3873916118576137,1.342688814049362,1.40539217467004,1.5811534341972304,1.3766143350387243,1.5789156852874093,1.5680582486959378,1.3808915954221854,1.573302122019931,1.3355203720132103,1.3481158321277564,1.3329462081550225,1.3225244248392276,1.2972320021465702,1.3165253977038978,1.3451818454231756,1.3633783531671047,1.3382154924451315,1.4381060246648953,1.3697060288399787,1.4290639758648676,1.4424331006993398,1.333062917015258,1.4473890114455479,1.3167705132528664,1.2986697351275562,1.316863665976029,1.3647210109594718,1.3467170428458584,1.3640361071390676,1.4113174442334886,1.3875059891697266,1.4141117512610488,1.313760643000602,1.3157763773038536,1.321803328516076,1.50249386143002,1.3494564105756073,1.5001199873188402,1.6951116248551332,1.453443996956926,1.7264708865389888,1.2782356893815263,1.2810658671330895,1.2887637441815203,1.3401302477879056,1.327069507277809,1.3401302477879056,1.259428161871374,1.289241238218001,1.2721712011694524,1.2521183054169969,1.2217641052021095,1.2754948909597372,1.3487976865030251,1.3617787776720187,1.3487976865030251,1.3137323457418097,1.384415444702165,1.3137323457418097,1.3045625426150795,1.3426652147521294,1.3092246882791119,1.2582678382626793,1.2824896211368382,1.2607491211957442
Pheromosa,Low Kick,Close Combat or Focus Blast,50,1.2301298880911726,1.1892112439776048,1.3167944143154802,1.5308246439010362,1.1807959202645653,1.5351840536589791,1.4766771131398466,1.1959238024696537,1.4856493874779748,1.1402606493910719,1.106068315887928,1.1334216969624904,1.3323260421095082,1.1205839795746457,1.3324257189917117,1.2433957309877828,1.159462076857281,1.2392514729793382,1.2930788738224837,1.1301014249835015,1.3125099084376661,1.4462603018362632,1.1525924847861702,1.4488494621221937,1.2043033054157217,1.1107869548762468,1.1997542169686088,1.186650480940086,1.0880768796748708,1.1830377459228307,1.2158674821623208,1.1823982397559698,1.2203209514912803,1.34191815449042,1.2108188480477737,1.3445123279044402,1.303478113656863,1.1110032683420772,1.3007659315506095,1.5208835000544751,1.2643080647671228,1.5086775216521717,1.1624623527008744,1.1203017931130028,1.2073410412645709,1.2472903606628651,1.2147393546584235,1.2624702060292647,1.1812603645543898,1.141956407164067,1.2076781590510872,1.0945091760333363,1.0367211909504996,1.1318853790257384,1.2294470278309673,1.1801551929572238,1.2341304661222492,1.1123192812678693,1.157250612868674,1.1123192812678693,1.1332039808449306,1.1237676624803767,1.1362315148844184,1.1707134574207827,1.1135421692183483,1.1774186411444756
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,30,1.9881912213125688,1.5984634463724559,1.7125624513040416,1.5209151991162015,1.4840010137424953,1.2512622595287084,1.5340068455261262,1.5156210527296508,1.2709051164426557,1.6109314241504713,1.5339560754269452,1.3582112990424942,1.4600370045421323,1.4130876489763362,1.233279817770301,1.4790242540628367,1.4845300074441967,1.2313708642023105,1.7834114487479968,1.5907059494740086,1.4964678204469977,1.705967272839785,1.472193226739677,1.4310127713980962,1.543480496619197,1.4189894677781225,1.2815632570173092,1.575008800251965,1.5154484423132957,1.2908711912593709,1.5984801882902229,1.52746888259249,1.353470750904326,1.525218340052352,1.512353621794601,1.264285228129907,2.1132558427731167,1.6730136521196417,1.757919959834245,1.5129748381885093,1.4364079006270367,1.3130816430868573,1.6277317623414502,1.5071167028713044,1.3405794791096697,1.491177648562706,1.485445547768732,1.2389049127296055,1.4615278411374666,1.4308399509226175,1.2625030094990508,1.528490033950384,1.4794626432695095,1.4761717329032003,1.463248899000727,1.5115488931616574,1.2242896540589097,1.3952923113561624,1.473165839786556,1.168751453846692,1.5244300274011844,1.4760099726359772,1.3610360271145292,1.3914726295839566,1.4037166494688567,1.185697184180006
Hippowdon,Fire Fang,Earth Power,35,2.024135060067317,2.0180027661535838,1.7285669000193273,2.0425997497160036,2.0665992081582027,1.687198573151843,1.6676162825229457,1.667777276999242,1.3724206120445392,1.5926427952749937,1.5973520734949136,1.369616142799355,1.6237678639215554,1.633650057627306,1.3635168428768658,1.684866378449045,1.7559094125081727,1.403767798958387,1.660991664997618,1.66216446952908,1.4201034593519206,1.7586384973886846,1.8101315372828395,1.4972134206099468,2.040056453755972,2.0737400162292245,1.6571075471859174,1.7015981931272137,1.6934543810096458,1.4588829069632312,2.041653091215287,2.0969049207327592,1.7097433513260876,1.611127134116119,1.6381208058633727,1.362736439287856,1.5844003924335246,1.584702985453225,1.335016217973463,2.044316976465477,2.1262604756205024,1.7696583767424245,1.5959325032854834,1.6012619880434666,1.3492433037667542,2.084184143374802,2.1721249860771645,1.7318236107252376,2.0498944735490205,2.150888041061545,1.6881363194791996,1.532088805342825,1.5400202084707684,1.2986120284099205,2.1331458264576595,2.2237343533310243,1.8093307582359748,2.2214275039480054,2.3415077541565292,1.8525322940242521,1.6938437241422064,1.7548690671342118,1.430309242424767,2.0577714545693016,2.1392588070887126,1.7148946010845543
Garchomp,Mud Shot,Earth Power,30,1.4220622583986986,1.3792083463015028,1.1924853524422143,1.4421296816473725,1.386314308473673,1.2088219094444117,1.4449033905036088,1.3964508078256548,1.2096052584075476,1.3680291238594622,1.3724352106912996,1.1483361680416653,1.3588842983004834,1.3616241258543305,1.1439757362564567,1.4269131098138659,1.4996952738466252,1.1723958962056826,1.4461924126526293,1.4243775630235715,1.2023638848992555,1.5299083739375587,1.3800387890433181,1.2392496220628115,1.3291002956620463,1.3304823779016242,1.1633692255236372,1.4565390924877009,1.4395062679689357,1.2106601789019644,1.428629189559463,1.4286669020088372,1.1725360014788226,1.3928667652901325,1.4103585361681799,1.1662270840104276,1.329371752022958,1.302374605283904,1.1348354683264412,1.4008518989011478,1.4187079429839475,1.1868849568612458,1.385288030151557,1.4075251820161832,1.1453694094456086,1.386932407930375,1.4379308074993369,1.152737942376232,1.3636803967268485,1.3992805300161846,1.1422914820635384,1.3062718706289884,1.3044182647470661,1.0808482574602105,1.420328295222995,1.5070863168631818,1.192906892095921,1.4732376539587277,1.5592477564812643,1.2333475211266365,1.3978456248180424,1.4610492788048375,1.1768196095286831,1.3844553034225164,1.4447067698572345,1.1562850601171304
Landorus (Therian),Mud Shot,Earthquake,50,1.1439034312857834,1.1389686250433677,0.9820457073518885,1.1965803067839158,1.1695755661950444,0.9689638333937706,1.2109682145381833,1.1739866746325394,0.9870003947998227,1.1564536535873728,1.1452175031484886,0.9426149339196264,1.1383525418634328,1.1186881744559318,0.9764611012539844,1.1744107944541498,1.2417385802048273,0.9850246115451405,1.1966459507698597,1.170448051427573,1.0036833293847287,1.1300502462890045,1.1326265947156702,0.9342354097609858,1.1029104988710403,1.1116987631040514,0.9275671785270261,1.1840294795808892,1.187662088851386,0.9968794896022286,1.1837805555847503,1.2012584211590336,0.9793039023729787,1.2084397913868035,1.1994333091751295,1.0088463672280588,1.1326017356540632,1.110185948472571,0.9401941957259393,1.1956034053375728,1.1964704895017522,1.055836607322458,1.1432391638110668,1.1572482426290658,0.9506151615411902,1.182400352406915,1.2128141023031103,0.989852338130561,1.1145040875262824,1.1641268209437732,0.9515386521418423,1.0645045033994465,1.090015666164649,0.8902998956994518,1.1759485413470945,1.2833105150903197,0.9951130896818451,1.1880930967136785,1.2477134779163614,1.0092711244722687,1.1403729003693326,1.1788088833453447,0.9673734938660044,1.1538605939079474,1.1930749374614857,0.9394430801210343
Blaziken,Counter or Fire Spin,Focus Blast,40,1.6786747818169665,1.4212484345684795,1.6839151180332683,1.7020723444016694,1.394588729835294,1.6976610913005097,1.642558256265846,1.3894680450887018,1.53900126126315,1.3412040205062683,1.3224474413211487,1.26534006591134,1.368153390540887,1.3364325237832015,1.2487719384929017,1.3653320432327758,1.3555866840780746,1.2721826906485187,1.3554869555233495,1.338465534785829,1.2764584580196359,1.5481138233935332,1.3016431741224344,1.5528782145676512,1.4114317961220508,1.3417537083003175,1.4114256083061065,1.4077443059422334,1.33559487176896,1.2749649253115458,1.373941192071978,1.3628160195066101,1.3697377995589501,1.3966148251976456,1.3620992587475973,1.3006091791164267,1.3301125799767037,1.2867565684151756,1.2836656763338326,1.3649321659058669,1.352465949352726,1.4089709340517387,1.3965707225609234,1.3074715889835296,1.2928438908243522,1.4017566178980312,1.3548282778569252,1.4017566178980312,1.4401635235754129,1.3549823455765981,1.476485478519273,1.3735078907715288,1.312356510082961,1.349022465057783,1.3828586917288277,1.399355572162161,1.3900260203845274,1.3666804665309766,1.4341884849523052,1.3666804665309766,1.3402979172548914,1.349489134247393,1.3403658226660322,1.3889340691649872,1.3423368245059937,1.41192313885707
Virizion,Double Kick,Sacred Sword,35,1.366914550079713,1.3825097422989132,1.3671118903531565,1.3890196731500994,1.389221405295872,1.3922274800116403,1.3891515064699422,1.3955769842184886,1.3897795992141273,1.3661981237689225,1.387354830486773,1.365759802864396,1.347012512851341,1.3756627254553258,1.3462606186188641,1.4377551339910097,1.5001150028835242,1.4397086030885118,1.4060912495965234,1.4520279974784072,1.4062959862285271,1.317255006993604,1.3411123094166304,1.3179731800690613,1.3719770888286698,1.388538591823815,1.3687139478179988,1.4228325695219906,1.429667881017225,1.4250002947452813,1.3984738204504104,1.4224997418861047,1.3986563239759062,1.3378536042757319,1.3646176033623343,1.3356578484907222,1.286567869608281,1.3004481526358684,1.2873596921725334,1.4633350224664745,1.4124574290465293,1.4669182364847866,1.3235389476154198,1.3547672969419862,1.322246315321311,1.3671024342227864,1.4256597002568259,1.3674468954812529,1.3527426464621757,1.4164524982464115,1.3584430237239862,1.256632552733874,1.3161514056041708,1.2561204220933169,1.4297730731976654,1.5276544757978563,1.428201237062796,1.4669119040222038,1.5512370700782845,1.4669119040222038,1.416666606137382,1.4802855135376276,1.4159237682368047,1.3899054190618678,1.4559492043235684,1.3894164393375419
Shadow Nidoking,Double Kick,Earth Power,35,1.6912756334026746,1.5070825836559205,1.4495648146981612,1.9459336869559072,1.5592927467712832,1.7159056589153718,1.892996903325286,1.5465848650751228,1.677326494794815,1.4411658617183032,1.4240661977254718,1.2557157551107323,1.4025789720551316,1.406025344577206,1.2191609276686672,1.4530031529727057,1.4720581220529614,1.2490936161920347,1.5120005088875117,1.4831179915958723,1.3236834554249792,1.6281608515257935,1.4556435455144339,1.422313164479105,1.4129882554880615,1.391301936230978,1.2241859508770165,1.484015331807395,1.4522393904330735,1.2883634563010646,1.5503346207085862,1.4805828489962618,1.3368772731797098,1.5045289872269898,1.4821415986034154,1.297785965907303,1.5077470562329944,1.4241218943672893,1.3170982679268086,1.7203983807654841,1.6001134096410052,1.5091954576682098,1.5221835932379424,1.455345122271363,1.3305264560692531,1.477742206664917,1.4568343678530566,1.272955369981524,1.4933849049120465,1.4548637560911277,1.3145049006851475,1.5989486765406562,1.4678684548147867,1.437521058476154,1.4818548429853375,1.4941399820624148,1.2902473442246674,1.450404153413806,1.52049663048188,1.244940485778878,1.5997786317380598,1.506479231966151,1.4056234295290058,1.4665596957318263,1.417375002214438,1.2834570625007
Hariyama,Counter,Dynamic Punch,40,1.3299454232395205,1.3671074836708408,1.336967584501382,1.330843003531035,1.348687929834697,1.330171417776504,1.3337073100855634,1.3486644236446663,1.3396594473035406,1.2972262602406024,1.3550783537475075,1.2938760974051635,1.3223155208514545,1.3476874906141894,1.3135925069519339,1.40558261052988,1.4441246519447508,1.4066809328135896,1.3643532175614244,1.3715744180042195,1.3611103200772467,1.3311007275971345,1.3302050115233304,1.325664346808624,1.3299075447107909,1.3481486296988399,1.3302248007439395,1.3862926601687964,1.3978196007296209,1.3863591041764565,1.3343105391458316,1.374330866774281,1.3349166585780676,1.2840229813041737,1.3315171242773611,1.2832492168720346,1.2739991042196728,1.2844813088816678,1.2816166116443568,1.3238215944225113,1.3683100872108285,1.3933023581565656,1.263132443373221,1.317431543875009,1.2730392410410007,1.3155953870709636,1.3673461847306,1.314907235802878,1.3039450974986069,1.3713776325612632,1.2948077496788548,1.2443930501566425,1.2579196161310513,1.266811228274073,1.3727148983891093,1.4567605094892424,1.3774914837472387,1.3940235990452974,1.4876390920588143,1.3940235990452974,1.3371768528020989,1.410056706930465,1.3499555194219188,1.3110511467294277,1.3787426487603953,1.323447551737021
