Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Terrakion,Double Kick,Sacred Sword,30,1.205108330412913,1.1861530849945372,1.2087056010224908,1.0968529348025127,1.1619681043186678,1.0960112758776521,1.1128600066486014,1.1584700829732009,1.112205220159365,1.0725969674990503,1.1238938970054917,1.0725935136255311,1.0928927131191737,1.149798981890944,1.0940326016315167,1.140845123992089,1.2143541761752625,1.140647345200061,1.1300897509726533,1.1768557663946515,1.1291220135679874,1.1248128049767365,1.152926009364867,1.124029608904251,1.0919174638044777,1.1397325620753374,1.0919740964783695,1.1657463283435237,1.2055626829200035,1.1661661145618683,1.1308713890406614,1.1878161517175743,1.1315808026508276,1.112436493974121,1.1573202512290164,1.1117747159698133,1.1910575717161642,1.1534257863749229,1.1934032333264664,1.0936408013898156,1.155389828717129,1.088980559757443,1.122434695765355,1.146513969498768,1.1244586972715889,1.1126604554865425,1.1645962732919253,1.1126604554865425,1.0964557512502717,1.1488693194172646,1.093596434007393,1.0772879014619547,1.1038102912397836,1.0778404512489927,1.131007442849548,1.1937267410951622,1.131007442849548,1.162767704795165,1.2318008579310786,1.162767704795165,1.1312260536398466,1.177241379310345,1.125795019157088,1.1178703737666433,1.1660950739096945,1.1176961449583684
Shadow Machamp,Karate Chop or Counter,Dynamic Punch,30,1.1887835247067555,1.2205240264693151,1.216056814199427,1.2796827567437712,1.2314108454724293,1.2860716367662155,1.2597538002800472,1.2228758894183145,1.2627742128291142,1.1168272717853074,1.171723137498705,1.1178686146513315,1.108219703259958,1.1713523055065227,1.1078691260376368,1.1654343526547999,1.2267343678685532,1.166640042598509,1.188929308819192,1.2129092517943172,1.1889517816761943,1.1971644953594236,1.1995810552125326,1.1980351266228995,1.1366743976851723,1.1772497329703573,1.136812686772583,1.1893500972872972,1.2183389132986802,1.1896329006343926,1.169900153339091,1.2208831979131785,1.1692898813825194,1.1086960096019467,1.1590466286315584,1.1090680028279707,1.1957633520191122,1.2269725785290642,1.1958862372190358,1.158068394247855,1.1865715021765408,1.141990395476494,1.122205486292455,1.1468925744316834,1.1342021463829928,1.1283850931677017,1.181159420289855,1.1283850931677017,1.1239943465970863,1.1736899325940422,1.121254620569689,1.1253942672959596,1.1489812363301486,1.1291009554506735,1.1481924508240298,1.211323763955343,1.1481924508240298,1.1536063403977102,1.2155591701350685,1.1536063403977102,1.1558333333333333,1.1996455938697317,1.1571455938697317,1.121639217987749,1.1694879507024172,1.1238491728716575
Hariyama,Counter,Dynamic Punch,45,1.2740831598260118,1.3510709352903585,1.2788534086458183,1.290829277634888,1.3708708733933304,1.286864576910994,1.2867662613706192,1.3688311557485218,1.285607792966586,1.2330898352502333,1.3145926156184162,1.2358442993817567,1.2507201184171952,1.3510651602096904,1.2480303095535368,1.3334512399208884,1.4272630457933972,1.3338506009432527,1.307807913254772,1.3791030520948917,1.3078416225402756,1.2793238097187005,1.364046649464878,1.2726061825981645,1.2590194118367557,1.3261949823450931,1.2599821672929186,1.3380059712748391,1.4202575572566307,1.3397955862056776,1.3017255054021186,1.4066526252709872,1.3042723443255724,1.2606480491935352,1.3397161342299535,1.259608112329623,1.2581420480625702,1.3367235191429843,1.260776851319751,1.2297324076704077,1.3138908889138434,1.2595302106521695,1.2441510654147465,1.3276549415106542,1.248870324740707,1.304648033126294,1.3730020703933747,1.3051759834368528,1.2709719504240051,1.3442378777995216,1.265655577299413,1.215195119143548,1.2919765166340509,1.218245654426154,1.309502923976608,1.4064992025518341,1.3112838915470495,1.3750498333572534,1.4684654515300835,1.3750498333572534,1.3314080459770115,1.3948946360153256,1.3338122605363985,1.2817554927924293,1.3467153284671531,1.2866522392986832
Shadow Ursaluna,Rock Smash,High Horsepower,35,1.3408625203570472,1.3619348986785957,1.227617555505164,1.3130668808053048,1.358983491053384,1.2001770675662282,1.3262918601644689,1.3526680031026805,1.2129197769024906,1.2785203605843956,1.3197129831105585,1.1683038027147445,1.2804002730812047,1.3510180065482085,1.1738514495650587,1.334645519549673,1.4058649018712917,1.220793397231097,1.362595334073065,1.3866665730297625,1.2424807225023526,1.3087857484359333,1.3332992274077697,1.196565471284981,1.2967064807534516,1.3079987725197193,1.191623895827489,1.3565119153003975,1.367822576250116,1.241969195056244,1.2860765461691666,1.367390327299646,1.174009024093625,1.2688360105884482,1.3247603623748379,1.1554047943966723,1.3516974421807064,1.3651353002193862,1.2375768484283345,1.2885254348127646,1.3580591464260472,1.2161315040261054,1.2791034635188567,1.3328428523481692,1.1689846838955789,1.3047308488612837,1.3688819875776397,1.1910351966873705,1.27058056099152,1.3132528810611002,1.1787127636442705,1.2637274087717278,1.3152641878669276,1.151225969839991,1.303389154704944,1.3781632110579478,1.1958665603402445,1.3666220159785678,1.4539300578864278,1.2574670302508413,1.3345114942528735,1.3908524904214559,1.2182471264367816,1.2866522392986832,1.3366283974617614,1.1628305762388584
Torterra,Razor Leaf,Earthquake,35,1.7236595270980644,1.7868271867076213,1.4455647405636067,1.7283491221379816,1.730225635150096,1.4641034988483888,2.6475066066277826,2.6541300238073653,2.21268136746282,2.518067212378683,2.617885884018927,2.1041653714640973,2.5279836479302618,2.638271961817835,2.1174187675673015,2.6043739540544655,2.7909173893199455,2.1640613114255287,2.702438304984761,2.6939533969127916,2.2155413851707237,2.852621474454972,2.931430346708437,2.4832449989861236,1.682572545796736,1.7356202397274256,1.3871567631924497,2.5947266013371295,2.7262949668368885,2.1348721566848377,2.6887568958527948,2.725454729717821,2.2785285616088267,2.4521156344025914,2.515802518866839,2.179115765936108,2.7978032463378404,2.858920561946791,2.2317398014319743,2.9994352223110305,2.784912178720762,2.4504977309808638,2.02143722525561,2.0976677936132417,1.7205199780613791,2.5905797101449273,2.6606418219461694,2.195983436853002,1.6526853663839964,1.7160469667318983,1.3677756033920416,2.0208242200989988,2.087682744330609,1.7306319788189248,2.5590244550770866,2.7041600212652845,2.152644869750133,1.6928192125532222,1.7787398937951493,1.444322186607983,2.1596360153256704,2.228266283524904,1.8016858237547893,1.696310017239482,1.7515405494626417,1.4106573011040604
Shadow Hariyama,Counter,Dynamic Punch,45,1.0762209074604714,1.1499433094889608,1.089311261827702,1.1096458144688057,1.1543696545838493,1.1106554691870516,1.1087717884401642,1.146161775915274,1.1083822744260545,1.0503592028459918,1.1100835837391636,1.0497582288536595,1.0686044771376497,1.131696076200317,1.068674182550275,1.1002586338049598,1.1935531720675492,1.100612353567625,1.1391856398443756,1.1570108291079682,1.1393415452898297,1.1187202464556192,1.1295417465830513,1.1152395817249288,1.0848173069451414,1.1465284829423703,1.084456438278946,1.1134409655377608,1.1827601901263336,1.1139447089997747,1.085587887974338,1.1750599256217285,1.0850789608192186,1.0389914667631246,1.1065010440472864,1.0401732131993884,1.0529454498140458,1.1306920243890979,1.0532418200020963,1.0528546044244222,1.1208987561679669,1.086519978597898,1.027597229839799,1.0944793261241497,1.0371933300043388,1.0880641821946169,1.1386956521739129,1.0880641821946169,1.0653294194390084,1.129571646010002,1.0653294194390084,1.0172326464832508,1.0807873834465294,1.0555197421434328,1.0926634768740031,1.1705741626794257,1.0926634768740031,1.124312299669904,1.1974756414549748,1.124312299669904,1.1119827586206896,1.166743295019157,1.113448275862069,1.0705718372886328,1.1315885999339763,1.0731302497890913
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,50,1.4549238285678947,1.3043497083015523,1.2342328227751551,1.2604270789059442,1.2800725069844252,1.0473496143656562,1.2691138891966947,1.2682811350975631,1.0443978818496544,1.2337288018512762,1.2669412496114394,1.0365782475045764,1.2372136696414477,1.2529814440091274,1.0241488251562734,1.2369009584664536,1.2725125513464173,1.0357256960292105,1.3121255109063585,1.321267750045648,1.0703091422391393,1.3873844041663799,1.2730954476030665,1.1453730971218938,1.2324626388982178,1.2503598808869993,1.011230390936665,1.2679797383185278,1.2699210654616102,1.0808729196647013,1.287017290304387,1.2924788938435237,1.086464740821686,1.251755150359251,1.2734335180283127,1.0241405106788775,1.6031133326827647,1.4353099779168068,1.3245651128917417,1.1953833552418636,1.2337981464722863,1.0354819105999855,1.2530124673581153,1.2318760795356871,1.0837433181345624,1.231656314699793,1.2629813664596272,1.009679089026915,1.2218634485757773,1.2353772559252012,1.014046531854751,1.2451133878208818,1.2647058823529411,1.0739380683780362,1.234635832004253,1.2944178628389154,1.0416135034556087,1.2171937042529781,1.2752714921303163,1.0003747468465451,1.2573180076628352,1.2753352490421455,1.0760249042145593,1.1951362652679456,1.2375380552397022,1.0298114660895719
Mamoswine,Mud-Slap,High Horsepower,35,1.4259457007977903,1.4056319445876024,1.207400688532025,1.4184422422062553,1.3930580778257313,1.1701192602137243,1.4108583747191974,1.3914212896271747,1.1712065196587051,1.3272044347735987,1.363611715538977,1.1064794667219287,1.3409804271301666,1.358529789838181,1.1146531028134334,1.3195762969724631,1.384185303514377,1.1067206754906436,1.4018512015955729,1.3964127702009916,1.1800750031602456,1.4027971819823977,1.351033688593056,1.1759158836256212,1.3390110881507324,1.3602588771716326,1.1174469463793941,1.3902715648599167,1.3701895813479408,1.170394908361405,1.3873640657771826,1.4102063027653913,1.1574743994218941,1.3474416731063286,1.38347363575081,1.117436822807912,1.5710258384204192,1.4517693661653674,1.3291407794535945,1.410428240205566,1.3827178027175384,1.1616056860892943,1.293836311692139,1.3193440516048758,1.1155870627624653,1.3351449275362317,1.3726915113871634,1.1081987577639751,1.2893889976081756,1.3381495977386388,1.085453359425962,1.2897893403936918,1.3243121906296766,1.1003683665246922,1.327126528442318,1.3923444976076556,1.1157894736842104,1.332177199445056,1.4110016106141066,1.1137556012693555,1.3443773946360154,1.3666954022988504,1.1419061302681992,1.3230844001027033,1.3541429776620328,1.104729853647801
Garchomp,Mud Shot,Earth Power,50,1.2102352140839845,1.2693912469850956,1.0407635696468698,1.1819696834791258,1.2422129749871063,0.9929576163412869,1.1924870805588854,1.2312336513245157,1.0044542270665229,1.1765654681725557,1.2242945463337134,0.9934169170724969,1.1917144866298868,1.255931623090533,0.986058917474942,1.2469192149703332,1.3236726000304275,1.038011562452457,1.1981389665294886,1.2400382038569042,0.9973875303734708,1.2797144775933371,1.2558000226959432,1.0487572110778527,1.2136605911660932,1.2614374953080487,1.013198047094678,1.2235545729448518,1.2719360393096653,1.0268088735441887,1.2288960466714842,1.2971627861889068,1.0139899888961348,1.1925958961542888,1.2446646717416683,0.9946050706170567,1.1718224236575696,1.2198235513099924,0.9965953571080053,1.1775879038490755,1.242183939175755,0.9975063909054278,1.182127391350617,1.2384945030656769,0.990412085888064,1.2329399585921323,1.2891407867494824,1.0138819875776397,1.216253533376821,1.2420852359208523,0.9775385953468145,1.170668815471394,1.2020029929780132,0.9790491539081386,1.2165869218500798,1.2793593833067516,1.0326687931951088,1.2778867467189718,1.333923360283213,1.0617933629941476,1.235574712643678,1.288955938697318,1.0442241379310344,1.2396012911271685,1.2755657851300297,1.0344514543520522
Heracross,Counter,Close Combat,30,1.5529674905687605,1.571223896596508,1.559219938568101,1.6575153758149896,1.5975979961461766,1.6525477402045854,1.684559127219978,1.595477943768951,1.6830631919330306,1.5438175664007185,1.5897730805097918,1.542337581597762,1.5337609965413814,1.5600440374195057,1.533767147018966,1.5847938536436939,1.6345656473452002,1.581910847406055,1.6229602370886413,1.5967737404665927,1.6229433824458896,1.7290550860306468,1.6245532898885853,1.7316204717407602,1.4820955142971162,1.4951974175500704,1.4831162194660987,1.5720389974032172,1.609394079099507,1.5722628833863344,1.6286043498951304,1.6492830956871178,1.6286792569222908,1.543710231663406,1.5743780930928464,1.5436937899738579,1.5180117174652399,1.570682482714751,1.519345383311467,1.6686538474241515,1.6364317940113748,1.692883140560286,1.4840638020939925,1.5492595715420068,1.4836811041347753,1.5656521739130433,1.6147412008281572,1.5656521739130433,1.493455098934551,1.5390954555338117,1.4927049358556208,1.4993783814895822,1.5458386094163694,1.502532519857258,1.5513290802764486,1.6161616161616161,1.5513290802764486,1.5598638154012983,1.6338882775997068,1.5598638154012983,1.534750957854406,1.5780651340996168,1.5322509578544061,1.4962953453398378,1.5321222902835343,1.4990554964604041
Lucario,Counter,Aura Sphere,40,1.3343132202271744,1.202552103733328,1.3176276567234946,1.1074585092389286,1.1606123782660482,1.1082531293416413,1.104737296302639,1.152212674651704,1.1054995349336987,1.0920802680205852,1.1376990294615412,1.0921925189099575,1.1042239429891731,1.160306047764609,1.1044023068391262,1.1407842689791572,1.2035486079415791,1.1407120036513008,1.1892987064061689,1.187732629183814,1.1897903001530965,1.0811659017637725,1.1307081692373233,1.0808440658480003,1.1556568797503948,1.1597778945552293,1.155585759648298,1.1554917611431146,1.191396002751441,1.1556302169484636,1.1142001692017556,1.1745532016144669,1.1146121578511379,1.0872252182634288,1.1350129889347431,1.0871491754492693,1.3318189539578071,1.2098879214691287,1.3427593510215736,1.137065930363902,1.151753453070607,1.24249109897151,1.1032997978045007,1.1274977693006656,1.1047671477336913,1.110455486542443,1.156086956521739,1.110455486542443,1.111991737334203,1.1456512285279408,1.1076212220047836,1.1160124323702083,1.1284908483941523,1.1370323471854495,1.114712918660287,1.202538543328017,1.114712918660287,1.155304661212904,1.2288666698560016,1.155304661212904,1.140162835249042,1.1866570881226053,1.1939176245210728,1.1185030994387999,1.1497542456809595,1.1370172028023329
Emboar,Ember or Low Kick,Focus Blast,50,1.6465810468160549,1.4312107031684842,1.6570141623203942,1.4386000574545614,1.4267765135161017,1.4357827679994892,1.4217849143908639,1.4101733673150731,1.3230296802962993,1.3580578869201811,1.4128570441750423,1.2681449245328638,1.3604343877302072,1.3987436624453888,1.2911390069438893,1.4033356153963183,1.4826791419443177,1.290286018560779,1.3968720592159782,1.4056140005899125,1.341628158489824,1.4262837625409037,1.4032027324427345,1.4273497277416978,1.3445755776203476,1.3532706686211524,1.3451260998921344,1.4051835496828036,1.4347247159814822,1.2914995500186326,1.406364012901634,1.4636767012707759,1.4064168884502177,1.3746300619851697,1.4091452787688463,1.3102957859949689,1.4200866702086519,1.4600568886190235,1.3318767822871826,1.3388368882400734,1.3743650379490975,1.342010872796211,1.4639752290048218,1.397303923575013,1.391209407411652,1.4049171842650103,1.4383540372670807,1.4049171842650103,1.3769297673407261,1.415796912372255,1.3959882583170253,1.3576954069298952,1.3675146771037183,1.297812823759641,1.3928628389154705,1.4621212121212122,1.3928628389154705,1.3688306303720361,1.4639605160343812,1.3688306303720361,1.4111973180076627,1.4470689655172413,1.3068582375478928,1.391391262883762,1.4251916516891023,1.3910061255181014
Shadow Golurk,Mud-Slap,Earth Power or Dynamic Punch,40,1.2307881011771011,1.2605516502092395,1.1602053227236184,1.248506097407321,1.2749839144027835,1.04712450000252,1.2472221942398936,1.279884287474774,1.0429254517187305,1.1885814941456845,1.2178081718647464,1.0019324422339655,1.1836348092429378,1.2362521449790578,0.9920556331199119,1.2479347329986308,1.270610832192302,1.0426745778183477,1.2796929645912047,1.2997527985729735,1.0583774597244267,1.3227232899443948,1.2853586982202287,1.101002528179246,1.1911300062295942,1.2262146062251162,0.9799559845590355,1.212177629960658,1.2563715446807193,1.028630893025215,1.2557986851613587,1.276957717186316,1.046341012038,1.226048568750925,1.2607549201755974,1.022837506782197,1.378417744622869,1.263556225400371,1.1580086814779476,1.3251501119646998,1.3696651627946919,1.1749654858078964,1.236357943336144,1.2530165603844172,1.0629896282713514,1.2158488612836438,1.2532505175983435,1.0245238095238094,1.1967927810393564,1.2304522722330942,1.0030984996738421,1.2486358927132497,1.236399217221135,1.0425693565097272,1.2282296650717703,1.283466241360978,1.025983519404572,1.2197132787957072,1.2804541612846643,1.0258814524230973,1.234750957854406,1.2767241379310343,1.0313218390804597,1.2169332061768696,1.2460569269706194,1.0055203022411325
Machamp,Counter,Dynamic Punch,30,1.3570739450411264,1.4213280009895073,1.3815312622399967,1.4646410853872218,1.443186342613981,1.466048890135791,1.4622473615462364,1.4498853284173978,1.4761473034549222,1.351486892549995,1.4162332055400133,1.3608451628501366,1.339391553754149,1.407473240297109,1.3390163746214894,1.3968887874638674,1.4621786094629545,1.39617374106192,1.410886694664101,1.4365549110215319,1.4123052937623777,1.4383442379278975,1.4310554915811073,1.4387330454793215,1.3326142300787984,1.361506113036183,1.3287434526702306,1.4031744675711464,1.4543957508797098,1.4004731064327451,1.3718781394856974,1.453123623032589,1.3714485256534537,1.3319967609871592,1.3907614146429688,1.3324961773071802,1.3348224128147579,1.4193493590091115,1.3343525576385802,1.400169763586041,1.4231506007781383,1.3916254367944407,1.302677248503999,1.3742949762195174,1.3281133604564543,1.3848343685300206,1.4311801242236024,1.3848343685300206,1.3190258751902588,1.3756686236138291,1.3208306153511633,1.3216645562334524,1.3747208472430068,1.3570737884194775,1.3720893141945774,1.4398325358851674,1.3720893141945774,1.4029724600934477,1.486620740244622,1.4024940598638156,1.37705938697318,1.4249233716475096,1.3747701149425287,1.3365917177126507,1.379424494736456,1.3317041411436745
