Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Flygon,Mud Shot,Earth Power,45,1.509857230685156,1.5106359724024865,1.2559707326699607,1.4421735169787888,1.4834255086130719,1.219054182687879,1.3683430032887345,1.3963937871723533,1.1681496041807127,1.4265584353510432,1.4796801874454657,1.2162782230918332,1.5214047442550038,1.4530207561156412,1.2694841296583328,1.4400921399064612,1.450801937555134,1.2157616996699299,1.4469347745456473,1.4659315591474316,1.199998884510593,1.4713305070681775,1.5266478584252372,1.226190727637554,1.4833910995280188,1.5375211585480535,1.2566072883921295,1.428565656239141,1.4459322951601303,1.206298538099125,1.4482559496750256,1.5067145016033714,1.2336867712646362,1.4325314920911119,1.5049841266902992,1.2040483881417583,1.5164725266618029,1.5826495397201432,1.2259428974268594,1.4544243562892694,1.4993994086485154,1.2164438832080817,1.475986873459606,1.5673960702079277,1.2469804872070698,1.4442051453951228,1.4683901784966062,1.2339730160060338
Mega Swampert,Mud Shot or Water Gun,Earthquake,40,1.0839674841177676,1.1296126784616436,0.9505415518667789,1.1483430626302877,1.1955878690280823,0.953783849253329,1.124823139522738,1.1422132328037806,0.9185761267634612,1.095337660145262,1.1442898896195157,0.9357100290239452,1.1734550845744323,1.1871706314441675,0.9788243816968799,1.1224576357224882,1.143680948652984,1.0019470308343805,1.165181671393553,1.2024864258882781,0.9725478056929002,1.122894256445846,1.163613596246398,0.9374198512439087,1.1441020267426136,1.2121586644814029,0.9618205755125071,1.1342540588154482,1.1704015580679312,0.9341376885965268,1.1734221228391346,1.199039205808996,0.9730928481035986,1.068870727395574,1.1261442203567098,0.9594235628407208,1.1451992360092138,1.2298120353140805,0.954865522866441,1.1030014167795983,1.163468646051497,0.9453230873475421,1.13456065578235,1.2135786162665614,1.0019199607837797,1.1213106511355067,1.1237827872286936,0.9966898516718344
Shadow Nidoking,Double Kick or Fury Cutter,Earth Power,45,1.5081691979567518,1.3573969078033563,1.2909397272126966,1.403633900941996,1.3595722976038975,1.2176417003012614,1.5084813896881242,1.3224748122192787,1.4966558730339605,1.3758712776841047,1.3509639732906482,1.2360539637922723,1.5304552193544039,1.354400566075881,1.2872481299278928,1.7698803580009883,1.394647131682907,1.4896681023104916,1.5078795382989345,1.3606879223173176,1.2979053897659425,1.313220584463588,1.2797730941568728,1.1297527269435603,1.3495974278370366,1.385063184574187,1.174355391959304,1.4671536975828936,1.3575636601666359,1.2434885205627795,1.3964443243110418,1.4411544273936923,1.2064233146170953,1.3080440195107503,1.3596623566542951,1.1317530983034532,1.4432867998458903,1.5097999032715528,1.206490642752334,1.3027519403720587,1.3390800172477515,1.1264013798201304,1.303272103378314,1.4016122223886491,1.1325317610533912,1.3934718846895167,1.356909410877399,1.2544959356406604
Shadow Tyranitar,Smack Down,Stone Edge,35,1.076661277713262,1.1154237918497771,1.075906824236628,1.1518691509070251,1.109121087952617,1.170016478961177,1.1448863186748839,1.0973864215467497,1.1494617427443683,1.077355831128232,1.1244694028226652,1.0830243479781883,1.0879270840353124,1.0961149673158568,1.0805445110856526,1.055299736710894,1.0895882356922564,1.0576257955640185,1.1049982291605664,1.1245304486777268,1.1067885896588554,1.0800657785555874,1.1205799375405459,1.089166151200157,1.096500891121918,1.1366148114314374,1.1002534547766822,1.0773053829307517,1.0965468753788095,1.0820571668700452,1.0884495828777139,1.1250015357963412,1.0901819611504957,1.0618179798783818,1.1016817378266062,1.062808326314523,1.1067045929617758,1.1597904763466158,1.1104835602626424,1.0823195145989897,1.1199565726253542,1.0956249230011088,1.1025476926428737,1.162297961573551,1.0980405506610929,1.110952819911171,1.093069638816727,1.1295566915276964
Mamoswine,Mud-Slap,High Horsepower,35,1.2813261379420269,1.2600739273326198,1.057156302418957,1.3597394754709127,1.2669915831061647,1.1553491799755033,1.3847755968942193,1.239715187369234,1.1967052515296255,1.3620101573638854,1.2564968281119384,1.136986106337064,1.360386481568839,1.2288900869330817,1.16265752409192,1.3502918290132413,1.2410212097762157,1.1302141733917819,1.399649178581488,1.2450005159138509,1.1545036490447227,1.2885385392936348,1.2632228474872893,1.0612193171703153,1.2338948744816716,1.2587119481985007,1.0346238928146019,1.2545840976863338,1.232982875799035,1.0584356286820265,1.216854443365974,1.2542418694941702,1.0682016439164035,1.2375257999129976,1.252260673990911,1.0375035865349906,1.223327950422572,1.2816765171201154,1.0355108163716995,1.2010980041887396,1.213387027226808,1.0389306393987927,1.2162474979234468,1.263075477607266,1.04863900652242,1.2529539931282998,1.2124025810776837,1.0512779686583424
Shadow Swampert,Mud Shot or Water Gun,Earthquake,30,1.3647896410653428,1.355321781238852,1.2160287208446234,1.436946649789663,1.4488248078307477,1.2591410469428628,1.3952985974608059,1.39426513086884,1.1855650197672247,1.317874234994295,1.357610802521239,1.1740358741658412,1.5948615135790822,1.4498837522744121,1.3744743581103849,1.3233041316310163,1.363253233582785,1.2135168611065361,1.4524676020045344,1.4801094295108301,1.2692122134935175,1.3913280931762293,1.4005914035272997,1.2276330280765808,1.3620283546933913,1.397010487475035,1.2089076367804974,1.3516643365685332,1.3689178377766824,1.1992759186378221,1.4190635328230394,1.467410401641459,1.2368320821712475,1.3639754542173024,1.4040058125005785,1.1473672519274734,1.3899304047019863,1.444500004098663,1.2158110024510005,1.3415901811013922,1.3872967229271898,1.1836962547739311,1.386565721210801,1.481161235855608,1.2052860196898105,1.4157127294058494,1.4201039135171374,1.1781865415235064
Aurorus,Rock Throw,Meteor Beam,50,1.2100295253925966,1.2878429765238972,1.217903469423382,1.2683563003879208,1.263294905169208,1.2723071569186049,1.2207630243695538,1.2409876332190666,1.2309093556422845,1.2501855946044342,1.2907499649149925,1.2380634703038462,1.3139396185726802,1.3040787788934565,1.3141502122784554,1.2077231471057375,1.258966381568409,1.2327322279853532,1.2818395535811393,1.3070328818389958,1.2894444026135916,1.247345473198256,1.3124119306609539,1.2469290768371981,1.2858486257019264,1.340739944651925,1.279991402240791,1.2511657225055155,1.284323153632933,1.238324592098139,1.2612819599218588,1.3138430539003083,1.2635549385067146,1.2285016150976926,1.2909489740196034,1.231472654406116,1.2674869457582936,1.3351312801764064,1.2632817175037503,1.208058703954663,1.2634440064063077,1.2150117038314647,1.2614823186590232,1.3530685330682608,1.2722667792317433,1.2349702505656583,1.261384396212185,1.2381295566915278
Golem,Rock Throw or Mud-Slap,Earthquake,45,1.3872592997396604,1.3877496185987201,1.1561521354676625,1.325150715964804,1.3517064083711758,1.160373045468968,1.460740930658032,1.3577408705175564,1.2325331484805035,1.3156023536446713,1.37725637275939,1.1374294994742333,1.3076993058831459,1.3282616753150482,1.1486892647752545,1.3422623009256858,1.3394827621215641,1.16913448500696,1.3631977734831435,1.3802061982168903,1.1588122268793906,1.3388983600621578,1.3633178944827482,1.1618122293800823,1.3312824095220184,1.3791880491146995,1.156488173603088,1.3321238373079691,1.3594304324285011,1.1535197950591145,1.3509478935017385,1.369389735965893,1.1392905849541104,1.2835815369806467,1.3379950575233934,1.1227104023398091,1.3674205474174324,1.4156700084432459,1.1588887704830684,1.3350760749045214,1.3428298632499691,1.1408771713687322,1.345320606217405,1.4087610125410204,1.1158512506978582,1.377734014916618,1.3421771557864746,1.1938657504399566
Landorus,Mud Shot or Rock Throw,Earth Power,45,1.1710939575411192,1.207081540178063,0.9566637065373317,1.142382659902218,1.1889126956236928,0.9507337061286041,1.1207715706476498,1.125752151604643,0.9737281080755998,1.1213534473816416,1.1680805755161563,0.9543691512275685,1.1365472740750724,1.1725655367612373,0.9994625648628613,1.1237706970731367,1.1617705120713655,1.0489397368011388,1.1484632739056353,1.1867608139726202,1.003154046298388,1.1373595039452047,1.1861623644071633,0.9720803222545751,1.1640470369076725,1.2202638437357263,1.0000358239967042,1.1462385751113195,1.1759695497927156,0.9748672652190428,1.1674140875526777,1.189910432357386,0.9964369524886044,1.1344279592384514,1.185416917338467,0.9596271854724507,1.1833659860153618,1.225205138083957,1.0093531490027952,1.1394526918812369,1.1831341628680547,0.9577969077245287,1.1634962349705198,1.2134969158076772,0.9843135118942251,1.1613843962121848,1.1821838598843544,0.9667225341489987
Shadow Golem,Rock Throw or Mud-Slap,Earthquake or Stone Edge,45,1.1202222374023727,1.13170602120667,0.9878680237721156,1.1765824749830263,1.1654190876182613,1.0262452192247724,1.182915673557499,1.1112408879266413,1.0589724841498194,1.1030156835067921,1.129605034342629,0.9552864462040056,1.1587017319226363,1.1444100006739,1.0037232967181078,1.1216702501359312,1.1398613389164762,0.9467533317239684,1.1371940421710771,1.1465446321255373,0.973501549135914,1.1416833878973494,1.1823091893849103,0.9676810041790505,1.13078445596783,1.1677637765657325,0.9755411662502127,1.1299952320535305,1.136233968790154,0.9587693849349055,1.1399786217149317,1.1734344092098634,0.9619368234817117,1.1000712679211055,1.1509399035569172,0.9309626722693742,1.1414202687083472,1.1897353083424187,0.9705470075661319,1.1236525194037206,1.107798447702353,0.9871488850560551,1.1257097727365568,1.184180067811381,0.9450292079140511,1.1777004944272187,1.1463336964719686,1.0090086315260203
Shadow Flygon,Mud Shot or Dragon Tail,Earth Power,50,1.2291519608959325,1.2396034944706302,1.0033639213364605,1.1869253260821355,1.2216556750062264,0.9926680564037652,1.1126589370329223,1.1510380562598321,0.9521962352062344,1.1739524837134379,1.22159080508397,0.9741713328031598,1.1576218073994204,1.1212295302917987,1.041067457375834,1.1695608915280469,1.1878377128366413,1.0046385809912937,1.1219982877237602,1.1365442695914798,1.0011684751538679,1.1816151954498137,1.2077938536276271,0.9863434063032754,1.1829889751650142,1.2199593397637407,1.0167745864567381,1.19205934881165,1.1956474305617288,0.9695740365111563,1.1840744062611346,1.2210563821552751,1.0172500645034463,1.1618985033736569,1.2035393315624334,0.9882454208046796,1.2087531047372346,1.2528875080948594,1.01465681894566,1.1518495133670075,1.190341259085869,0.9832989404952568,1.1870395838723293,1.2301365759337681,1.0237884502784624,1.1889214782535826,1.2057906645437024,0.9985083382217381
Shadow Hippowdon,Thunder Fang or Ice Fang or Bite,Earth Power,50,1.2203019331921579,1.289101410994983,1.0411731220256393,1.177297245659346,1.2443492175052286,1.025228504849864,1.126344060494988,1.1499602756332952,0.9949402868384153,1.2226952200999464,1.3003093582392817,1.0386321525109679,1.270700518902891,1.3289069344295439,1.0989234449760765,1.1734933072225142,1.2238070205915996,1.1408607997039972,1.2895420079367073,1.3576398475125981,1.1285322669254603,1.2259101126985803,1.3040176214112216,1.0550125974986044,1.2687874472715548,1.3368261730119921,1.0805233885918482,1.2424056310255935,1.281882611541663,1.0632359002125373,1.210907839933162,1.2757430182698333,1.0591097295769802,1.2397101154170098,1.2828966244921003,1.0486380422609516,1.2234918969432171,1.2798567107409562,1.0847685484994793,1.2467044474559565,1.284741899716644,1.0552236047800911,1.232791840847506,1.3388935034518443,1.0401830090279007,1.2856448504148161,1.2822509008631526,1.1526187882343084
Nihilego,Acid or Poison Jab,Rock Slide,30,1.445837982254404,1.5353720275367928,1.4375071156955164,1.4588588916448595,1.5301738990996276,1.4530383724381697,1.3936114988589137,1.470705257860202,1.571307612201553,1.4498060663503252,1.553204125590089,1.4587451160652722,1.4235763865489588,1.506370038412292,1.4234584540737247,1.61393514559865,1.6966196566637863,1.5960147911172076,1.4425202252173113,1.522419942719619,1.4505768474596124,1.461946502119699,1.5579288807084775,1.4717740597136522,1.5195822921984292,1.6197551429825268,1.5209346480740125,1.4544903550099806,1.5236255788206203,1.4849728873552444,1.7022398053838876,1.8190463319040189,1.6822253074664275,1.471080958507261,1.5334450172616458,1.4575493090713882,1.7057241927683189,1.8168061578313155,1.7056340221819641,1.4964349513367008,1.566527042010595,1.5019403720586424,1.4869755851795368,1.597516306049919,1.4947643622598348,1.4840693874130564,1.5395038967568928,1.4814631693622728
Shadow Aerodactyl,Rock Throw,Rock Slide or Earth Power,45,1.0722332278312878,1.1067619980114003,1.072867758119483,1.0666681451103885,1.1058218839239715,1.0641536535187528,1.0720878557388258,1.0615711857486065,1.068922567555163,1.0567339824229198,1.1059445189082766,1.055385497790153,1.1567541613316261,1.1138924455825865,1.1838112406496395,1.0537633195634861,1.0828289026913245,1.1616825234241572,1.0453083909901921,1.0840242395848148,1.0497006305303873,1.0659354585640362,1.104084003439796,1.0701326131889022,1.073940729197453,1.1247481125231737,1.0733585892510098,1.056916350823885,1.0859684992282392,1.0647066904794615,1.07035175879397,1.1080954896733055,1.0649457556732318,1.0499615893671963,1.0908712271965793,1.0477032292698278,1.088875408841636,1.1285832561418465,1.0829733340984171,1.0638628803745225,1.1037868054700013,1.0554469015646175,1.0878279933005623,1.136712101199635,1.0895437029371315,1.0580072069052209,1.0822760412302022,1.081689432665717
Shadow Aerodactyl,Rock Throw,Rock Slide or Earth Power,35,1.161504656511146,1.1885420224514425,1.1528489347329431,1.1546548800584098,1.185627138767865,1.1496344263581495,1.1866997755810678,1.1718276690501288,1.2006175477246326,1.1336687934621885,1.1786386203558128,1.143840394741927,1.2767656176292204,1.2026265246984298,1.34178347597547,1.1432003952720766,1.1640401679455101,1.2445069138771634,1.1250965595517963,1.1681237747046045,1.2023888205651627,1.1505755623613898,1.1925380565152452,1.1574068765746874,1.1767197757417807,1.2336620185030942,1.1826755151938526,1.1341166773069993,1.165358848581334,1.1748866602555297,1.1526950154193953,1.1952304308830215,1.1504343232052685,1.1146858195348148,1.1634626954083096,1.1124274594374461,1.1923420580206736,1.251026715085539,1.185882565107262,1.134509363065172,1.1747643833928791,1.151456819021806,1.158185705143044,1.2278489630850093,1.1677855090619427,1.1598759741892233,1.156599346350457,1.1735942344758235
Shadow Omastar,Rock Throw,Rock Slide,30,1.2749352946087695,1.313374471541013,1.2738316976721238,1.364567162855125,1.3455157096018096,1.3686749618732108,1.2796832812643428,1.277288740753402,1.3816593706774034,1.249018128270787,1.3037731128842316,1.2582256545642034,1.3487179055192398,1.320142866769998,1.3452540602466474,1.2683608617472741,1.2889208756449682,1.2656196769688588,1.2885408561938945,1.3182519165502375,1.2869233965536955,1.2946185296380672,1.341858395063591,1.295215967895237,1.320794934486866,1.3723367097450228,1.3218606983888157,1.266035250478815,1.301916067979603,1.279935026627769,1.2835080045705298,1.3396075733189174,1.4596331289700335,1.2362670418259396,1.2871541886100903,1.241450163360884,1.302858407587445,1.3534113172283202,1.3028502102614128,1.260841443883208,1.2830941234446223,1.2632361094000246,1.2777951769495772,1.333596590367516,1.2800555563120413,1.2972094192575212,1.289499706695718,1.3007206905220818
Rhydon,Mud-Slap,Earthquake or Stone Edge,30,1.4925837375048385,1.4982778119331162,1.2657846999263762,1.4745497285918505,1.5018253093643488,1.2444908069232108,1.5389979330668162,1.4502907317196696,1.3416707024091008,1.4275143746834722,1.4757588022690338,1.2151453332872313,1.4784874317676393,1.4796465395242266,1.2487381225149943,1.441863193446425,1.4877255837144294,1.2144328454851672,1.4755777537947556,1.4739658716015918,1.2547471046078078,1.4843383673038337,1.5211622889730398,1.2420137893577539,1.460338357648871,1.5138773207232865,1.204895349149628,1.4082251117234916,1.4309657920043963,1.1936432767914145,1.45428855770294,1.4866877173151822,1.2187834035704193,1.386920022583601,1.4464055977712578,1.185925973917792,1.4690182062611177,1.529711208203884,1.23276307268569,1.411997967229272,1.4556409387704816,1.2013059011950227,1.4480453165211944,1.5268590258581953,1.2284617165266412,1.485225844297327,1.4817229531551162,1.2433419927930949
Golurk,Mud-Slap,Earth Power,45,1.270520906862187,1.306520633619479,1.05942877093912,1.2784262080306787,1.328308330575467,1.0978024639970523,1.3662871486134456,1.2840893624160012,1.233682148091173,1.2702765918932277,1.317280332260105,1.1154123861262695,1.3739840959633398,1.3175550913134308,1.2007716153379608,1.8031829329097846,1.3577392783577258,1.4575499899602697,1.3280682233321341,1.3264145102862068,1.2504385267731402,1.3389979331050195,1.369497457870042,1.1792948418146434,1.2910520612232104,1.3353663451462963,1.0947902952792927,1.294295434893287,1.3084134052027185,1.1669346952958957,1.2910272634566475,1.3274686390387145,1.0983646840559766,1.2464111511157594,1.2953546273243062,1.0575233934637136,1.3163594035625579,1.359649482338861,1.1018599732767171,1.265499876801774,1.3008577676481459,1.0901118023900456,1.2918612726208145,1.3505222020997019,1.0778877708029793,1.3160395541774912,1.296044582250901,1.1351713735020532
