Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Shadow Venusaur,Vine Whip,Frenzy Plant,40,1.1988443910755013,1.1381369004276456,1.0805184160459318,1.0765816600143714,1.1238323939188903,1.092399411970073,1.109473421304692,1.1133358622710714,1.19394560817095,1.1092422272361804,1.1198680795814953,1.1167201993940394,1.1552412891013741,1.1073663583062259,1.116809335550518,1.092840563957895,1.141666626850973,1.116573497882292,1.1971157130022998,1.1703055420308353,1.1645229955775573,1.1103734779577272,1.1298652368017779,1.1149942248603346,1.1582239426543444,1.1618271872084587,1.122940331184752,1.1248827042676446,1.175098427324882,1.1215675751061325,1.105670459067306,1.124874384488098,1.1539986676370342,1.1305490608267392,1.1363771597455634,1.1231928756072782,1.1582505353400794,1.1367919272667932,1.0915496419227821,1.118342118551874,1.1315159422237882,1.1170863986936368,1.1563184792244365,1.147907756010826,1.1877948273648986,1.1517471492246047,1.1333659900021404,1.1337123548829846,1.0915782463507633,1.1388783505939415,1.1562820822615723,1.1268858032302747
Shadow Venusaur,Vine Whip,Solar Beam,40,1.3305923471460794,1.2706959586917623,1.2189014633401078,1.1777397528864886,1.252858533008168,1.2035563761594061,1.2103343559690871,1.205449060202992,1.4022497421113265,1.221263496692368,1.2380155519654488,1.2226559337077665,1.2899590585286838,1.2288540637230494,1.2375411003472294,1.2008316660712386,1.2739621383669364,1.226987835499882,1.3473828331886244,1.307481200179546,1.2718728184884456,1.2106763745246059,1.2243900703259418,1.197817304563255,1.306183305003045,1.3204428837980717,1.2425011332847,1.2431241940284596,1.2920712780788428,1.2320986745608542,1.187966408183991,1.2056401898679077,1.2426550264038378,1.2294985827829985,1.2104502630502683,1.20391889377282,1.271094193134669,1.2266337204354656,1.1937034785902416,1.2020206105839082,1.2764262267817617,1.2540878637804955,1.2763334754791071,1.2695312309900066,1.2783030758740912,1.2427402344118692,1.2331547659655828,1.2143331726204687,1.188634715680901,1.2089042560076373,1.2480108941367232,1.2372924715710134
Shadow Venusaur,Razor Leaf,Frenzy Plant,40,1.2827640962465272,1.230064294968544,1.1577025553280385,1.150337772671679,1.1898758355753924,1.152034228990942,1.1593996248489367,1.1592250709726348,1.220843748214494,1.1478517887960322,1.1626681778756451,1.1481817316550789,1.216856470125211,1.1801909077731454,1.1681858306199693,1.1555799831550462,1.1788006866661365,1.140282577986437,1.2205905547242648,1.21520931720507,1.208652539983974,1.1576078042991573,1.1942108938726315,1.169765990193521,1.2087677745549836,1.2131832866867076,1.1732248960746012,1.169984659836517,1.221926816012536,1.1764713840674337,1.1559637698204714,1.160715253657099,1.1741562958505276,1.1606139115053384,1.198729031586522,1.1963572418250032,1.1870946588137399,1.1685813044613689,1.1480181108674012,1.1590508418853183,1.1636883162092484,1.162805680622494,1.232838317521794,1.2056769729063954,1.2633166267668572,1.2164750641783981,1.203216759956795,1.1849656073261885,1.1411891042672213,1.1740558598354705,1.186698945590291,1.153067802946781
Shadow Venusaur,Vine Whip,Petal Blizzard,40,1.469970322576145,1.3700564208326116,1.2995091262178722,1.2921733610023591,1.3384276574596676,1.3117673143654012,1.3323735193118278,1.3303230345552874,1.4750118607797282,1.3543541021289127,1.3439913794541605,1.3499228773510796,1.4201169526966868,1.341314507395032,1.35297060310794,1.3144521809814647,1.4046130743683145,1.3618651437695606,1.4157440249519158,1.4308558020498976,1.3982853367436046,1.3447663210633627,1.3347716257235926,1.3210202327230174,1.433358358510194,1.4185290763968073,1.3582517287636242,1.3714101466464823,1.411554420762774,1.349656258362592,1.3186350338696908,1.3499068608271563,1.3834208069179597,1.3505227407589555,1.3382268305536635,1.3304642158440538,1.3856599474011673,1.362649604724184,1.308555681814845,1.3296411594118338,1.3757655476360302,1.3640224670462604,1.4203335173013314,1.4017096661496808,1.4337516524886738,1.4039176060992924,1.3748720109412529,1.3524524408854979,1.3177195776478468,1.3449270183336786,1.3929901288823348,1.3577962579959222
Shadow Venusaur,Razor Leaf,Solar Beam,40,1.4135033051172863,1.3550585711810217,1.2852301193363038,1.259199032573283,1.300420034840592,1.2561734500636275,1.256865961798543,1.2533171380006034,1.4092564098866422,1.2775169898499987,1.2792637994291973,1.2550373362879939,1.3314888675729761,1.3004187638470266,1.3012713835373395,1.2763395297275872,1.285223890203119,1.2537429008128471,1.3967103818087871,1.3356407975736513,1.3214532591739452,1.2563627144836975,1.3060569649315117,1.2502396141448155,1.3123723260928506,1.3227530795411355,1.3064342027890616,1.272532273565828,1.3687893062431737,1.2887171985250252,1.264647215065842,1.2573212339464825,1.2861491335052266,1.251911925892012,1.3127162573179936,1.2772563280157716,1.2857070878644796,1.2626358893128287,1.249403879977332,1.2574339620435417,1.2781621066423943,1.2527134680127463,1.3390388804788047,1.3285718730925486,1.3542878336039725,1.3409759843251758,1.2901095677110068,1.2842009594232016,1.242406331187411,1.2754960386837144,1.3068975874365127,1.2531423738802994
Shadow Venusaur,Razor Leaf,Petal Blizzard,40,1.5314624445863438,1.444863271061518,1.3869134323558987,1.3589020639425817,1.3930039114934032,1.365025453478823,1.3705371002997258,1.3595450796889057,1.4829330270736103,1.3595956671589553,1.3531994934183869,1.3481788170701772,1.450645352986268,1.407831179835788,1.3942507180364223,1.3677786226963093,1.3765680239883464,1.3494443672500178,1.4868605779751092,1.4544466524870652,1.4249191661014557,1.3539531746949247,1.400882939264666,1.36889328529892,1.426078810253489,1.4415606319753982,1.39493662043863,1.396377168630204,1.4676379167009126,1.381784539106087,1.3603560425956895,1.3682576486528246,1.381349313808186,1.3534266128853307,1.4173845123673374,1.3863727946871323,1.3943394609573903,1.3489583013477657,1.3419782775296636,1.3580050508064916,1.3926180696199988,1.374393853349877,1.431943366733856,1.4221217220596514,1.4532730669636897,1.4116446837722851,1.3967045946644703,1.3883194952432736,1.3412448730530078,1.371138147585647,1.389601489286905,1.353993356473222
Electivire,Thunder Shock,Wild Charge,40,1.1944901069440688,1.187110838564052,1.1791629608792564,1.1864333452742561,1.1822835259330005,1.17726070297921,1.2003240476227546,1.2055144193560454,1.2452678729035536,1.1923565243666159,1.1848063293196864,1.1755423063383568,1.186480860950802,1.1801211167341212,1.2188711509846062,1.1908776100531824,1.24491471618952,1.2058973176789858,1.1792753697942362,1.1836913365831239,1.1955559022247209,1.153672075359442,1.1836495655064263,1.1667650236891598,1.1573504564726382,1.1814179062575585,1.210199731064093,1.2028741578369233,1.1748126893332262,1.1709596873157997,1.2062525013284862,1.2050740508712572,1.2041621488529095,1.1742503814945588,1.2022874021911156,1.1905507875758157,1.2158530324486703,1.1975662419275737,1.2173132316799238,1.2016041810447293,1.2131676533792506,1.1989705675407898,1.1779119806482592,1.1768314665166781,1.1796389486892085,1.170487568542797,1.227343923619702,1.2041032856060803,1.2291692916478196,1.220334935074508,1.1924084307610312,1.1680724759725802
Electivire,Low Kick,Wild Charge,40,1.4455535012397642,1.4336841079825065,1.3695872296211316,1.4070571913677725,1.4536945343090326,1.4596230149422216,1.453185205750223,1.475618621163989,1.445123882398749,1.4249734444626143,1.4098271814391528,1.419035336154105,1.3958151379086683,1.4236409857365613,1.2914897941468968,1.2810276193396553,1.3328619155208412,1.303130166924819,1.5612685789216023,1.6197786428087844,1.4598738816854804,1.441976568977371,1.544701457372163,1.563710308275423,1.2431491316391363,1.2797081778445802,1.2901009067304856,1.308250390264648,1.276349132049776,1.266104601161361,1.4550045504003957,1.454362571839151,1.290649397069206,1.2643128954293563,1.4696219763971905,1.4743511363522062,1.4439893619051616,1.4530650910320217,1.4349713273962104,1.4498806530507935,1.315818344642451,1.3254028631697448,1.56918374220781,1.6056872664144215,1.5916682742646304,1.5932859087261364,1.574227066132097,1.5886386267997337,1.4797946662727963,1.4936522677241213,1.2757392423034564,1.2716604072040556
Electivire,Thunder Shock,Thunder,40,1.4884185463788613,1.4467925690423453,1.4701497709862548,1.464133777903075,1.4490177785677216,1.432089111125706,1.4725241815697654,1.4791254133966427,1.5455079270533296,1.4813747547053344,1.4484838789184096,1.4291418870024541,1.4581723447005228,1.4384549593732492,1.4874391025989644,1.4445194823672116,1.5590535125732807,1.4898001378312742,1.4357791359375858,1.427635384746375,1.4483581826450114,1.4261073369698598,1.4145430488182453,1.4049613890540062,1.3698725397808238,1.4146990860716628,1.4936567608265194,1.4886304491698663,1.4097613149567463,1.408886712173073,1.4642213587352142,1.4588955164748088,1.4295604928716403,1.405245416215885,1.4401639525648937,1.4506971441575556,1.4788745834653394,1.469105889701773,1.4924984364401925,1.502413556204157,1.4833965711995347,1.4706834762346623,1.4183442730812001,1.4225449651547055,1.4248542963360662,1.4145797446419899,1.5115979973829772,1.4916713184045454,1.4878839940233224,1.4787787162925095,1.4464554535045742,1.4241126030399862
Electivire,Thunder Shock,Thunder Punch,40,1.5107125305801883,1.4718258119024257,1.4784121259864893,1.4745062711041679,1.4845831016263604,1.4628045393066007,1.509066346945261,1.5082386339305955,1.525825695550989,1.469063626027816,1.4693558520751173,1.4535464805704206,1.4863447033033779,1.4593662040173925,1.5143984137617303,1.4649113558364857,1.5558842302029108,1.490816171102322,1.4653412313732652,1.4600073653468284,1.4822869033378594,1.4603701820328336,1.4668612501423015,1.4608713847159094,1.4335345246850326,1.4647167945129747,1.5216028497872771,1.495594620179968,1.460672350673449,1.444795420830952,1.517317055284082,1.4932841350879917,1.4596435408004662,1.4420741892004698,1.4932174748321663,1.4954691444794255,1.5095772817320208,1.4916523151994538,1.5153419718177519,1.504883046728679,1.5285495865330534,1.511409890729236,1.472674673133179,1.4532084112412775,1.4640711194365839,1.4463096101791226,1.5258803612299952,1.5012325143256018,1.5148128744196516,1.5034438662702427,1.4752418849144961,1.4561975822714996
Electivire,Low Kick,Thunder Punch,40,1.7715184060381435,1.7758578274028909,1.7051198778895889,1.7330676478007152,1.8107775971586433,1.8319929661586505,1.818612616165146,1.8523333249836744,1.8128214253051995,1.7600218430801013,1.7437356896599823,1.7570409312463084,1.7479489687541496,1.7518993730342927,1.578561427597381,1.5464777898559157,1.6350558632918324,1.5794263460462665,2.012158445525854,2.0449496949291532,1.8323959517403474,1.8142730090694017,1.9636019327523708,1.9683377999949827,1.5093339864787407,1.5457772925952802,1.6121422448766654,1.5907461081253467,1.5553955876552883,1.54900352175004,1.8244585878770725,1.8185504585890129,1.5451022595575579,1.5401802945776524,1.8413549936931861,1.8553203487260985,1.801336155399396,1.8128181558708247,1.7680257157874029,1.7836895349024902,1.6226368002947626,1.5974655640298674,1.987500084017861,2.023516094224236,1.993104039805271,2.013676527792208,1.975466360361558,1.9916985224679844,1.8319825458235017,1.856205369162247,1.5602174310704209,1.5512957056091885
Electivire,Low Kick,Thunder,40,1.958926090415414,1.8884462992010043,1.8535817665481156,1.8468988928856829,1.9280608650037672,1.9783604196799414,1.9479034048157862,1.976242495207693,1.9526950667005711,1.9326687776062699,1.8971878488613931,1.859819578086511,1.9163040138678902,1.8670062840996375,1.6151791843976395,1.5704907306332314,1.6850949154609771,1.6316530482737563,2.3498731730725364,2.358874457621977,1.9608017815742884,1.9233068505298352,2.1353395848823373,2.1119138250362557,1.4778762427831746,1.5290173326768253,1.6438382624797427,1.6145087767404973,1.550187847284096,1.5319189514732765,1.9341373455242716,1.905065608063396,1.5443311502137365,1.52457030255247,1.9297069360196502,1.932350393284986,1.9109323887427807,1.8974220656111356,1.8850529554950683,1.8861926868147623,1.6431344446146607,1.6358848131710664,2.1987218829560247,2.2266162982804976,2.246659869677724,2.2231869853298236,2.2317571854675284,2.2090822450198635,1.9404293731931601,1.9689551498350015,1.576336116336613,1.550597175212102
Shadow Manectric,Thunder Fang,Wild Charge,40,1.3226180875066122,1.1929348260372628,1.333083978837696,1.2258920187295848,1.2117712481968812,1.173104396052081,1.161896314442374,1.158913536408622,1.3163906574842297,1.2268409809995182,1.2180962342375143,1.1868488464391742,1.3432945038206074,1.2087533638400167,1.288523424505351,1.215328484018173,1.2740470160573412,1.2139497991569277,1.2470663226549563,1.1988620911137216,1.171588151992964,1.1146559448055924,1.158721460277914,1.1036452428148504,1.2041660586006402,1.1881734606613454,1.193206073789638,1.1954949604975915,1.181882768901672,1.1145716654379183,1.2534051682213765,1.1705227740635629,1.173504890748881,1.115193076475677,1.1807812252839702,1.1272618915901387,1.1747820850971247,1.111339585543079,1.1946248777780712,1.1558959417458272,1.207075344374721,1.1927737144416417,1.1829413868996363,1.157318426131471,1.1776566347074697,1.162071432404179,1.2287997854380732,1.1699121464513187,1.2501509450579236,1.1612283524937674,1.22875007245444,1.1409272696152963
Shadow Manectric,Charge Beam,Wild Charge,40,1.4194344631540385,1.2726951542190375,1.4066017588648927,1.285445622521287,1.2942330454699984,1.2462903202708848,1.2467104940378666,1.2259794970590634,1.4156507803106129,1.3118869827656712,1.2896871706418704,1.2475975395438583,1.4960682635004985,1.2918131544616158,1.4054533871889974,1.3155116570989074,1.3787434363829063,1.316580414684822,1.3172983533818705,1.281976640856265,1.2588810009688813,1.1936632787098824,1.2552744814485461,1.1950086286776544,1.2801687235531196,1.270789170208355,1.2636871001310046,1.272519293288818,1.271223254114567,1.1895126467718682,1.3397487435527762,1.2639010393414039,1.2527109604507822,1.1991383634611765,1.2734227843577908,1.2030498760297328,1.2607684468076172,1.1867104316962278,1.296724745939883,1.2444683592242736,1.3182370131609384,1.2709047750688076,1.2670671642515574,1.2481809026521709,1.264781471027598,1.2494798915117147,1.326920362916508,1.2640221225907107,1.3575275433458291,1.2531744689986535,1.3377813208312725,1.2255796549292852
Shadow Manectric,Snarl,Wild Charge,40,1.540583951073995,1.3626549126258225,1.7399312745371385,1.5193165800066557,1.3605406775734858,1.3257319387457305,1.319257492914402,1.3129050456429046,1.495104313709455,1.397383232492284,1.3823182391210624,1.3314315211446304,1.5924790984041601,1.380037129713405,1.6148070232461027,1.4977438385916475,1.6337217096615262,1.5023858534880705,1.2819401055001995,1.2375113559429918,1.3371246875659955,1.2834389853348935,1.4325645246922303,1.3839929789095888,1.3802635765310038,1.359498095262776,1.4291155551231292,1.4500081757717,1.3360687937943154,1.274448806484931,1.437793277924018,1.3566154874823602,1.345089474099259,1.286938553148015,1.3597631687005012,1.293428884317887,1.339455804384254,1.2727964795258735,1.4763008377157052,1.4376312024836364,1.5056676861736782,1.4672732740583903,1.2246926477276716,1.2093510769029754,1.2253388619760468,1.2104676896267106,1.2790819396421607,1.2245403110971207,1.459474864839672,1.3409230944599315,1.4144061859907364,1.3237303335932076
Shadow Manectric,Thunder Fang,Thunder,40,1.6121996159184444,1.429862099368543,1.702167601336347,1.4913002605099552,1.4480333830947103,1.4207115122610758,1.4215528171589287,1.4002467678288981,1.597697776562442,1.453455240117917,1.4647758539051496,1.4231332425257974,1.6654141861281004,1.4609056578384454,1.572501961577187,1.4556920355469478,1.5849893382940876,1.4578910314378224,1.4652726371183424,1.4385266330445334,1.3987632959059315,1.3254394295995204,1.3828210092346684,1.3121119717005743,1.437092762082312,1.4130885897170105,1.465593564557165,1.456850043727308,1.4135193377759783,1.3235154145848966,1.4532328763673172,1.3926342578919721,1.4053388465307934,1.3227838709730981,1.4049732605857344,1.3312720342691036,1.3995535969891175,1.311464197658671,1.429816865304828,1.3799272149706476,1.4025542323044011,1.4229305880277185,1.4374389563562684,1.4093821048985153,1.4289979392362337,1.39644843112782,1.4438768160392068,1.3907939420788904,1.4717767833608986,1.3844122769553853,1.4427224501871017,1.3721365393282519
Shadow Manectric,Charge Beam,Thunder,40,1.7553790247955874,1.59138046980848,1.8677707702687685,1.6436000716455368,1.6611519771438394,1.6071826265501339,1.5933651092241186,1.5637980995876448,1.875408099356369,1.6879824844856204,1.6217258472849552,1.5699325045893329,1.9314387653616847,1.621815613219735,1.8229199657313158,1.688342790867232,1.835699135006398,1.6796177313801757,1.6698039810499365,1.6163126312804876,1.5833556187244748,1.4848274804439685,1.582047609581113,1.4883735663925313,1.6228600466717953,1.5815308515600703,1.6399107467674787,1.6338013264040288,1.6032283522523136,1.5191061942630462,1.6610916601687402,1.5807197805789794,1.5834597232399348,1.4836836260225708,1.5936430269754587,1.5128641155111195,1.6103825439055204,1.5035475832655605,1.6478886804142479,1.5655661325746637,1.6292462499788352,1.5996116912645535,1.625018651965159,1.593284326600327,1.6501413067403008,1.585864981819279,1.6827893109042729,1.5944021209751298,1.6842433800782122,1.5468895939136744,1.6318968158437723,1.5460658062752968
Shadow Manectric,Splash,Wild Charge,40,2.185086038215572,1.836683776676217,2.25687409946192,1.8691776342982869,1.7783770162956432,1.7588068937966002,1.6595729788137903,1.709256729916082,1.9844907641080303,1.8747353279727588,1.7585216795174121,1.7456564715397616,2.337567729583674,1.909201902261547,2.0540884301816082,1.8742270299061734,2.0799729824755673,1.8895628792261479,1.7901080378143528,1.7750001033297815,1.7320397661047795,1.6901995639270733,1.6944658410138775,1.62382304400159,1.7480951433593495,1.747583769565668,1.7368801292230722,1.7819818791727309,1.709530565605585,1.6610354326555452,1.8431588782348858,1.7702600286267032,1.7079297372183915,1.6679233457461526,1.714999397594805,1.6923178353735204,1.7437941393143828,1.6810175855553613,1.7904503933123683,1.7416805492112368,1.8484608202513424,1.8180972157635058,1.6980826750689504,1.7451694616687015,1.742772570787482,1.7416756109897973,1.7830858853797773,1.7709390328321533,1.8554944681353198,1.7628448925412181,1.8111962999681577,1.7077837714837112
