Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Vileplume, Tier 3","Vileplume, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Mewtwo (Armored),Confusion,Psystrike,40,1.8096036726826175,1.7983938645124737,1.8169432507659073,1.7971253491354928,1.8168251151514796,1.8047042850026473,1.8329102569819926,1.823224064991835,1.7454832142266412,1.820587795872196,1.7565245590374523,1.8336400491703222,1.5862384082469734,1.8089709552174955,1.8138586128197338,1.7978997302059352,1.7660032041113491,1.8428201104695996,1.8068039285947368,1.8913739373129805,1.8497588117239263,1.9265193977477957,1.9022614106436246,1.8961039372164257,1.7833824774338896,1.843313893492937,1.8822911056207905,1.9096988926501282,1.8838158267658605,1.921894178331092,1.8116794580466513,1.8501422474452671,1.8645461456024663,1.856038231345009,1.9053840691847763,1.9358975932377125,1.8329759106115626,1.8720354346138064,1.907999119111043,1.9209348771660353,1.9167717347554332,1.9180022962957368,1.9128703043899442,1.9033493287461838,1.8935566581450944,1.9252702804022497,1.9101839786182482,1.8982071776514045,1.877578885635357,1.8762519898198182,1.8246689279224608,1.8946881629461194,1.854412630904446,1.9011514621171766,1.9170151845528494,1.9475870725272704,1.8825126859355352,1.9132824584205792,1.8990697627332522,1.8935035411552479,1.8904819768284915,1.9048454173915594,1.8483444100111333,1.9248060396802282,1.7880109542828029,1.8666482632454524,1.8462769361873659,1.9205332649589222
Mewtwo (Armored),Confusion,Future Sight,40,2.0852208233003124,2.043951399760553,2.091032287144299,2.040796099586788,2.0954408244856846,2.0583142850047342,2.091319665382101,2.0754469188428644,2.061971668966212,2.120790420555721,2.0578030521872956,2.1161013493256613,1.845363003778567,2.109672995028487,2.0963282777811365,2.0272416423504884,2.0374792078735515,2.103968734763858,2.0755043219385536,2.14936885954645,2.126299899688214,2.188212486823552,2.1558367707792456,2.1287074880898453,2.031154689291613,2.091276469140583,2.1319717391291353,2.1928846259134853,2.113601455201988,2.171979966569342,2.095379789490999,2.1088230285545366,2.125628324418196,2.0927062429327865,2.154569504320126,2.1899511845048054,2.124728921227106,2.149984750580761,2.146574458972709,2.168358691096325,2.1933888997609032,2.178078915655768,2.173816377413327,2.147910192924265,2.143416236762702,2.1748367348780606,2.1514344652815436,2.1645632327208544,2.097342881398733,2.1033533996710108,2.076933887731954,2.1446355185654906,2.1313237534680587,2.1677317028503706,2.155313262361619,2.2117801344036936,2.1384392671376813,2.1629426729390127,2.152610176776479,2.1407067001035553,2.1708607535881157,2.154803647577214,2.1133409340662173,2.212541218930199,2.0548744874853404,2.099052497125604,2.0874093998696224,2.166876983852516
Mewtwo (Armored),Iron Tail,Psystrike,40,2.4156609926607273,2.4366087750029397,2.4212436073155095,2.424391462394133,2.8015701139530993,2.8689916722996016,2.0984051881509616,2.0884736175907044,2.3225820229782097,2.4760129455563704,2.587562625338841,2.7993980320283796,2.0624706652307165,2.421730954958225,2.406148460105138,2.4128272172594576,2.302981533450428,2.421792442756987,2.504641481662084,2.637501750244983,2.528706123299381,2.6475935083150604,2.598771454917973,2.631089650835089,2.7829434460125113,2.9010461768904903,2.9895295015730707,3.0998944055682935,2.6214179402628033,2.6968169626337324,2.404007761153682,2.518760413055527,2.5907946831042583,2.5906168399560885,2.6035691884710808,2.65110055477732,2.4200969270003356,2.51697364842013,2.64078010687795,2.651677582168371,2.593498279629958,2.600583582124525,2.6086448315265125,2.582397097833168,2.569357687217008,2.6348516625203886,2.6434188478126917,2.677846323922927,2.9909468890803645,3.008368780629648,2.4564873971400734,2.590708286955882,2.5416792063375477,2.6177381470769934,2.638278148448119,2.7314928665918345,2.9001886123480882,2.95162120306528,2.6207422236946702,2.6223163310059423,2.560931636502005,2.5618444244578695,2.8751261381788518,3.0821209433253274,2.5024307364724376,2.606373596739132,2.071058489031701,2.163911667919305
Mewtwo (Armored),Iron Tail,Future Sight,40,2.9742270981603776,2.9478894439357544,2.9811342274584653,2.9503573536560856,3.7348910706703564,3.767946871562892,2.431061613824724,2.3936853250316936,3.042610138238183,3.0954322915635393,3.5386938345671015,3.670627283132668,2.6142799314140515,2.999611094186506,2.964356433492332,2.8873553203403444,2.854443456480726,2.9286494029496204,3.0886915807676503,3.1711409074337715,3.0900718607472926,3.1652720933344156,3.1821273519411193,3.1440670297860036,3.6362607299222263,3.695185052008606,3.835074779880718,3.872089624347723,3.171284918111917,3.2118659840802577,3.027038904221591,3.0549766419584232,3.140900479745985,3.091710013552566,3.158257217524693,3.202975857573063,3.0290023940361235,3.098851063568855,3.1424074500603507,3.1398365984102696,3.0927149897072654,3.0786846319178136,3.1077196142300343,3.0448267258227277,3.0733370311451096,3.1073036887469425,3.156680553112481,3.167117619586153,3.7848482448077996,3.7683981848484005,3.0248827355476373,3.102954383265938,3.0650854440045983,3.120622359813193,3.192689855258466,3.293228640014778,3.6547284084161347,3.6550266911859963,3.156613381560283,3.134189828644771,3.1103314317269164,3.0830255025010302,3.712074474823345,3.958560837226791,3.0831280202441147,3.11775237741226,2.3587234347547033,2.4118407627831844
Shadow Alakazam,Counter,Future Sight,40,,,,,,,1.6913056703978164,1.4688577270741159,,,,1.939270109778855,,,1.621118214852043,1.4214727431341008,,,,,,,,,1.810859522892849,1.7520111830501044,1.835433450718328,1.7242430165530924,,,,,,,,,,,1.8098482000807916,1.7234445008707844,1.767478917212001,1.706878817436743,1.7379130319057827,1.6470471218901555,1.8990324513780987,1.7512997253980271,,,1.7708407353232214,1.6797163006745752,,,,,,,1.8121531419310861,1.688818354977639,,,,,,,,,,
Alakazam,Counter,Future Sight,40,,,,,,2.0706536646215583,1.8821461344656942,1.7029145249451214,,,,2.200571609245028,,,1.879623138612329,1.637735704189363,,,,,,,,,2.2066845973135067,2.0739789592037585,2.1230915274176954,2.0603785615928576,,,,,,,,,,,,,2.0599547495320154,,2.0681570464215695,,,,,,2.0743757121280546,1.9978348057157767,,,,,,,2.052206085954518,,2.079808027468518,1.9863958352490216,,,,,,,,
Rapidash (Galarian),Psycho Cut,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapidash (Galarian),Low Kick,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Rime,Confusion,Psychic,40,1.8152662307945542,1.823259187634807,1.8271631127000223,1.8201170753611022,1.8109863014791383,1.791604433083272,1.8861419562740132,1.8453215761193056,1.7570038002056996,1.8285520371028006,1.964503289420547,1.9091354043237778,1.878060895539241,1.8443790146423036,1.821679728912964,1.8216588045284352,1.749751152965174,1.7920590396138736,1.7660529058310357,1.7940777336950908,1.8029535385313427,1.8095891160522335,1.8179047211341761,1.7742675245266473,1.840590085268156,1.8184397394498735,1.8590713533786494,1.810354622731564,1.7568273616509849,1.787154611107596,1.7913678057652112,1.8043551263048985,1.771200958767512,1.7525973788952833,1.910132599735638,1.8411712212406133,1.8190427536851823,1.811005014418634,1.82311233336221,1.8070771592126744,1.8345995022569697,1.7953714671796055,1.856657771116827,1.7923923715931684,1.8886015019434192,1.8367144634119166,1.8359152799831289,1.8137968567678675,1.8295523483609748,1.76628802910516,1.780796417607783,1.7865485177208071,1.7734956742483001,1.782081755648088,1.770810971144433,1.8120643816374122,1.8088090869656277,1.7926012968722065,1.82402733778634,1.7824572117428377,1.82563071864366,1.7754515074235766,1.8036311728919554,1.8453837683675145,1.7609503307962586,1.7585514867595582,1.7457067272724336,1.793085635324359
Mr. Rime,Zen Headbutt,Psychic,40,1.8732503201177184,1.881096090506684,1.8842814047343095,1.8787904518329461,1.9362470353230312,1.9062260156795587,2.0008266467401294,1.960761136025011,1.845875810257901,1.8862862287302584,2.0885924865747185,1.9965568723621028,2.0439193484589393,1.9115770778913523,1.8924151124402064,1.8916538453707268,1.8146294961539762,1.8550971270401506,1.8615192109645358,1.8796274617081028,1.8961259363354133,1.9001182652237971,1.9187490532815934,1.8562925369716667,1.9475661864977678,1.8989922630711826,1.9853462040370793,1.902884048631854,1.8808136964958875,1.9063984297521923,1.8743620525934035,1.8580043794111194,1.8920719013537521,1.8640157689383667,2.0292912206949816,1.9362339193179736,1.903099723049115,1.8960770087634602,1.9256995985294316,1.8960654611140806,1.9419850467055677,1.8949226844700267,1.97981543004534,1.906123929676955,1.9840609535579627,1.9210806998653542,1.9245596977498562,1.8878771636989045,1.946232139605121,1.8673888973381436,1.8729403388180408,1.868608725650709,1.8742536398120961,1.8688873139901674,1.8875333560924037,1.9236770003131898,1.8923556501733163,1.8739139696438878,1.9150602022368426,1.8716026116591653,1.917069771834923,1.862899839317934,1.921734038203467,1.9180005727103595,1.8884866583655864,1.8788318747255426,1.8460730527741889,1.8887233829751557
Mr. Rime,Ice Shard,Psychic,40,2.103366766870442,2.1311903918070088,2.115835599253557,2.1262891256092673,2.3300026215703387,2.350856126111518,2.2490270404125114,2.2170854074641815,2.0546414853406536,2.1387901508923455,2.533714749938134,2.4782836612809667,2.36412620767854,2.1815863468132406,2.1448018411587735,2.1798022779345976,1.829290880135341,1.8726360862667581,1.888639123979853,1.8951484682859734,1.9046838446659504,1.9186863731195698,2.2028775625543133,2.14050354646787,2.3952455700810864,2.353311711445912,2.413991450482801,2.3822529595419497,2.162703885122861,2.210442836529745,2.118942248994824,2.165093868075659,1.8959654454558674,1.8764323311708624,2.2699573371167507,2.2087056734790957,2.141205080329455,2.1522160534622077,2.179358384283504,2.168055695428897,2.1867107902150256,2.147615138665627,2.2433896331540772,2.1890295028080677,2.218167103176007,2.183443863144014,2.21955651973061,2.185370065998532,2.3686440771202246,2.312389017278327,1.8793480956014244,1.8834427615876035,1.888432902923409,1.8827176033961317,2.159715522504323,2.1760169705947923,2.3603682274675117,2.372867398398548,2.182622341943402,2.152949694942149,2.1871418873824218,2.133788998839019,2.3686882762299954,2.4639855325202515,1.8996741875845014,1.89653049957089,2.099927302539813,2.1641512247860177
Mr. Rime,Confusion,Psybeam,40,2.222792816707775,2.217670426035805,2.2371447323406985,2.219275530854276,2.209706482023025,2.1752706400022763,2.2992752701013837,2.2600968884481727,2.166859779692893,2.233197361619016,2.3487745148041177,2.3189551932232524,2.223152373743211,2.2552587195924265,2.233500076621223,2.221074737160544,2.127806606479922,2.1821300519855313,2.1645236550149387,2.192637244714415,2.1953043193994155,2.195763540106148,2.2140274577034917,2.153491345732011,2.2865961941026316,2.243670255105647,2.268885065723442,2.1932965117757433,2.123561625633099,2.1612585572785945,2.222220409223465,2.2241929732814065,2.1581752420851745,2.116340394103751,2.318877388507674,2.2246877368673577,2.252401389640463,2.2234639715131443,2.226164497592991,2.198339651153708,2.241511397135968,2.1920420126456994,2.2480574203288093,2.1559013706095995,2.3356296513669665,2.256107212441125,2.236448582255789,2.1870146056039728,2.2365594748512256,2.1522285677546966,2.174635060861327,2.1679697198535246,2.1693593116441865,2.171245331145774,2.1663554090664525,2.1875206198081933,2.2128452500201985,2.1902800576897374,2.2165832916188304,2.1620325860422973,2.226529009224778,2.1515405268978935,2.218531410698083,2.2375972158766104,2.143379605072177,2.1455515651107575,2.1441689254014844,2.1701673365136345
Mr. Rime,Zen Headbutt,Psybeam,40,2.3184275954116638,2.2874981716801153,2.3342270810329873,2.284255550462969,2.3833923700337465,2.3226673823398327,2.475022034848961,2.4074269362164897,2.299726590072635,2.346893389621492,2.5464349145824543,2.4575016838278447,2.4408261665968474,2.3671475703109297,2.3546682646143,2.3150544634278982,2.223614415068326,2.253263994172594,2.2872959346810378,2.3044678248339774,2.317170895068417,2.3047169367280076,2.3331278968457876,2.2636983986748525,2.4131881173715732,2.3467215984593754,2.4251814724992125,2.32890655299411,2.2973951233203644,2.3212648000025635,2.3111312402973176,2.3109899468488355,2.3161541044905487,2.261411501901402,2.464746554631835,2.364276501530853,2.3762748567990437,2.305188743636575,2.3671370416612953,2.3202648948492386,2.387576135235202,2.3143394160576873,2.4038738059925957,2.3134868154935515,2.4708352218415057,2.374378969466801,2.3615477278220505,2.2968568610349394,2.3930756593061604,2.272824464680173,2.30846572099237,2.290626500675065,2.296471577007423,2.283393934209181,2.314222757132234,2.3234930880206703,2.3315651334249003,2.2919568090303133,2.356171040818341,2.2731615528414695,2.360811831821403,2.2698181485687785,2.354092232524751,2.357167247437454,2.313448078795134,2.3078699224323125,2.2658465463856325,2.2992817345850662
Mr. Rime,Ice Shard,Psybeam,40,2.6754678505602163,2.700531765507419,2.681361872162882,2.6868420801667603,3.003761717748611,3.032380106484209,2.838186438570177,2.8407618795226806,2.6389067755019804,2.7321567232796897,3.250508635947106,3.1741230557379265,2.9107139572359366,2.7810784358208176,2.744991151175398,2.77953477212995,,,2.324190952558623,2.350925350631811,2.362774581986942,2.3535678511152316,2.7772915705881123,2.7320842499471727,3.0650305356040533,3.0590036863119456,3.138982259542587,3.0942315476622726,2.731622456860633,2.7725589976473968,2.7108304344034444,2.7600330634285983,2.344720853659105,,2.873961544018036,2.7948708957844985,2.737633937206406,2.7615657602405523,2.787014035285328,2.7494926729598346,2.7240082955825358,2.70263628615896,2.84106691355868,2.7563172797295397,2.8365204667227735,2.783647983596776,2.826047478021781,2.779076015236348,3.0730212531434593,3.0174316922390907,,,2.3342475102913958,2.3330844989786343,2.7012391051729625,2.735733319052778,3.0469785549054507,3.064889485347909,2.79888589003538,2.729876604785314,2.7578473303141666,2.6983959976428022,3.059208061308459,3.1688126777883237,,,2.671087553645139,2.7427407694012094
Deoxys,Zen Headbutt,Psycho Boost,40,2.2376946537430107,1.854841560863956,2.2382809802410106,1.855302476088621,2.285134898467632,1.929474332911985,,1.9436758975375725,2.973999595679351,2.379615231677784,2.450863761557262,2.1425814202893783,,2.2569960914965743,2.254672456734571,1.863352164936782,2.1685703469328694,1.9536032779049664,2.0021904813505444,1.8732311652666804,2.0021432598035434,1.8686765355500718,1.9953991736175212,1.7699287171433673,2.0371457807095408,1.9382362487892948,1.9704191307851364,1.7697444635369908,1.887415174637016,1.7514099481517562,,1.9798917272112133,1.992841844240642,1.7643199019803704,2.0320374987954586,1.845416819342928,,,1.9215378285488476,1.738149725025223,1.9328754767950487,1.8021163566241394,1.912959803940384,1.7170435026973632,2.0051896901458828,1.870842223793492,1.8420866699995941,1.6944347986497101,1.8858753918443567,1.6906893053661238,1.9579969242556827,1.8245623865789258,1.9923312658135393,1.807526379196913,1.9013102958128687,1.7571039996486022,1.966905376922697,1.7783446143930668,1.9893397155623331,1.7686232606551195,2.0370107079447304,1.841168721756283,2.029425094159486,1.898122540671905,1.9809156915736963,1.8214981113716742,1.9952402653753694,1.7247957031317473
Deoxys,Charge Beam,Psycho Boost,40,3.0021124182151717,2.3850040756927022,3.0526141692654942,2.3726655791843148,2.7271988829137066,2.2514735542139466,,2.601190666456948,5.4642714808958495,3.3144954693381345,3.262976862079288,2.811369953373476,,3.1404368708638244,3.0268386441404957,2.457283131721646,3.1162255175376035,2.8072966365800847,2.8238775663498323,2.5443537792522286,2.6394485131368426,2.523747083932934,2.532371861311971,2.244156380674355,2.687252399226033,2.4994828572191827,2.4824361879746037,2.1805779894884347,2.453414140797417,2.264827082012215,,2.5166472050985678,2.6559063193894272,2.370823892392705,2.522242270965275,2.288642288723813,,,2.4087891687330822,2.179306272260447,2.453372690698329,2.2861213922856627,2.394385239425646,2.146917937996841,2.551169560735659,2.3709538209800627,2.2648690415101855,2.1011205522330987,2.3609451663177783,2.112268090784856,2.9687703003271397,2.6182403238344003,2.6924425014745834,2.4710860471980616,2.3338748397221667,2.2161271795772817,2.3047960249035757,2.045618586308145,2.4856359507635766,2.21361952235446,2.5456998026902404,2.3364217597099364,2.633512434613614,2.5454721946519454,2.670373296898618,2.5079539222063696,2.508455952290922,2.1903636864204876
Deoxys,Splash,Psycho Boost,40,4.361856752158023,3.2261939511666333,4.390594400899185,3.2325324822828354,4.588486048568306,3.5182605524749193,,3.857760869464199,,,,4.044505661439017,,5.262196086311164,4.3527826412479325,3.2742291920090425,4.18403453989287,3.4386988916857004,3.2693122455404544,3.1205547307300274,3.254345475303362,3.1122288833574148,3.3564774332716856,2.9613266562428358,3.3860444749349856,3.3189620832095144,3.2791738375926496,2.892628823717662,3.2083029829336036,2.935591311178742,,3.3473338833979494,3.226096660200023,2.8648011838968985,3.3529594374353584,3.038767205665005,,,3.0310606909664535,2.845497063061931,3.1353848521402687,2.9010201261858852,3.07241248997614,2.788477001094274,3.1666196309924346,3.018885697753165,2.90632526562829,2.73458959513261,3.0703955610452702,2.7962774280976865,3.3332458703005425,3.1020585634528985,3.2150962565936845,2.9199828084405084,3.0279133174530526,2.894814082512929,3.215213788115657,2.918379851684507,3.197761584619751,2.88055467427197,3.347841132382552,3.0828722796760184,3.2553745317773464,3.110016392066165,3.1403521569225488,2.9948042222185776,3.2596957340943544,2.827228104555696
Mesprit,Confusion,Future Sight,40,1.9233579904640383,,1.9296972338995229,,1.8987621329212305,,1.9380537037580883,,1.8313847607871592,,1.8694846264799208,,1.786495865858268,,1.9160299777498107,,1.8536137144860656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
