Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
Ho-Oh,Incinerate,Sacred Fire++,40,1.3237099344982222,1.4426645811118584,1.310234594644421,1.4348214038807208,1.3158342084858716,1.4260896875950808,1.374528557722766,1.4518918081278358,1.352329072081492,1.455568860255675,1.3180058927519152,1.4261763897073267,1.3553678585789848,1.4189640106406012,1.3024206717074749,1.3808929641036456,1.353007632746411,1.4371866627117078,1.3072712220897484,1.3890977220243916,1.456114427566641,1.466321431981341,1.3270547369129324,1.4565586731260933,1.287544763262103,1.380789908083095,1.3502297116313764,1.4506670961398274,1.2831131555680844,1.3595453788296197,1.3501750741042564,1.464703090438536,1.3357318710832589,1.4260071620411818,1.3321244050800438,1.4112773917691075,1.359685690829806,1.4169181068949708
Shadow Magmortar,Fire Spin,Fire Blast or Fire Punch,50,1.2240510044472845,1.2427225407110454,1.2144351753698668,1.22934599253353,1.203812066308754,1.2567354029464015,1.2041393486519316,1.248969378755871,1.2086593921813336,1.2530483691435894,1.2125334904733844,1.2409035552936556,1.20884499984534,1.239305267716292,1.2104515492211056,1.2199180758815922,1.2178647436489682,1.245470032271816,1.1843651098585524,1.2178712751672534,1.2418673589546572,1.2540134668806575,1.1871761875925178,1.236193816444624,1.2082901110399509,1.216509863703196,1.2199552443758794,1.2633292081306051,1.2095511448816678,1.233345719667363,1.2165545774490225,1.242247038068543,1.2283572068039392,1.2746195165622203,1.2346211600621009,1.2628973556285155,1.2244730416982077,1.264689262524922
Volcanion,Incinerate,Overheat,50,1.36147655794288,1.414842115822599,1.3498806286583398,1.396880674747661,1.2990587611765976,1.3990872240815806,1.3380369314491596,1.4142447922007781,1.3242191452760819,1.3990875973960264,1.3163260656059714,1.394067963072088,1.3296459834823224,1.3819886943611,1.3339059527523076,1.3960109954644442,1.3238803333187454,1.4120467398334053,1.2899735008575581,1.36850840327813,1.3323618871819118,1.3917057291074666,1.3038369667608667,1.3842055241555646,1.2828587149673916,1.347008866959526,1.298201298591215,1.38553410073406,1.3300872595876632,1.3846084850659253,1.3218856063116229,1.4104972820976653,1.3149507609668756,1.4066472694717995,1.3315517548548015,1.3853554249064672,1.3225720469544635,1.3782158583263144
Mega Charizard X,Fire Spin,Blast Burn,30,1.3439865058163942,1.3548390692282828,1.3263824491865235,1.3425708623311978,1.3374346089295004,1.3566343105597378,1.3341651227288163,1.3284565407132425,1.3033317030390932,1.3575193105541874,1.3619579650363387,1.3773294048320566,1.3072338303071545,1.3236664449874724,1.32223681840349,1.3237247501929479,1.296208588420075,1.3326866003076439,1.3373035835237916,1.3498243293023475,1.3823716622640907,1.3677067657208326,1.3165876059749697,1.3601130399677028,1.3289727677000929,1.312961726847133,1.3259362232356282,1.3656229338667842,1.3576105480312135,1.332560255243904,1.3464765776818577,1.385870489938836,1.3468777976723367,1.393050581915846,1.3453462625028634,1.3595225369677535,1.3442687620611347,1.3708805561182604
Chandelure,Fire Spin or Incinerate,Overheat,40,1.3730053166786176,1.36521049365974,1.365681891505738,1.3632944646725353,1.3312257697252838,1.3653478854024557,1.334491001861841,1.352653636059096,1.323447566364219,1.3722003912706175,1.3738597525044196,1.3603221371046945,1.3003997958489282,1.3263652602926166,1.2878972272625422,1.297284670934219,1.260848987028059,1.309114073007892,1.4130855854963735,1.3220774693913118,1.4205308551605613,1.388975525922154,1.2953926120306822,1.3723338043331987,1.3282308476380333,1.302493663235944,1.3570108668011596,1.3718870259548714,1.3690145176377126,1.3845059774739568,1.368640690624804,1.391431667368157,1.3228849597135184,1.3868061772605194,1.3484640248402944,1.3358020920821563,1.3371893424882455,1.360069514782553
Emboar,Low Kick,Blast Burn,30,1.7852986962805542,1.6211578544545295,1.7865308568004792,1.58908973590819,1.515979467449233,1.553240354510389,1.4748355221928249,1.5662936148199804,1.579628630215536,1.6780618612338516,1.5624482419956787,1.6304961697112552,1.5126047820841968,1.5336501283677193,1.57367971682432,1.5619798279798542,1.6007063815854523,1.6545311023475273,1.5253445086567825,1.5823394504497723,1.5040691621163278,1.5438673862339563,1.508002792356345,1.5720167204952227,1.5418609790638729,1.515981724862666,1.5489853696577212,1.605141810907488,1.5258383199005676,1.5182143177479082,1.55592072859484,1.6281891695845685,1.5512197851387646,1.63272157564906,1.5619353032501082,1.6044641266447788,1.5965690403335004,1.6381499685477594
Primal Groudon,Mud Shot,Fire Blast or Fire Punch,40,1.2834428744988908,1.374203519931043,1.1599096649306355,1.2223219799972347,1.2567589584539736,1.3593000088333154,1.1639764546629203,1.2171038688461828,1.1758778291226768,1.2558564104293857,1.181345904537419,1.232202710665881,1.1824986853908255,1.2387794240465217,1.3034370345636594,1.3815329505130873,1.1945385908351933,1.2453354988353942,1.1205691176062835,1.1851493894106415,1.1648351648351647,1.22875738246032,1.2729612434396447,1.3764424370878752,1.1491755441498814,1.2037799586870044,1.2995490531812095,1.3800667943784224,1.1194213446433376,1.1773893879015416,1.3111393697332248,1.3986495562699812,1.3463518352730528,1.455259623992838,1.3147031126721134,1.3980809854674099,1.1904086658919109,1.2292708411075455
Victini,Quick Attack,V-Create,30,1.5625016254695283,1.6598514599502885,1.5828566161220445,1.6908549569064848,1.563339778381933,1.7054266000569258,1.6259773525396923,1.7715017558732309,1.6876960569366208,1.8255514891894624,1.65129836967197,1.777987821646042,1.6363191716415602,1.734147359955458,1.6022989717746954,1.6813350965910838,1.7195723457606569,1.8161495233788316,1.5551590146596899,1.6571391224783232,1.6273102156428592,1.7308033298931105,1.5739974431435877,1.659374579464406,1.5851449111951001,1.687099160209632,1.6243070507060877,1.7292454269584823,1.6620452827287522,1.71459323706162,1.5870400386864516,1.7005113417571889,1.614861235452104,1.711750223813787,1.6154081087271894,1.6996385940800693,1.6630772019233846,1.7814868913458362
Conkeldurr,Counter,Dynamic Punch,40,1.326384992922241,1.4117174989689878,1.3151956491680876,1.3960418491035627,1.292539774456015,1.397326449890565,1.3186163582209278,1.4044160040837441,1.359796100785914,1.4401246331837958,1.3589613042624238,1.4254158318601453,1.2999280831451638,1.3712011661356676,1.2943761743457713,1.353230027517951,1.3682569167205612,1.4341004980978918,1.2795956603198115,1.3437402212618978,1.295855365156151,1.3675158106271055,1.3031094401830172,1.394811431839591,1.2777870486465033,1.354295018085711,1.3603675386102023,1.4243392611931442,1.256986533065105,1.324808118601284,1.3312079665433836,1.429258420124119,1.3405998209489705,1.423914503133393,1.3223766256903617,1.3890203863480186,1.3455161899075625,1.4052861087714434
Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,40,1.5058368288668527,1.4193358424390587,1.4852799926257085,1.4068193759505923,1.3482740683306016,1.3751587543062413,1.3316948221679852,1.3834047760663428,1.343761594765069,1.4077436165547945,1.3578644667059516,1.3895706148104499,1.3388540474496582,1.35697632156887,1.3779756805164411,1.384617187076668,1.374724246977455,1.4023376400241836,1.3221250014853778,1.3602932730203872,1.3427575734154136,1.3663268878411616,1.3839994617144395,1.381135614318396,1.3403541371627534,1.3430737590315802,1.3564175157238034,1.3914506586196957,1.3449508604231002,1.3498840382865855,1.3623451870292924,1.3937958394154049,1.372560429722471,1.425123097582811,1.3775164796009265,1.4044564913084423,1.3553996566907978,1.3794952715021378
Moltres,Fire Spin,Overheat,40,1.4214052973587512,1.424331142510022,1.4162529381942204,1.417130478868046,1.364776664343832,1.4249433195599046,1.3755517726229625,1.4221570463956175,1.4105221438931426,1.467728606604378,1.38772107640935,1.4354507955215086,1.3662443162485693,1.4010563271366265,1.3429653484704032,1.378526332438524,1.357003113719655,1.3993033437232048,1.3380759800523643,1.388059937970617,1.6139660918312138,1.5116732667415331,1.3945338783474635,1.4550026914278025,1.3158797954194894,1.3724213203922029,1.3867377557766964,1.4329682811466933,1.3169662878156914,1.3641838473661956,1.4275569326658726,1.4600822087098249,1.4155886302596241,1.4890331244404655,1.3901911379196255,1.4296658267796698,1.3902210186261235,1.4460567419743477
Breloom,Counter,Dynamic Punch,45,1.4695117646840272,1.39984135417402,1.4506411024565609,1.3905867170576576,1.595253565224219,1.4242719875940995,1.3052461982666876,1.3831586575602821,1.36116217492495,1.4222349647519141,1.4268379493223335,1.4557957179336083,1.3517082186272387,1.3980443255281636,1.412838098083409,1.3901046678001894,1.353207001573879,1.3896979805396574,1.3553380522140053,1.4094533413081622,1.33453059146067,1.3843062192255406,1.5205221369936752,1.4276510563854126,1.3015330007847665,1.3681389307330802,1.3335395934697476,1.3992066048451353,1.2885588713914125,1.3419909537050088,1.5722908289826,1.5136253324616942,1.3707587287376903,1.4566472694717996,1.3404469216869004,1.3934616069837877,1.3585768660774258,1.4133464117791308
Entei,Fire Fang,Overheat,40,1.4127708032234454,1.4442974813581866,1.4023358067935658,1.427898787850855,1.3627862239539883,1.4495921952751578,1.4129253235432861,1.450825294601573,1.413747596721422,1.5034404830168313,1.3836920054999018,1.4502753879395012,1.3997397847134152,1.457833910730304,1.4372586321279035,1.4577411262296305,1.4161313694693385,1.4731151946601573,1.3859685258317125,1.4200688423162389,1.392553660654612,1.4173369038904826,1.3819136051675414,1.4512935674875522,1.3563358620254193,1.3930485021784036,1.407115127061895,1.4681031413701324,1.3971144112860858,1.41104263034481,1.3850824325897535,1.4592135545864042,1.4220680393912266,1.4992166517457475,1.4281133083912347,1.4463744877961875,1.449511157549071,1.492243557621571
Shadow Charizard,Fire Spin,Blast Burn,50,1.1763773764364507,1.1762752040660887,1.161491450430935,1.1660598239387934,1.1739201271997408,1.1791553387576432,1.1771324003618855,1.2103128211789533,1.1651895638681822,1.2099242756434039,1.1655879002160676,1.1921099980357495,1.248095749945869,1.2012183333848867,1.1476816236030503,1.1735710509396962,1.1558869724627885,1.1947023001975858,1.1393126066996486,1.1485694820190049,1.3417868850223007,1.2616857697536223,1.1802794038487419,1.1846992329430763,1.0917410090112845,1.1283273648983863,1.1580263447878345,1.1974248563242749,1.1207155029919404,1.1509552426226568,1.179650209999373,1.1974620971280683,1.1762645478961504,1.2210049239033125,1.1796340128782674,1.1968389707566618,1.1943108760781722,1.2051219174138796
Charizard,Fire Spin,Blast Burn,30,1.618430781005599,1.645905860235628,1.6051749089735907,1.6233359450615292,1.6188071098373689,1.6400306221598437,1.7840583574324371,1.7099379462322222,1.6407604479373965,1.6769698451782642,1.6131887644863485,1.6428646631310155,1.8761212842958335,1.6942509047604317,1.54132452290258,1.5689757434899323,1.610384684583927,1.6531938724071922,1.5572939978848217,1.5883839484118338,1.8240235147558275,1.7235220303073011,1.6537604292827346,1.6629995962858297,1.5456089156691712,1.5856748540965715,1.604395883838812,1.662781629850645,1.7762259267326987,1.5974398728905859,1.6834516911889816,1.6948695675535297,1.6069941808415398,1.656345120859445,1.6499071034079051,1.6652286783232801,1.6343756996790806,1.6468606399198236
Chandelure,Fire Spin,Overheat,45,1.3005855405661464,1.3047095889698423,1.2877669723924967,1.288178089136747,1.2807836132185657,1.3040819731663509,1.250658025172454,1.2914635619272903,1.2788477754916179,1.3239619523054609,1.293639756432921,1.3020577489687684,1.266794132203285,1.2978653066905874,1.2692512159009528,1.282072911586683,1.241991613542168,1.2849223677236457,1.2763159458292566,1.2880682560870786,1.3992234492855096,1.347722405852319,1.283306419055309,1.3330894226887364,1.3396212374053995,1.2784117047473864,1.296311051587638,1.3040076627053419,1.3414143485001857,1.332380866957959,1.2720409789821523,1.3252169396509264,1.2969449418084154,1.3477506714413607,1.287674022040671,1.2990888498638367,1.279924941093685,1.2994466538014564
Conkeldurr,Counter,Dynamic Punch,45,1.2589753783164221,1.329071197423027,1.2422417845785132,1.3121611282665806,1.2368839989400022,1.3314358063344687,1.263071057603125,1.3411407592755913,1.3134001753971734,1.395389921408574,1.317708898055392,1.390486741308191,1.2753796900615546,1.3436330384484518,1.2563855852214396,1.3208762980960038,1.2876616629953626,1.35151641875234,1.242275044462313,1.3187819108694014,1.2568664269119378,1.331488949610588,1.2377455927869736,1.3259865765038352,1.251177149764119,1.3269409440650906,1.2953701663078305,1.357205825012291,1.2109734377202312,1.280178875747985,1.2819006510428328,1.357169083077364,1.3097918531781558,1.397996866606983,1.2935023287775826,1.3591407701509253,1.3100124742784642,1.3901677097437974
Moltres,Fire Spin,Overheat,45,1.3477984640706215,1.3594126760615708,1.3482472231184035,1.3430630962805916,1.3119455867775085,1.3677053991186314,1.3542830317242198,1.394448204588287,1.3506594259115592,1.4163532566532868,1.3221103908858771,1.3648886269888039,1.33919429923598,1.3839818738593832,1.292620239094236,1.34628536950062,1.328008726843635,1.3762430160127206,1.3113867092342975,1.3302688336020216,1.5442583895211117,1.452995494369098,1.3418533844704617,1.4005517426995022,1.2922781681565203,1.3485468289118807,1.3116873209351212,1.3766677403495686,1.2663531642812296,1.3179144830414002,1.3550914773388736,1.3849839254211183,1.3571060877350045,1.4134512085944495,1.3292993306355145,1.3655162759919575,1.3353235316068364,1.3820967449596453
Shadow Hariyama,Counter,Dynamic Punch,45,1.2295200127808346,1.276543452980275,1.2222980135502604,1.26392404479882,1.1873722849823825,1.2837064591164722,1.188100626006978,1.2586887808702114,1.2220081289843827,1.317161095557729,1.2765523472795128,1.2959874287959143,1.174562699124625,1.244990952395682,1.2164457468729268,1.27780975268992,1.2260761459250147,1.3044621337003017,1.1597712121872288,1.2372802135775425,1.1511273170354674,1.2226445461861266,1.1768898869600324,1.2483683218947652,1.1352459386078062,1.2081773572311274,1.2264651533388713,1.301532541068371,1.131671001883577,1.2025806286278078,1.2126859322807992,1.3025155148790601,1.2205013428827216,1.313921217547001,1.2114224631595023,1.2753429538571175,1.2362329811393176,1.3031676137878094
Blaziken,Counter,Blast Burn or Blaze Kick,30,1.637226781793255,1.5306182728782514,1.626453426741024,1.533152048670323,1.4437857626586317,1.5020660143099709,1.4987864990326176,1.5054430930715363,1.4866512631969506,1.5187708705771241,1.5002113533686898,1.539507365939894,1.47489289801726,1.4829816109375482,1.5702483938098521,1.4693882930815565,1.521496984343874,1.5336876587454027,1.4914541255877143,1.5499582113673,1.5103684069343977,1.5290433604459255,1.4691158659668955,1.4870096554972414,1.49308142629058,1.479828343601447,1.5167918354891756,1.5218861783104751,1.495931729943749,1.4836948861525057,1.4716344130316028,1.5111895188372573,1.4775738585496867,1.534098030438675,1.4990837596396123,1.509544170420707,1.5666627573486294,1.5391233887390317
Shadow Alakazam,Counter,Focus Blast,50,1.4365732501588315,1.3013193239532905,1.4156795870396828,1.2848061944047564,1.3048121939010866,1.2907122596602119,1.301091809039386,1.3175452869445528,1.307564846358822,1.3292533814551217,1.363816931840503,1.3395246513455117,1.2907857496365491,1.2953752822543227,1.3199917402211687,1.297180691448932,1.3195104279622074,1.3138178806283198,1.5256495062603728,1.3236737555503622,1.3686479015399162,1.3132095459360662,1.480419862737182,1.3552558538554704,1.2996793281677055,1.2689674457203164,1.3331157712716362,1.3127214470985131,1.332906218366798,1.2911343746396218,1.3211423249482837,1.3432258411168922,1.3390331244404656,1.3519247985675917,1.324959914484233,1.3193733933979792,1.2834646508801297,1.2989988591899182
Pheromosa,Low Kick,Close Combat or Focus Blast,45,1.5876304555401575,1.3456918555617066,1.5295662994884085,1.34251002442734,1.2540912972214315,1.273204628657238,1.4292648576956473,1.3016706433036398,1.3418600532937563,1.3460763315006576,1.4083457081123552,1.2935659006089177,1.3397143431593925,1.340570772371555,1.412050197194897,1.2708753461711384,1.2828476352101559,1.2632252041099155,1.5469359623862695,1.333227706457631,1.3803279881062254,1.35723378813987,1.3993237787646347,1.378923597093258,1.2896194333444584,1.2667281550770786,1.2727041551528302,1.3014647295166732,1.272785515677255,1.2613046653767794,1.3554228196333742,1.3529780508117886,1.305382721575649,1.331759176365264,1.3117762337430965,1.3373418849100303,1.2775367031654814,1.292185984028659
Cobalion,Double Kick,Sacred Sword,30,1.5678870382273278,1.6479307308482536,1.5536783887173342,1.6315638106650687,1.6009461462208132,1.7170237616182633,1.613165516974201,1.7197804075995926,1.6850903970047557,1.7946124397072214,1.6480927126301317,1.7201964250638382,1.6121032973491292,1.676030034953138,1.6013353309110505,1.6583981008366686,1.6725666872519034,1.7477109054748625,1.5615956523977959,1.6546674535868904,1.6177442747571005,1.6967201189377439,1.587883528461849,1.6903638473960436,1.603798901326887,1.6914108658590488,1.6615779748080086,1.7413413124925832,1.6090104173340338,1.6433889009904796,1.641926442010621,1.7315410998773137,1.668319158460161,1.7695053715308864,1.6439642666259449,1.7156473492657351,1.6968963568709818,1.7629247385199323
Heatran,Fire Spin,Flamethrower,50,1.3240275976860745,1.381000769079297,1.310632806378762,1.3657316679725306,1.3487196600155074,1.4001275923326824,1.3083112852171654,1.3781542479370485,1.3672799946031637,1.4347488784699969,1.3594861520329995,1.408383421724612,1.315274212007795,1.3655928114077145,1.3624182992178107,1.4058465760727095,1.3746594115864086,1.4410670608658442,1.2934354217086994,1.3508145812620562,1.3010725311097673,1.3534578784889086,1.321915791952631,1.3938820481765577,1.329468884458917,1.3396099620245172,1.353772865207588,1.414370963093563,1.337583127250362,1.363299719385467,1.3525213357572068,1.413264438016603,1.3423119964189794,1.423769024171889,1.3679595836196585,1.4085286706879439,1.3616367959229367,1.4109901591803227
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,35,1.3217779478586529,1.2812155168250028,1.3147974374337466,1.264244826473706,1.1799346334664873,1.260551395173084,1.1878408342505806,1.267191263704585,1.2241373494788679,1.2867153506256956,1.27917501473188,1.3141496758986446,1.2214826471588975,1.2639793219709858,1.1993521052916771,1.2374408159021244,1.216605316177889,1.259445300811901,1.190809669612336,1.2497019341601276,1.18328279085416,1.24646392085366,1.2173117682680663,1.2753582963262011,1.1659217398363717,1.2264727902508548,1.216640954786648,1.2761032091816842,1.19798060043822,1.2332560255243905,1.2276321563219215,1.2856797442395695,1.2205796777081468,1.2931624888093107,1.2094245501514342,1.259665063246036,1.2234708347104795,1.2767050846011962
Shadow Blaziken,Fire Spin,Blaze Kick,45,1.2316730632762778,1.1987196873153931,1.2164059547402866,1.1903894547633314,1.1189180170188542,1.193661605504137,1.1199804928295198,1.19555938406565,1.1780281310081964,1.238936485985091,1.1506470241602829,1.2051573364761343,1.1323250796498499,1.168875081196449,1.1835647975255812,1.181452988824402,1.1710762837002207,1.2143879458040967,1.111276593216378,1.1663029141134669,1.139479056318113,1.1770881166826552,1.126223758578926,1.1892788655631812,1.143140960301639,1.1701657932004943,1.1735975723464491,1.2252954040720836,1.1364376049101137,1.16276924259703,1.1674621866800399,1.2238082871394413,1.1731087735004477,1.2528760071620413,1.1470565778422541,1.1971571097706855,1.1763457827343193,1.2283859136609343
Shadow Blaziken,Counter,Overheat,45,1.421804698442893,1.2354683024153548,1.4093745679126146,1.2310973867354933,1.1434255596886747,1.202781512852474,1.173859935781301,1.1922071588581014,1.155336121698654,1.2050797719836746,1.170291101944608,1.1878656452563348,1.160610442636642,1.1852361656716879,1.2706644582009792,1.1724111671038198,1.1847306170546255,1.1829622317638306,1.1695945116275384,1.205338646365181,1.2155360154946417,1.1980909037177137,1.2158356883326604,1.2077529942134302,1.226874193810267,1.1714759924590252,1.1757675420007798,1.2063251224846152,1.1818869084991608,1.1959432620478454,1.188157647290605,1.2168321885606312,1.184724709042077,1.2128692927484332,1.1779160622025402,1.2200885699015043,1.180109389826533,1.20241382619172
Shadow Blaziken,Counter,Blaze Kick,45,1.2066891322036164,1.184255795031079,1.1951624648568926,1.17322579158409,1.1065965235996742,1.1770569356247609,1.0949493292131274,1.1668615104839648,1.1437160589604343,1.2084612271056092,1.1186643095659006,1.1733537615399725,1.116398976151443,1.1553249404559374,1.1555474519900355,1.15317349782595,1.139347464206812,1.1833285517232437,1.077524845421669,1.1355773763076276,1.1191855310597552,1.1589269233042505,1.11755231462791,1.174299387700175,1.1218778470336728,1.1534872497992983,1.1570176479563294,1.2063675047044264,1.1039939520520738,1.1291083120843637,1.1453249393285394,1.2057366992934349,1.141506266786034,1.2085832587287377,1.1390903769311038,1.1901962281438498,1.140842067105221,1.1906965338564712
Shadow Blaziken,Fire Spin,Overheat,45,1.4391554246097944,1.2630827076049682,1.4382891644006084,1.2552703138682766,1.1673383257922993,1.2289968298212726,1.2081957462518202,1.2313719055725332,1.1769023847269537,1.2427606503187505,1.2096531133372619,1.2233258691809075,1.1853888923257756,1.201980033406539,1.3151662134039808,1.2152155670469973,1.2252835332694705,1.2259951016862065,1.2106463968692194,1.2625870926598561,1.2531359827594828,1.2394258616848604,1.2108397254743641,1.2364251110213968,1.2658419101397245,1.2077015361578916,1.200874769016902,1.2313730143930017,1.224504439860077,1.2288866394167317,1.2164560702803873,1.2544350613878765,1.2276186213070726,1.2641562220232767,1.1879183528034412,1.2285128909928482,1.216817886196198,1.241467913383728
Shadow Blaziken,Fire Spin,Blast Burn,45,1.3166526102254108,1.170735603913016,1.271982301700696,1.1597843019772318,1.1023369026470502,1.136808425019875,1.0935318689282223,1.1423772768810405,1.1205771241609606,1.160846797315074,1.115128658416814,1.1486010606953447,1.1093445513316218,1.1203679359089362,1.1821413037270054,1.12550763224067,1.126513298549146,1.1462151530034184,1.1863654188171637,1.1772352957486503,1.145457769371712,1.1465375749612405,1.1101466828152335,1.1409887632889248,1.1240246795536752,1.113216099439839,1.1340803905945378,1.1499228643599437,1.1578104378355523,1.13879527952539,1.1149847313888614,1.1599756418637557,1.1322179946284692,1.1815241718889884,1.131085999338271,1.1462166908452318,1.180439904896954,1.1609501775185782
Shadow Blaziken,Counter,Blast Burn,45,1.2821777947858652,1.149162372330979,1.253646126192561,1.1319039498548187,1.0871612668937156,1.1223590840833473,1.0721560209018421,1.1135381130458761,1.0996222214726616,1.1345287887475966,1.093900608917698,1.1212036927912001,1.085874911070556,1.1014530297874974,1.1550627025586275,1.1030246314220147,1.1083901858668572,1.118185192569216,1.150363818569997,1.1376133343367885,1.1248346192491827,1.1289378804893906,1.095549892342888,1.1254079195263087,1.1061937922263014,1.096284987506878,1.1143641819383932,1.1447691864309084,1.1295952231462143,1.1031354509693374,1.1032892439127047,1.1457279232002293,1.101689794091316,1.1337735004476277,1.1191748746532286,1.1432643607950932,1.152175535487723,1.1382299318712483
Zapdos (Galarian),Counter,Close Combat,40,1.4769703477204414,1.4959725509282824,1.4691137023551641,1.4781877678941788,1.4202027736610165,1.495087695191732,1.4518325573763768,1.4972254696191774,1.490732620501231,1.5595127668904103,1.4395537222549597,1.4787585935965428,1.4524401466175878,1.506598178106344,1.4423946329011594,1.4643972777877852,1.4325055474781465,1.4937036730869913,1.446464998554232,1.4727304415335436,1.478733513073604,1.5112208850313937,1.4558185304804199,1.5259428408020455,1.419015704350493,1.4915547397191078,1.4405377456049637,1.4955074847000187,1.370270235639327,1.4218059275015056,1.4929477822454262,1.5393446586726607,1.4969001790510297,1.5809646374216653,1.463833956885801,1.5181466493599043,1.4695766208565673,1.5276619790389474
Reshiram,Fire Fang,Fusion Flare,40,1.1806964811835647,1.190545897686446,1.163901000138268,1.1777665114992855,1.146970663578278,1.1916554614425785,1.149475972680846,1.1997433986686812,1.1538646406044455,1.196390022599251,1.1911215871145158,1.2264340993910823,1.1144502613752358,1.1599705372885025,1.1604608487947898,1.16173349911471,1.1439783320123122,1.1874812585197756,1.129271451828203,1.1667188199365446,1.1658626851014107,1.1942013303204861,1.1302861324182478,1.1783112972682008,1.1309951200151542,1.1769287666537376,1.1628409649583806,1.1983403122721956,1.1431262252860603,1.1500839280909243,1.1968441885248104,1.221220235163477,1.1713742166517458,1.215801253357207,1.1836171133338425,1.2069048891603675,1.183126672566183,1.2160609000671692
Reshiram,Fire Fang,Overheat,40,1.246272566161254,1.2784345706716997,1.234725538092824,1.2647776190256717,1.232227860276581,1.2743765151589506,1.2298564536602152,1.2796384792610977,1.2208739501467263,1.2725613046851283,1.2910532311923002,1.3079206442742095,1.2150603946920722,1.2422322063781743,1.2274368178176902,1.2507765510151179,1.2198649154627546,1.263171714912302,1.2094501725018914,1.253952095571197,1.238255125098319,1.278155646587587,1.2253313820481766,1.280631812676625,1.2149583712937824,1.2491498362814697,1.2287029345448996,1.2778663095258278,1.2259779864946247,1.2477352228899452,1.2671066653532377,1.3013871600383282,1.235250671441361,1.31525290957923,1.2578325825252603,1.2705326919650812,1.2417771049012187,1.2723870651327924
Reshiram,Dragon Breath,Fusion Flare,40,1.5405512849568832,1.5752936062388307,1.8246891275291515,1.8555505369405907,1.5351673913256845,1.6309538999087225,1.7487130053120579,1.8599289446757503,1.7921206192869428,1.9214127905015683,1.7519811431938717,1.8289121979964644,1.7746121902935446,1.9116582634786106,1.5404692550236003,1.5505669810947722,1.7381055422913152,1.8386376787633296,1.7570872332756344,1.8387077608026585,1.6451554238066441,1.7111781474627976,1.5112114789395774,1.5709611761539497,1.6242163610286755,1.6986925068328809,1.5672351535084001,1.6640870022208283,1.8165114103763311,1.821931499301667,1.5200282984229898,1.5953146408518184,1.5469449418084154,1.628592211280215,1.5626988368837649,1.5952380952380953,1.8928704700777244,1.948226413485015
Reshiram,Dragon Breath,Overheat,40,1.592465995177464,1.6637228639472716,1.849647416693552,1.9460920864635662,1.6240972842462729,1.709778480080874,1.805855797344199,1.9236098292438921,1.837137821702027,1.9710215198839678,1.8327275584364564,1.8848949125908465,1.8903364626187014,1.9763795663336323,1.5801381609104501,1.621214451098155,1.8023509312793482,1.903173206126296,1.8297360780476983,1.911027841924099,1.6878338872546566,1.7712744433886343,1.582786637060961,1.6872560893554032,1.6681091637275507,1.74891305328294,1.6547205316425653,1.7268042110973605,1.8688927898722498,1.855579616365337,1.5764102196709862,1.64387867498903,1.618968218442256,1.6988697403760071,1.6154590109694333,1.6476292280674965,1.921006898169373,1.9879521925943302
Shadow Moltres,Fire Spin,Overheat,50,1.1233684930132675,1.133028426211114,1.1150665990689956,1.1158353689450153,1.0595286935526613,1.1103084790012465,1.0695375934623634,1.1302126418314864,1.0996095726380408,1.1340059702499408,1.0682286387743076,1.115469652327637,1.0809683256518914,1.1100501871384825,1.0773812400505545,1.0927160173806836,1.0843621899450033,1.1182403026516055,1.06198977267776,1.0981656572698357,1.2714653984823616,1.197643068557425,1.0928710806082627,1.1200545014129997,1.0469709816797612,1.0916417856595195,1.088256734534728,1.1291301473205961,1.018169470676422,1.0828645746575607,1.1213518765615624,1.1625099626568278,1.0993173679498658,1.159098030438675,1.0946018172100482,1.1203456262248352,1.1068629855106458,1.1286449948290385
Chandelure,Fire Spin,Overheat,30,1.4803346052245376,1.480009511318841,1.4607955016822602,1.4728395630732358,1.4258973176165752,1.4775584716401504,1.4466435588735977,1.4557112027218886,1.4778392417445272,1.4951597126184772,1.5169766254174033,1.51273541543901,1.4056845247301184,1.4273427108787775,1.5461149017247413,1.4261079307057278,1.3665582294751413,1.4195271230754019,1.6051271285465871,1.4812268033478437,1.6515115004978471,1.5355562931069757,1.7401510563854126,1.525190082088548,1.5081227843876566,1.4559403216640658,1.4573041517622527,1.487005611405903,1.5646886972566405,1.5165741962764117,1.4646045832699006,1.4829806478189618,1.462186660698299,1.5262981199641898,1.459583619658446,1.474727036725968,1.4939281183030717,1.4999520220059066
