Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,45,1.333633820895078,1.3374844725120043,1.3226289483801776,1.3991481009328397,1.3831109015249088,1.4186636513296893,1.5909347223743515,1.342789684423187,1.3978168062902994,1.3169429660240228,1.6333698568680064,1.3422938217709026,1.490269014187352,1.4938083354451854,1.3847204306363083,1.4434108937670465,1.3951587265543395,1.4606419455924429,1.3951587265543395,1.4606419455924429,1.3578663209021056,1.4214005590332763,1.3178372833068694,1.3396813884042629,1.3720165733103535,1.4077657577249787,1.4651334786415544,1.3734272247992698,1.4674678218092774,1.3317282252090168,1.3084908928473755,1.323076923076923,1.5056754418070277,1.4204601919203428,1.3188178216590933,1.340196877054892,1.4611620378037338,1.4543624313626164,1.4834345854526534,1.4258273449231675,1.4446530240609703,1.4283538384582095,1.4052410901467505,1.4359089547768793
Mega Ampharos,Charge Beam or Volt Switch,Dragon Pulse,50,1.349855187049372,1.3993843588780843,1.3406604747162023,1.4065885590562335,1.3447185967189619,1.3973940322019058,1.3622399097772422,1.3890714439292335,1.323217989741281,1.3871179109517455,1.2739394514567715,1.3886909332482078,1.3944045220842478,1.498827385068703,1.4178655055929006,1.5129542694805809,1.4094796917813404,1.5208740178936373,1.4094796917813404,1.5208740178936373,1.3646087298466378,1.459385063396074,1.3370546069956024,1.4015038650278686,1.3708085836513604,1.4515669241659488,1.355170550867192,1.3419866241919558,1.4399662799566457,1.380410625463012,1.3615348150309041,1.451067515087425,1.3666943793371744,1.4431134821738045,1.384698681270508,1.4609991723181308,1.4054273458479862,1.470348325588796,1.3665119956450171,1.4275447117138302,1.3293761908241206,1.4189531426515964,1.403653788559449,1.469821303783568
Shadow Latias,Dragon Breath,Outrage,30,1.3269216455250235,1.3068959414330446,1.288882818349218,1.2896558004006557,1.277623968548548,1.2877534049306845,1.5141216465653284,1.2929866410278255,1.423150053866315,1.275021707320995,1.5301599558266543,1.270880964911524,1.3654413628104958,1.391292582458883,1.3943931031613033,1.4230857981562532,1.339017817945108,1.3968447704255416,1.339017817945108,1.3968447704255416,1.340083536151173,1.3592330828665866,1.2905778919099054,1.3152039676160978,1.3305890680782964,1.3595635079404162,1.3681979917658675,1.337672087781069,1.3673495826962168,1.2887515920312678,1.4638959286743123,1.285410323262895,1.3265384773867033,1.3539740211892857,1.3245559797561448,1.3575454816094323,1.3634574732350735,1.381563779594037,1.464113977606648,1.333477450187105,1.3298809035369232,1.3499356463189132,1.3514724967555156,1.390546071678147
Garchomp,Dragon Tail,Outrage,35,1.2295057834206953,1.247677286283046,1.2330014771646534,1.257765231995791,1.231718674468682,1.2596342044682427,1.3412623072523033,1.2452606683137188,1.2676814169252788,1.2246446431155635,1.444589196510996,1.240056683375465,1.2680906994025247,1.347038180857598,1.3154910290407145,1.334533748434858,1.2820934950118836,1.3601189124543955,1.2820934950118836,1.3601189124543955,1.2606625500844928,1.3125378622822588,1.215801201001052,1.2449588013512896,1.2418306813984983,1.3019397082358735,1.3019858790215912,1.2769593323273534,1.269399060655935,1.2279095397797979,1.2005250970882637,1.2378069903549875,1.2349242668463547,1.2645897514827895,1.219201565071171,1.2515106011980124,1.288632577713267,1.3143340509613293,1.244715046725338,1.2833608914383479,1.2811935500188283,1.294839902654519,1.2817310572027554,1.337476290306479
Shadow Palkia,Dragon Tail,Draco Meteor,35,1.011021001599476,1.010490048348173,1.0512859426536352,1.0553309455877293,1.0388224635843974,1.0746126880782636,1.1478574123431549,1.030413669721421,1.04946455274879,0.9992442636394334,1.0754505767555023,0.9900998214085431,1.0690833415659777,1.131246966449468,1.0604570403967424,1.0940711851198965,1.0569848766973977,1.1015392009930818,1.0569848766973977,1.1015392009930818,1.05885153734151,1.0668225441328076,1.0374038643744405,1.058148576506642,1.184739705158193,1.1066993413763389,1.1075001397194433,1.047053782671063,1.0911827925596944,1.0073114834264527,1.1555326635914454,1.0321512571334803,1.0125943180138015,1.0677053666434786,1.0877342781338228,1.0608526104693579,1.0998769316694754,1.0878785812397105,1.1973796037928346,1.0828196663031342,1.193025072643784,1.0605014528756822,1.0927523210542078,1.089697514225816
Shadow Palkia,Dragon Tail,Outrage,35,1.0291346123627751,1.000688088948729,1.0331087233655072,1.0181327019972075,1.01259968021202,1.0263427883754028,1.123484286067805,1.0024705782126644,1.042463941727903,0.9861434934315255,1.0367859577074725,0.9635699310654232,1.0356380442672874,1.0844025032966371,1.0679129799926614,1.079007993100135,1.0393202083049489,1.0790340160770244,1.0393202083049489,1.0790340160770244,1.020346260535014,1.05085502332848,1.0565052045557015,1.0211057312188396,1.0810814969838731,1.0581393112150683,1.0324894278954526,1.016619162055925,1.030161921896497,0.9897927531101631,1.1236020201651868,1.0044560322351268,1.0408151888056971,1.0442788686443656,1.033440964691026,1.037952321598571,1.05374092005754,1.0598586175432445,1.149680319809803,1.04526441893751,1.0748008970172491,1.0554824277917976,1.0445043426175502,1.0778975741239891
Mega Ampharos,Charge Beam or Volt Switch,Dragon Pulse,40,1.4251165698765906,1.4893470267444957,1.4512373783362675,1.5317974867965762,1.4819646002143188,1.553277995815037,1.5434541847700416,1.4734301280725028,1.4914396777668797,1.4852832403402423,1.5711540286609094,1.4764401632343174,1.4819382938237984,1.6369833299686871,1.5415410454959846,1.6237228251618103,1.494521776647441,1.6178073481992825,1.494521776647441,1.6178073481992825,1.4551806230138908,1.5734321029641518,1.457700324753821,1.5242013473689713,1.4664955989166566,1.5481753200787887,1.448039270478213,1.4403118537975745,1.5490747059531933,1.4804248579488433,1.4542454464236878,1.5669717577989681,1.4527458570365541,1.5736910610882597,1.510395095412418,1.5898296545654997,1.5215824184388183,1.5735990829948143,1.469994685883893,1.5231738049256487,1.4854909146091286,1.5575625410992395,1.486902266147549,1.5909054607167814
Flygon,Dragon Tail,Dragon Claw,50,1.4440588646863157,1.4944597261207497,1.4402638661243652,1.5170440518828792,1.4377021915279848,1.4955175596053019,1.5645981152206279,1.4615559368927509,1.4403812448746605,1.4579541251949641,1.5491687301025825,1.447369442742889,1.5353352261256887,1.6183632357299633,1.5688908391431156,1.6041429452285392,1.5265774255567162,1.6215862815447266,1.5265774255567162,1.6215862815447266,1.4610982984557503,1.531602384925232,1.4243395474356209,1.4897379099445238,1.4703253877877633,1.5415967776683492,1.5007861547346262,1.504839881517912,1.4605924363461196,1.449430883034512,1.4030247780188525,1.4629915948000802,1.4390850455804756,1.4996449061606965,1.4353214055543015,1.4942078626506103,1.50201487860397,1.5577073571481919,1.5318013742637542,1.5549603663222058,1.5456023111121102,1.5354406119501132,1.5411700109813318,1.603643805530598
Flygon,Dragon Tail,Dragon Claw,40,1.5545418005766054,1.5978649393869724,1.543426617292944,1.6129707197636536,1.5780057872835263,1.6374530543808588,1.6682954633044085,1.5687806540338578,1.5864695052338764,1.5522643951697193,1.6837960606348195,1.5752542987049964,1.6351578305335182,1.7165751053420555,1.629680767761289,1.6818647792913264,1.6344444949059147,1.7269498312063825,1.6344444949059147,1.7269498312063825,1.5767012785494894,1.6371385148420148,1.5527104202196824,1.6072831108410273,1.6205315923919736,1.6522182383355906,1.6113154119860653,1.6090761750405187,1.5629568536717988,1.550187759332314,1.6488504384925338,1.5690265648075556,1.5483448748930477,1.6098282218403315,1.563785483179738,1.634776378679177,1.622472471984907,1.67940537539088,1.6854987584965682,1.6140748160889957,1.6605576569639675,1.6631846360504263,1.639822302086453,1.7014974543276429
Necrozma (Ultra),Psycho Cut,Outrage,30,1.1632755680455462,1.1661966379576991,1.077136324085878,1.0962443594568891,1.0912485928990843,1.1011354839582044,1.3722642098815014,1.1512610496509141,1.1969818784068436,1.148558473090962,1.3806672590956544,1.1600917114583245,1.2497347656703017,1.3103628233818556,1.2538915767931516,1.261824151797029,1.2104546073845317,1.2772454092677537,1.2104546073845317,1.2772454092677537,1.1963227088669481,1.2404990913052258,1.2108661844366468,1.2420771829402961,1.24374846115967,1.2979541117813618,1.2351701782820097,1.2099983233666798,1.2298692435981184,1.1609949602402736,1.3590460736229877,1.168672853574489,1.1006987955895648,1.1314889460378557,1.1599258030640587,1.216074039905389,1.2041537996941152,1.2420192298325428,1.421772322527964,1.235773629763494,1.2363516802212193,1.259989995672285,1.2140660876509932,1.2793550963362283
Palkia,Dragon Breath or Dragon Tail,Draco Meteor,35,1.1980124815365556,1.2071594331867286,1.1994536514296121,1.25001112932273,1.2469719864377444,1.257234949513388,1.3347390071439873,1.22142303682338,1.1282500683378625,1.1699723432651028,1.3166978698439267,1.1632515723813057,1.3180943504013949,1.3225636025479675,1.313516396636316,1.2897451513695704,1.2683780674266165,1.3081448597423437,1.2683780674266165,1.3081448597423437,1.2378357122360268,1.263702160674241,1.1857108318794556,1.2178545991544638,1.2567747445525053,1.2809518496860768,1.3266025820153133,1.234313232362749,1.3081752858357572,1.1863087135657486,1.1857713275110764,1.2034787682097472,1.2104942954720082,1.2590997341037942,1.2440091208579103,1.2481279013848132,1.2440032601742441,1.2775239561110407,1.2832914561233615,1.2708680895660016,1.3982801548984674,1.298947297426415,1.2883098732155336,1.308365778177099
Arceus (Dragon),Shadow Claw,Outrage,35,1.5888354259948758,1.6455547965258124,1.5740140431817722,1.6642910621420912,1.5674191487419757,1.622981465142772,1.4969269901541982,1.5463263840714643,1.503229968966571,1.5558038944541817,1.4582165011604131,1.5606930556394352,1.4643426269151636,1.5392482378561334,1.673799805563016,1.7511357919145991,1.4433008613772955,1.5479396581740013,1.4433008613772955,1.5479396581740013,1.418486358950378,1.5088265615202305,1.417256385627193,1.4521233149720005,1.4359919364766713,1.4924038994213962,1.6358501462396842,1.6349335866912573,1.5443834596618506,1.5927684374555235,1.527609531970755,1.5973617517822305,1.5946258425904156,1.6933443537655704,1.5998828813797752,1.6895865843564857,1.614221373624411,1.6984338824324017,1.4219167479831356,1.4539579055346428,1.4208224906279683,1.476881572365574,1.655026455026455,1.737646001796945
Naganadel,Dragon Tail,Dragon Pulse,50,1.2489045987829426,1.2644560706482095,1.2330358768894556,1.2646552945223497,1.2108209018291467,1.252574191825462,1.374521807213764,1.254065906426343,1.3326526346255891,1.2432446013088712,1.397849137670719,1.244355388371712,1.3091064502411807,1.3529656849059115,1.3255230695320273,1.3370493241990824,1.2804566510740725,1.3418619525561257,1.2804566510740725,1.3418619525561257,1.2499707729750986,1.2960198106088787,1.269635517743843,1.2830945053221727,1.2967480456727811,1.3355133571340638,1.285420741817098,1.2766966597738407,1.2577284222742053,1.2330989230752387,1.3444108155414152,1.2365325359636807,1.2610994093080639,1.2878708185579555,1.2288818443238363,1.2594864446647234,1.301296601170935,1.3158569809617515,1.4365546381864607,1.299501361857978,1.4287618801391613,1.3443568285157061,1.2979934112009583,1.3339822302086453
Shadow Rayquaza,Dragon Tail,Outrage,35,1.151708726655011,0.9963180625003102,1.061741435480281,0.9939355308686942,1.0746887475872233,1.0248139922453106,1.2339889087671043,1.0518780856872791,1.162881285073403,0.9960685629753502,1.2120665706126466,0.9916894579274764,1.0167451989364855,1.0680718001142546,1.0451366165695113,1.0478186364444513,1.027201886249754,1.078252494058162,1.027201886249754,1.078252494058162,1.014492353147485,1.0354231541805274,1.131930422964081,1.0166558851011833,1.0217226548073373,1.029882355656777,1.0168743829057918,1.0020752994653404,1.0633254385612783,0.9921630094043887,1.1032271591882874,0.989585574416103,1.1238223124971218,1.0403788960338565,1.0315369692449121,1.0116071749876503,1.0176159813481664,1.0422296474530701,1.138039257801289,1.0366062980608106,1.0158607937141348,1.0453375898562862,1.0221323749625637,1.0531995607467306
Shadow Haxorus,Dragon Tail,Outrage,35,1.207539866980497,1.0197726329161243,1.1646229183107712,1.0297780205993647,1.1526843936028883,1.053302503879035,1.1795570809043372,1.0331175127078591,1.2406156035439213,1.020350613432812,1.2065923542150174,1.0080668121856318,1.0355456954723319,1.087136457156602,1.220999950823331,1.078402741788442,1.0546951874895925,1.0869230361657356,1.0546951874895925,1.0869230361657356,1.0742408944532422,1.0604882507359896,1.1567802978325785,1.0424091244715399,1.037003339283516,1.048204173334975,1.0438495501033924,1.056416848301943,1.0167049240751622,0.9847420453176946,1.0923222783379218,1.0010957755209948,1.3264948481095193,1.0757428490402772,1.0469913927628545,1.0041940243331926,1.0285589964897925,1.0613101094626234,1.1515319282094392,1.0544178450611124,1.1190144051078275,1.0963517926293957,1.0645702306079665,1.073015873015873
Shadow Garchomp,Dragon Tail,Outrage,50,0.9185408544543008,0.9330469604166908,0.9211578542665777,0.9553046399158218,0.9463079024139598,0.9770308733997924,0.9967809461219225,0.9331422590577726,0.9682309337363928,0.9293446800984067,1.1105714063861545,0.9276984996592096,0.9501402413095488,1.0136933934101617,0.9801515397971652,1.0004009789939967,0.9594479010551494,1.0160183629289856,0.9594479010551494,1.0160183629289856,0.9428468185054895,0.9790968317905008,0.9186596227105509,0.9417027685753304,0.9377635264065002,0.9738647205465962,0.980696361705695,0.9658507051174575,0.9629718160286985,0.9222267636422026,0.9000182325377869,0.9304045800134921,0.9368563166709892,0.9530621692961386,0.9231008299718981,0.9492856745607234,0.9587997103510533,0.9896674557327437,0.9506027911145016,0.9717500106467484,0.9554177930902694,0.974897006008217,0.9692223220525107,1.0084256763502046
Shadow Palkia,Dragon Tail,Draco Meteor,40,0.9461223045025167,0.9542371227295959,0.9442097169105,1.0046824095995468,1.0013175197163149,1.0306240936241848,1.0564054506878269,0.9773408627145529,0.92680411956714,0.9392335707739062,1.0548974608953732,0.9417334587212163,1.0614935592084633,1.062773556459476,1.0177300806119092,1.0442552193468582,0.9956344520641265,1.0559630319269722,0.9956344520641265,1.0559630319269722,0.9798620484424654,1.0207586272863505,0.9784074647638836,0.9956939080887878,1.0104602671426814,1.0438338667979812,1.0593565453901899,1.0054211144022802,1.0396611938501064,0.9630940694326348,1.018859737086805,0.971254580925119,0.9685917681249349,1.0128876037104277,1.029655874087669,1.0120390090063565,0.9933140450514517,1.0350825921632425,1.1802337100122022,1.0661912970702,1.1757861546848918,1.037609527717046,1.0361086153538983,1.0548767095936906
Shadow Palkia,Dragon Tail,Outrage,40,0.9474207415812482,0.9564849902327759,0.9623646775531678,0.9661446002549627,0.9757725110793352,0.9967531040730713,1.045340586853603,0.9442334919533795,0.9376678297502855,0.9398144426042354,0.9815347649408579,0.9309769901731562,1.010675950226147,1.0419542723129722,1.038550725734151,1.0228520198371118,0.9853176044930894,1.029724328988601,0.9853176044930894,1.029724328988601,0.9770201188211413,1.0066531336684699,0.9543482380308287,0.9735475924437561,0.9957008648282655,1.0103160008617507,0.9839937405689376,0.9759943367052293,1.001622138449243,0.9421157502527179,1.011842033292614,0.9596568636388499,0.9573911631322913,0.9888357527383431,0.9784835428709765,0.9893480942052455,0.981283222766667,1.0068905276351723,1.1428960266335353,1.018015223924262,1.0486525069833579,1.0176087408598102,1.0136368174104022,1.0224218827992413
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,40,1.3020263888728079,1.3545179821129956,1.3276310730690626,1.4060583985916348,1.2652938770405076,1.3035881495904618,1.2490253589234932,1.3129561340521945,1.293527198469232,1.2887415381646863,1.3652216863519893,1.339071410699958,1.4320763874869529,1.5116359481644064,1.3617133151505751,1.4413946503349688,1.4437039223700745,1.5274043628987088,1.4437039223700745,1.5274043628987088,1.3101486858466804,1.3995238651943331,1.2918749469089579,1.360269277765798,1.33861604394928,1.403860950387788,1.3703496711935765,1.3574340058495873,1.3308323084727083,1.3218384722338798,1.2601126770835234,1.3231097416449396,1.3074530924674053,1.3883272292742754,1.3734251962064037,1.3978630759013717,1.360914926987034,1.43598660860699,1.2999263059856945,1.3545070925859748,1.337209916649337,1.4022751414937922,1.4277428371767995,1.4878406708595386
Mega Charizard X,Dragon Breath,Dragon Claw,50,1.1632309084262777,1.2085819247634282,1.1394362492158887,1.209581335114025,1.177809384729279,1.242641665060966,1.1183504326554456,1.1759059800974438,1.10696081426573,1.1672549082664696,1.135170869749023,1.1562783093342077,1.2125332348279518,1.309686314767646,1.2330747144916079,1.3005375388211975,1.2043822002210214,1.2961287221641915,1.2043822002210214,1.2961287221641915,1.1844979859922842,1.2570787854311252,1.1663219832853062,1.2279990721319403,1.1872537855472118,1.2632686507447988,1.2035581884908437,1.2201195998435141,1.197512234463782,1.1879673455684054,1.123786168796835,1.1989753313763742,1.1527194370853704,1.2132477876320695,1.2061222286561128,1.2636902834074322,1.223367396309249,1.2881097808474504,1.1465501758102177,1.213049765678957,1.1624298151447536,1.2379310151020386,1.214794848757113,1.292702405909953
