Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Zekrom,Dragon Breath,Outrage,45,0.9672880850488068,0.929974065960521,0.9505902553981085,0.9511190999165395,0.952248291706507,0.9512910392868026,1.0829495781413043,0.8785518023106595,1.0092734262957714,0.8972745349889238,1.095206817980499,0.8778664062921532,0.9735166747455474,1.0079672176503978,1.0589687524724398,0.9747959627179216,0.9741497286907718,0.9987875636616433,0.9741497286907718,0.9987875636616433,0.9339333494640853,0.9339414376236577,0.9491531658511119,0.9457086465931565,0.9483464903523299,0.9383549231275217,0.9899721937468222,0.9335358669074797,0.9586556980922692,0.8629429388064327,0.9140202199624923,0.8945642027025007,0.9371748262032575,0.9240573787007859,0.9276850169458642,0.9300300298926235,0.9862993329520243,0.9824602628368407,1.0635876205457198,0.9670961774837358,1.006410754828713,0.9664351434608793,0.993974228332042,0.9947479805323701
Shadow Dialga,Dragon Breath,Outrage,30,1.015822886484388,0.992182817103705,1.0840875589257446,1.0598022436614234,1.126680630133041,1.1029142981449112,1.0724821019138584,0.9627649190897913,1.211173500714901,0.9859655393868123,0.9653023838521635,0.9677457609072944,1.0772850025965128,1.0966358470320752,1.1405490383044485,1.074698966019303,1.0884621672977528,1.1090273781246718,1.0884621672977528,1.1090273781246718,1.0754750597612466,1.048092367693658,1.0623740318932293,1.0579429349428848,1.080347350720496,1.075589429309959,1.1505124672266307,1.0605286867078834,1.1801173167314087,0.9820740344820394,1.0280454078501837,1.0114541598642846,1.05985991325733,1.0333505128201101,1.159056119705933,1.0646539973433864,1.2674825008764097,1.1284936217160375,1.09772243485124,1.0928702350020885,1.0818559653027058,1.0705999774947115,1.1135206055879747,1.1233780247488414
Shadow Dialga,Dragon Breath,Draco Meteor,30,1.0334861802024313,1.0118952664834555,1.124887198115601,1.1106779882485058,1.201215726599508,1.1483115746326222,1.1005331397009708,0.9894261177116648,1.2257112667958334,1.0092719617793764,1.030074237321097,1.0011526996687898,1.11898931137616,1.1365922309705117,1.1781089548297472,1.109390390134285,1.1419580001997434,1.140044897902774,1.1419580001997434,1.140044897902774,1.1395060572340954,1.0877643916838227,1.1142237330513909,1.0912181607624902,1.122533475783179,1.1247376481519384,1.2757795678124075,1.098991570948334,1.3480230326481772,0.9975143675164386,1.0408295522606723,1.0328896925437274,1.1003058288834144,1.0745161874466493,1.217535480617839,1.0899729991777585,1.359281515267108,1.1775267656761954,1.1268326576603915,1.1244681150895024,1.1352294879828022,1.1185658477566478,1.1811467446593142,1.1735239895664902
Shadow Latias,Dragon Breath,Outrage,50,1.0808692224811152,1.0568228787915126,1.072510935846578,1.0819897737426218,1.1326491517630193,1.1235117465873607,1.189236165558657,1.0350093541328114,1.1475292523589562,1.029990204012558,1.14787223759636,1.0168943356713371,1.0829705014840252,1.1281049541744437,1.1784398122127475,1.1243399035581554,1.1195937962770048,1.1393573221678768,1.1195937962770048,1.1393573221678768,1.1560655386987677,1.1082692432125532,1.0715090271008587,1.0640135247871043,1.0939177931556545,1.0948408965002943,1.1366683741909507,1.0623549279170823,1.127170114595767,1.0267122553496535,1.079015002373705,1.0734381007926124,1.0934871558149357,1.0745774212609036,1.0625746457657759,1.062316030874555,1.1158059415127264,1.113969852922051,1.109893709588995,1.105379589921137,1.0904995280394192,1.0885261510296962,1.165145767630931,1.149238286790907
Dialga,Dragon Breath or Metal Claw,Draco Meteor,30,1.3029881389441846,1.2235930975904559,1.2814685453869574,1.2546681705247709,1.2395821612985412,1.2276498317101414,1.1697135602177233,1.1665493799860172,1.4163529527905003,1.169237127985715,1.2059704360667176,1.1523023552871403,1.2825352254810825,1.2872080756292639,1.3726225790641258,1.3064522327222063,1.2682891938117142,1.2982976190134718,1.2682891938117142,1.2982976190134718,1.3117660279982466,1.2688721824725253,1.25564829825417,1.2503998714038984,1.2817363930315182,1.277370253854462,1.330632135886942,1.2596799031789745,1.2718605721591507,1.2162854810601964,1.2933808226427894,1.23189215344096,1.2813336567734803,1.271128740692591,1.4553568560628765,1.3222782635831156,1.3777679259655842,1.3594798337852905,1.3351998354605712,1.3050273633242349,1.2806072379123288,1.2977557266749131,1.3005950798309367,1.349832221666707
Shadow Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,45,0.9603296080208632,0.933128325754343,0.970382257324864,0.9685353935276313,0.9869813105279618,0.9827404202285329,1.1076838936745839,0.9373629921960355,1.0255106280497197,0.9359865307884738,1.1075695291416614,0.93554565109065,0.9702495440025268,1.00476294096706,1.0393389428387358,0.9793819337483779,1.006210137726364,0.9983091185924725,1.006210137726364,0.9983091185924725,0.9599653188830958,0.9659765302114404,0.9626070228257186,0.9572633661228928,0.9536495929716591,0.9557756068951173,1.0180503711665931,0.9496276337412398,0.9844479667702832,0.9047610571310365,0.9986990626082775,0.952054604594976,0.9520591570982291,0.9583175669345777,0.9776062016326781,0.9645647267041838,0.9959449455720418,0.9880066121560018,1.0843930226234209,1.0070756664751406,1.0026661654143567,0.9794959921801722,0.9964304369784887,0.9963918647121011
Necrozma (Ultra),Psycho Cut,Outrage,50,0.9664664859896906,0.9483378185811895,0.8956066265292663,0.8986316015860548,0.9473989606825585,0.9423363595890338,1.0108678190309721,0.9065954796785225,1.0047265910614596,0.9098141582936105,1.009409376310132,0.9187952946770666,1.0215366525592282,1.0809023701276537,1.0186821703833322,1.0017812868297185,0.9949225577671313,1.0197391186211562,0.9949225577671313,1.0197391186211562,1.0178035201493143,0.9882883449392728,1.014684998174612,1.0162394644144208,0.9969932967148859,1.0179697728986528,1.0073278584586334,0.9467092468038405,0.9996850277601419,0.9142369489501492,0.9518029132825845,0.9524448908818043,0.9275826407893615,0.9060646466835086,0.9558560120869974,0.9745423564245804,0.9855598552186042,0.9789213336840451,1.0610186200836709,1.0526043496785857,0.9832551413367984,1.0032902585840624,1.0111859402901655,1.03814049108398
Shadow Latios,Dragon Breath,Dragon Claw,35,1.1251786443977543,1.0618145139211626,1.1121648658728598,1.0868973551148908,1.1734789983542218,1.176010310685163,1.207657054812509,1.0431608051061254,1.1531567922100745,1.0367905502893233,1.2136971882495613,1.0255243773618439,1.1755949791478748,1.21100020538146,1.164953777579583,1.1580974261967123,1.1725533993772497,1.179399012705079,1.1725533993772497,1.179399012705079,1.1295645129834326,1.1000261555132085,1.1207111325040162,1.1218985073526129,1.0959275594181344,1.100792766321255,1.115369957929721,1.0693577269372754,1.1125628525795082,1.0226207203619804,1.226084243338101,1.0738798912835472,1.1351945141829551,1.1141407456603805,1.0971689173452714,1.1110999872339782,1.1230083481088322,1.1281813188749603,1.2754924374778769,1.1553258058494265,1.0933487388983485,1.0952679804154142,1.1706600411929413,1.157778583486948
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,35,1.455437754006291,1.4517549484418988,1.4854743686337466,1.4781342917672897,1.4719881818826737,1.4662702626009994,1.5300379776298725,1.4122464148891254,1.4994294352607815,1.4006545303458644,1.4042053484687558,1.4215205998539433,1.4184014920622598,1.495604027804541,1.541291515152138,1.5387290144457266,1.521732926580273,1.565321129003112,1.521732926580273,1.565321129003112,1.5197949161702131,1.5139081030144457,1.4379730111079716,1.4424382529725541,1.4588819882508057,1.4667318056518353,1.567783615484726,1.4792273872499124,1.461310020666719,1.3841991998133643,1.4628169808752622,1.4523820567666563,1.4413805294265114,1.4447897351192671,1.4524722842347868,1.4795393616714612,1.4728280105288134,1.4851684113932122,1.5097139626338452,1.4951411617395722,1.4578859606818872,1.4754563172168436,1.5426460591704334,1.5697192442787227
Hydreigon,Dragon Breath,Dragon Pulse,35,1.3820446485419515,1.3486136307791028,1.4614591821833456,1.4441908136049386,1.4009927463665253,1.3800911482668892,1.6593166480096038,1.3198489385955425,1.6027952193845558,1.3287177562307035,1.7629558970470403,1.354824329436083,1.481679525656707,1.5238407485313248,1.5410970080012003,1.4344770860712126,1.4774460921379649,1.5210556769979477,1.4774460921379649,1.5210556769979477,1.367230753142079,1.3652672100087215,1.399722517751999,1.3713506000688984,1.3874062463395795,1.3888050740879536,1.4451672264107223,1.3626217235878086,1.4173894844669797,1.2923432741495289,1.4071502130758329,1.351404516097472,1.4471833492174895,1.419243655103943,1.5050782685248014,1.4226254170119363,1.4459431567993735,1.4363126355616704,1.5237709343852441,1.438717900984563,1.4353665684122168,1.4043632538367352,1.5000359176667002,1.5230298396511532
Rayquaza,Dragon Tail,Outrage,30,1.3389943692679598,1.1803406767105447,1.3420055149258139,1.230397497444716,1.2910300951431035,1.2570442875367933,1.5695555352166193,1.2494855706981072,1.4242617210128812,1.202921222035873,1.55919668230241,1.209883382571931,1.2750557087752592,1.2616812378478515,1.3215413844018213,1.2501528417258425,1.2631528716482705,1.245429178108661,1.2631528716482705,1.245429178108661,1.2484780589875173,1.2263488543976349,1.3120531457758713,1.2121633850704114,1.263320491727085,1.2231882663956617,1.2815071221157788,1.199634581805509,1.271398978256051,1.1594106808279685,1.466505462563262,1.2089468784320825,1.2585492479493214,1.2261312423817545,1.3046980332548002,1.241374722087368,1.2640194724993732,1.2405118925862872,1.4901296400197905,1.2774728321400974,1.2770004037212879,1.246010585023819,1.2748320626451601,1.264617366594704
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,40,1.4255440559643087,1.1434045587977757,1.3762293658637015,1.2661086713965932,1.4091043623380473,1.320035130994111,1.4517900006251023,1.1647289029583126,1.5335880326229163,1.1423398198753316,1.508867419917669,1.175917954328856,1.2236160627274206,1.222830852567015,1.1837016776113332,1.1867929336261045,1.1971050266198306,1.1974085007704198,1.1971050266198306,1.1974085007704198,1.203331091432201,1.164259243057625,1.4145831183426927,1.1910292494375039,1.2787010837554238,1.202359613884775,1.266605223784654,1.1632849088244015,1.3399340566280704,1.1126236741361422,1.3541279022758421,1.1336042880291506,1.4823640072873474,1.289597735709624,1.1410649973529952,1.1227472661724676,1.4964825094873748,1.289354086173746,1.4849572177038897,1.2765289613438193,1.221131055492558,1.2321017756988721,1.2481410381181008,1.2620134841790522
Mega Altaria,Dragon Breath,Dragon Pulse,50,1.3782032339941817,1.3668263767870663,1.4393751495186924,1.436222793026156,1.3621599881404025,1.3642501479503661,1.489104872746885,1.3054211834572764,1.4695439170497913,1.3066622478048526,1.319553566198864,1.3280745991447227,1.472975926138565,1.5193700207435858,1.4612806441238395,1.4823508136317354,1.484903608234116,1.5331561024823706,1.484903608234116,1.5331561024823706,1.4394581889995561,1.4419955927504573,1.3873849264926674,1.386532646162832,1.4071895556973755,1.4044448395209117,1.414963041296695,1.403273647961678,1.2860177837575402,1.2811518652186547,1.3610974450923872,1.356433678578788,1.4176355478516092,1.3936555749724318,1.4391508719558872,1.4321077799979776,1.427059310108998,1.4236465271577858,1.4201549361194612,1.4379375965012131,1.430182205903693,1.4153501143836456,1.472339876963969,1.5359512774942954
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,40,1.3710964202337095,1.3636270910478918,1.4240083719889782,1.4023785810788125,1.4087954283042308,1.4303677347296486,1.377677299165627,1.3408881103200974,1.3361791960564369,1.3255010273311303,1.3177196917170375,1.3436132792155986,1.3561630529753221,1.4276108339680333,1.4386084878276335,1.4737980475304373,1.4646408806643576,1.5205671665376332,1.4646408806643576,1.5205671665376332,1.4296960082312402,1.436985775319585,1.393567751520254,1.4056818121811332,1.3787816703230924,1.407160897600765,1.4548671740053223,1.4051955125302091,1.3582329543222351,1.3425893007412566,1.426545499984919,1.4143139612131777,1.4164307594720076,1.4048399703984227,1.37579077268291,1.4045411347300305,1.4300848659445824,1.4552736258475252,1.4532143019174812,1.4443665031409003,1.4138486979547729,1.4225748165578862,1.4540767399819605,1.4962512896647442
Hydreigon,Dragon Breath,Dragon Pulse,40,1.3515110843016929,1.3238801323355525,1.341377181497557,1.3338456427615473,1.3332559427024941,1.3320525423541068,1.51414939261607,1.2639652754620903,1.550636251011601,1.2859894598212638,1.457974705239258,1.2671630632899922,1.3678159046494605,1.4201899228530437,1.492560024413576,1.3963781391635472,1.3562788092485822,1.4044267903162595,1.3562788092485822,1.4044267903162595,1.3183836804179048,1.3313805554264486,1.3432148327297486,1.336971817781257,1.3466580282479212,1.3506623459288623,1.3977874764090725,1.314669733012383,1.372274149043855,1.2515407885170453,1.3341982592491488,1.313944383063532,1.3995623483220105,1.3717342619938464,1.4552168416313238,1.374107396559763,1.391772995072131,1.3852962176468504,1.4382569649033539,1.3968573476329975,1.35977275129948,1.3553521217435192,1.3998732746692244,1.4087712892746114
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,50,0.887637730746657,0.866579526001239,0.9029670799715462,0.8866519008867763,0.9080071138731132,0.9115364047460074,1.1050490235923838,0.8884309783618608,1.0184749285641446,0.8895590286893337,1.1306941560290809,0.8761583910332372,0.9243046813296265,0.9281796341090591,0.9399415245538306,0.9036545766720885,0.9178388197103307,0.920461297397627,0.9178388197103307,0.920461297397627,0.8867147877985898,0.8796812786673994,0.8948513854914276,0.8840085628105766,0.8933487892527344,0.8891382895930884,0.9220404195391165,0.8735656746030557,0.9112424815777131,0.8319865125530552,0.9977321928396483,0.8752032350317809,0.8973368001092787,0.8855997302571977,0.9182941666601846,0.8967916104816817,0.9169092458419025,0.9187482639362035,1.1230007544496183,0.9421295655867657,0.9226402290116757,0.9028371557570833,0.9241253496883812,0.9306553256740075
Naganadel,Dragon Tail,Dragon Pulse,30,1.9284660814349657,1.4605605752822493,1.7235134717281413,1.4871532091909936,1.7652012725970467,1.539004265165708,1.7145048581967228,1.4726862308743773,1.7644374195872015,1.4365828601679744,1.7343255495088115,1.4450952845494676,1.5131431039697518,1.535956683309995,1.8572583636533642,1.5157869319553774,1.5261522591196748,1.5339270175698445,1.5261522591196748,1.5339270175698445,1.5967886702883394,1.4687653504155262,1.8403049521223862,1.5281401081735944,1.8335733144974955,1.64999689450444,1.5189562187974432,1.5019452580511072,1.4369026792041202,1.3524349721040525,1.6392008838851406,1.4109595471482717,1.7320929037336403,1.4751201648183998,1.4668717161239428,1.4453910314808265,1.5545356838841877,1.5233598175256575,2.0149269530186564,1.6227655631729203,1.8797040657913113,1.6759724190455534,1.570617397974956,1.5619467120917014
Goodra,Dragon Breath,Draco Meteor,30,1.5537001145333345,1.5135955728861452,1.6005583181775591,1.6108616279625858,1.6366666611673832,1.6083183104692766,1.8146633632251692,1.555277868627397,1.8319045439062014,1.5473840482704602,1.790482826794684,1.4954271437544884,1.7068250371697378,1.6617945846688127,1.6781246756929766,1.639517626375704,1.6944586371095327,1.7025104285014327,1.6944586371095327,1.7025104285014327,1.6706725840097767,1.6282571929939678,1.5364419764239883,1.5450323982877598,1.5867569685027718,1.5570268506565101,1.8579650709312387,1.6494499632402413,1.6718239046178307,1.4169169776051538,1.5076662436326282,1.479868522338808,1.6657421407446136,1.6225055071180385,1.5803352933828538,1.5433790790070323,1.6015503998461742,1.5781694987716943,1.6414942424528447,1.617308918507562,1.606851547226424,1.5902949013484753,1.6574995282360778,1.6637252684389725
Shadow Palkia,Dragon Tail,Draco Meteor,45,0.9256040151377682,0.9048560142671157,0.9269787033048634,0.9392194580042391,0.9422483789094309,0.9353050228648424,1.039812827738668,0.8868363275305494,0.8760818436851137,0.8558173303276393,1.0358246938565292,0.8596290528790512,0.9968145213363635,0.9814229006787715,0.9959420136473534,0.9493264175235222,0.9478542333183744,0.94304829588495,0.9478542333183744,0.94304829588495,0.9444647028159553,0.9192528841693529,0.9369632524646317,0.9207229825345407,0.9707864573715502,0.9560463998552714,0.9968097887928424,0.8980383065278015,0.9874320062043809,0.8491275210753484,0.9666965502575339,0.9082354766128585,0.9194188518502817,0.9170314527225234,0.9768186433333684,0.9448037487262577,0.9272780019933052,0.9296452184686206,1.0792120855421794,1.003057344252972,1.167651450347905,0.9702473642459054,0.9993136205983365,0.985804506967476
