Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Calyrex (Ice Rider),Confusion,Glaciate,30,1.445772995229162,1.4932846412737226,1.4466811407853968,1.4156292421282655,1.3592093500645632,1.6324802171969672,1.4489217227287017,1.5208267840301792,1.4424583464319396,1.4010430716662172,1.454425561250487,1.4007533295367123,1.6243686217915678,1.6770730557968987,1.6430853962036314,1.3731413008029758,1.4246339894053044,1.380139793570906,1.406496272630458,1.4496911608093717,1.42234291799787,1.402744232350777,1.4382028308011947,1.411427087391248,1.3602383061504524,1.404503847289528,1.3778507286401611,1.1850243995183471,1.2229756849821494,1.191689376175085,1.1732846145794678,1.208757957237875,1.1773667132920365,1.355176833610254,1.4446712556373131,1.3334915737004511
Calyrex (Ice Rider),Confusion,Avalanche,30,1.4818827596382877,1.5752074506580105,1.4827206424822412,1.3739280866139125,1.4247525080290038,1.481978611396219,1.440823640364665,1.5363344860106884,1.4426532536938068,1.4358620827463557,1.5178291320724555,1.4345032920700578,1.6388590277880042,1.7400709794277467,1.6413992666440866,1.4269785726247874,1.5073025834486529,1.4276572677672694,1.4746006389776358,1.5537593184238552,1.4696592119275824,1.467125481539194,1.5403973509933775,1.4602259446825088,1.4305924652180708,1.5013200632240806,1.43724488909732,1.2757568075712444,1.3167923611551218,1.2706867777848194,1.2589515952537276,1.3133320011799072,1.2637188014425318,1.4388226916686446,1.5295323997151673,1.4355566104913364
Shadow Feraligatr,Water Gun or Ice Fang or Waterfall,Hydro Cannon,35,1.1918259873667645,1.2647112553838804,1.1911216036761452,1.2105237890275802,1.1519882130914147,1.2494222428235606,1.185564287959761,1.2336812323168815,1.1817950330084879,1.1499165742489186,1.2321234101649532,1.1570801986232253,1.1766533641598067,1.2528973448981695,1.1715507974141104,1.1709871047922928,1.2351458313134074,1.1849135765471166,1.2020234291799787,1.2622470713525027,1.2024174653887114,1.1707830151928322,1.2563563173613816,1.174895035276804,1.164947110624772,1.2173154082642905,1.1595192190783874,1.2155502038574477,1.2772566913830619,1.2202505439719458,1.1691930004852844,1.2419761544536743,1.173046730039108,1.1555661049133634,1.2499976263944932,1.1556705435556611
Kyurem,Dragon Breath,Glaciate,40,1.4174219908236898,1.4406016596052642,1.4181650190060637,1.354746217263186,1.3412508691189617,1.3963728768665364,1.4047500785916378,1.5032662684690348,1.399383841559258,1.42615072585399,1.5177591943170579,1.422713784731589,1.3921466122785575,1.480929801051438,1.4002532875844906,1.3597348681833006,1.4311388857059752,1.3668391316227866,1.396730564430245,1.4930883919062832,1.4117571884984026,1.4589793533307365,1.5496688741721856,1.4650651430550146,1.3586577041321453,1.4246087575773365,1.3694440102131207,1.4959967889811352,1.5617593003358894,1.4849060988233307,1.4166024378407696,1.481554432740525,1.4184769680188023,1.3937906479943034,1.5532874436268693,1.3936387372418704
Kyurem,Steel Wing,Glaciate,40,1.523903374718071,1.5518205068752065,1.5244110228143029,1.4557659835115717,1.4292818594179386,1.4930437373770817,1.2048538195535994,1.2782584093052498,1.2027852876453944,1.211471790106805,1.269440198223581,1.213330136178801,1.4973198639315535,1.5763323368724873,1.5037330466667649,1.486157263360158,1.5630172846905768,1.4873471834151588,1.4997231096911607,1.578178913738019,1.506272630457934,1.4918149158117995,1.5670086135999655,1.490403843656668,1.4953103017039238,1.559854445660292,1.4880499539714795,1.5035278957263873,1.5499926062065614,1.494718718972474,1.4743703196216684,1.538151922582855,1.485665077597937,1.6677427011630668,1.8299264182292903,1.665682411583195
Kyurem,Dragon Breath,Blizzard,40,1.6649768484363034,1.7146051586883357,1.6655688117872727,1.5762275270668478,1.5644025427937622,1.6084246598020064,1.6444545740333227,1.7745237346746305,1.6396510531279471,1.6820629639620739,1.7822238207994885,1.6759484059187324,1.6282194766371656,1.7275096823596978,1.6340804335340982,1.5928181714013734,1.6912906666196577,1.5943606603615594,1.6423109691160809,1.7445047923322683,1.6491586794462194,1.7194650045448645,1.8339176730294768,1.7198372505735187,1.5918225557118788,1.6701839403887238,1.5910843624615705,1.7460020702621628,1.8250522846821726,1.7318059868601727,1.6717478804487453,1.7432654886624228,1.6869344295052953,1.6350913838120105,1.8070258723000239,1.6339995252788988
Kyurem,Steel Wing,Blizzard,40,1.7867228065737795,1.841659464738658,1.7859973440694759,1.6901317749892395,1.6719382180578088,1.7229728834883953,1.3790097453630934,1.466177302734989,1.3766299905690034,1.3936196784861474,1.447102079149557,1.3993046188891887,1.7525807354175564,1.851635324782423,1.7532728584681991,1.7654799784932969,1.8567865107136878,1.766035274518964,1.7615867944621937,1.8421512247071352,1.7573588924387646,1.7556594381682034,1.850703371856469,1.7531489416958839,1.761537526270995,1.8264724784187032,1.7453928056554286,1.7474280161395948,1.806092485793354,1.7342670638189999,1.7357863987135203,1.8167622962518912,1.7510110092965279,2.009636838357465,2.1896036078803705,2.00145264657014
Kyurem,Ice Shard,Frenzy Plant,40,1.3961499546805507,1.438578093491565,1.2284574524145782,1.2668079329867894,1.3053603946627819,1.1410191040625104,1.8603426595410248,1.9115309651053127,1.6666142722414334,1.7874991257780577,1.8757006264424663,1.6052713085354036,1.363187889319216,1.4336224542388856,1.197932466461484,1.3367473755652122,1.3915189549857652,1.1790697469436684,1.3720766773162938,1.4345154419595314,1.2115548455804046,1.3788945158637407,1.4328095918279011,1.2191144007271784,1.3175186285237872,1.3826967502127734,1.1674222291699234,1.831252508608488,1.8843821957454001,1.6403236369013667,1.8140694432550217,1.8644153273767043,1.634771107495266,1.3438594825539996,1.4257583669594114,1.1921481129836222
Shadow Articuno,Frost Breath,Ice Beam,30,1.644326637296853,1.710178607814619,1.6437522396239541,1.6161722345462373,1.5621974638280967,1.5854401880607887,1.8757120402389185,1.7165545425966677,1.8802011945928951,1.5638681573399675,1.6767776678755908,1.5626292599586369,1.6026109237633823,1.6893324694066885,1.6040761629876155,1.580504702387773,1.6733801662362389,1.5846033159105535,1.5866347177848774,1.6600319488817892,1.583982960596379,1.6049777085227028,1.6955633467515043,1.6027096048132279,1.5835982144407967,1.6468222951730846,1.5781355843885154,1.632686904535564,1.6930519466801868,1.6342501637197118,1.5903247599744987,1.6653440286222678,1.5874415993453417,1.5797199145502019,1.6861998575836696,1.5827391407548066
Shadow Swampert,Water Gun or Mud Shot,Hydro Cannon,35,1.1769900156685849,1.2474318978661214,1.1763804866395453,1.1783597655862001,1.140097010230772,1.228899447074794,1.0966551398931152,1.189104055328513,1.0952499214083622,1.1293548741619959,1.2329127076901558,1.133710997212481,1.1554405289587228,1.237626459716966,1.152421694376132,1.1428785488263864,1.2282090381038846,1.1448617489180541,1.1782747603833865,1.277678381256656,1.1736954206602768,1.148422282820413,1.237311171709302,1.157892914340129,1.1414812498914422,1.2150574053809946,1.1344206485679051,1.183344952151594,1.2476920801909712,1.1218391533050256,1.1505143063762573,1.2156566089083003,1.1087798426155882,1.1405649181106101,1.2409684310467601,1.101514360313316
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,40,1.5629378245259025,1.338729509636531,1.5658414311109239,1.4700261563420853,1.2591381650829387,1.4159586796013641,1.574353976736875,1.3165482552656398,1.5744042753850989,1.215578135459441,1.277033440238188,1.2830880516340457,1.213387426922114,1.2388781716170645,1.2252860529842284,1.3186253338386822,1.2969599746150389,1.3165363630754587,1.4186900958466453,1.3301703940362086,1.390500532481363,1.3328572046920315,1.2982989222178938,1.3358351729212656,1.163696524412485,1.2610338179354905,1.1799367759192676,1.383737879460042,1.3075923696051714,1.3814246783699855,1.303121996707678,1.2779157508111862,1.3716422597128257,1.1930310942321387,1.2955233800142416,1.1992974127699976
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,1.0529166051867935,1.1256420255334698,1.0527005473465287,0.9808065423964507,1.0288663377810152,0.9778515379266961,1.0022288588494184,1.0717856020119458,0.9991606413077648,0.9883803414960686,1.0786100370670104,0.9888099591363687,1.133778550075839,1.1962242478684082,1.1340215294446816,1.0099953284620065,1.07393369941738,1.0140674993168979,1.045835995740149,1.123056443024494,1.040468583599574,1.0347747045838203,1.1164783794312427,1.0362290611608882,0.9909853577197645,1.060418946381116,0.9920361975231445,0.9515495278534761,0.990462006464288,0.9558801782960475,0.9423082412720162,0.9849752124308945,0.9362183970388133,1.0240208877284596,1.1143413244718727,1.0209636838357465
Darmanitan (Galarian Zen),Ice Fang,Avalanche,40,1.0466702500649931,1.0906652473598786,1.0474519227391217,1.046331490249313,0.993224183028176,1.0995248816342749,1.2725558000628732,1.108821125432254,1.3624363407733417,1.0795691834267502,1.0774410774410774,1.0810678496138437,1.020226191703359,1.0675629905606197,1.0324414272460865,1.017126034569381,1.0471032057327705,1.017205362573048,1.0428753993610222,1.0927156549520767,1.0689669861554845,1.0907760896853222,1.0959269358957713,1.0962991819244254,0.9930001910617824,1.0368315008771471,1.0219547357268164,1.0606819190062742,1.084796248177958,1.0743287491814015,1.0613932421759775,1.081461182000704,1.0701949701692786,0.9915974365060527,1.0844623783527179,0.9883313553287444
Shadow Feraligatr,Water Gun or Ice Fang or Waterfall,Hydro Cannon,45,1.1306183821307871,1.17856038728807,1.13095388658193,1.1079263649306361,1.0962338178326656,1.1873406615236897,1.053527192706696,1.148189248663942,1.0502420622445772,1.0571591283757455,1.1365085074283887,1.0569393240016385,1.1155109193455754,1.1820725403861163,1.113397735137762,1.061972799308965,1.138656536186791,1.0633213753712991,1.1062619808306708,1.1808413205537807,1.1036315228966986,1.1120200839717787,1.1805652945504914,1.1153702982296672,1.055859517482153,1.1314591909401976,1.0545220850051238,1.1199801423833364,1.1810000633753723,1.1217863404947503,1.1062868126326206,1.157803088692872,1.101357844956372,1.0885354854023261,1.1676525041538097,1.0937289342511276
Mega Swampert,Water Gun or Mud Shot,Hydro Cannon,50,0.9459170337893384,1.0233658649691195,0.9463105049781132,0.9642055424957786,0.9403204979637785,0.9582624242624905,0.9177334171644137,0.9964445143036781,0.9178843131090851,0.929832449120283,0.9831050365174995,0.9269650011489774,0.9578393980002061,1.0364763573711104,0.959842137040364,0.9207336958916909,0.9882682696799556,0.9232369351185072,0.9537699680511181,1.0336528221512247,0.9582747603833865,0.9651040990347575,1.038601047483011,0.9601263905120547,0.9181213416010977,0.9729300192798708,0.9163844163062547,0.9664004901028793,1.0247375203329319,0.9059086972135961,0.9559532985070366,1.0114374887004842,0.9012969465140399,0.9595727510087824,1.0280465226679327,0.8965107999050558
Mamoswine,Powder Snow or Mud-Slap,Avalanche,40,1.340331499476543,1.4093962325133675,1.3400241001103126,1.4953564215475283,1.3166870840644969,1.5450518160447637,1.2823891857906318,1.3804684061615844,1.2874410562716128,1.275404889648213,1.355533575118145,1.2700296735905046,1.3218961226383141,1.3958649329229682,1.31868584976512,1.2724123645915049,1.3563413924708911,1.2795430706988797,1.3257827476038337,1.3991693290734823,1.3387220447284345,1.3262260312513527,1.3912998311907545,1.3267800718521405,1.2728362253139491,1.3380317162558837,1.2665659249995658,1.2572934490990135,1.3068635528233727,1.1704797515685406,1.2344494875967,1.2840436565708466,1.1517417906045122,1.2188084500356042,1.2951625919772134,1.133633990030857
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,45,1.0894988863360104,1.1352557211413477,1.0910973630404082,1.1824967718438566,1.0581515081283317,1.2750372479555012,1.0630399245520277,1.1131122288588493,1.0574347689405847,1.0255072985043312,1.1071246590534425,1.0272157779576179,1.0542580293636885,1.10531314886536,1.0553109399620069,1.0418763717133968,1.0951583475095414,1.0437714295787683,1.0819808306709264,1.1301171458998935,1.0889882854100106,1.0576635069038653,1.1203220360992079,1.0651257412457258,1.0127664009170965,1.0766331440084762,1.0209994268146527,1.0198470541014428,1.0616325495912289,0.9711008302173775,1.0031686220775884,1.0486045692862511,0.9346388436908262,0.9855115119867078,1.050434369807738,0.9075907904106337
Empoleon,Metal Claw or Waterfall,Hydro Cannon,50,1.3024019308193335,1.3822713124372028,1.3039196054046078,1.2897659172929843,1.234602522928186,1.281362778531934,1.1856271612700409,1.273495756051556,1.1810562716127004,1.166401902306947,1.2590294637772383,1.1715373317747206,1.2684774765488094,1.3442207725271327,1.2675202850957927,1.2717689263395415,1.3284708205159848,1.288621720007404,1.2761022364217252,1.339520766773163,1.269733759318424,1.264796779639008,1.325195862009263,1.2711076483573562,1.2396609521824467,1.3048651277508554,1.2404165146857034,1.286192618881636,1.3439487081986607,1.2882840061685363,1.2553547810034922,1.3216103831844175,1.2670491850075647,1.245297887491099,1.338647044861144,1.2490671730358416
Shadow Weavile,Snarl or Ice Shard,Avalanche,50,1.1155083858547108,1.1339207296080045,1.1158438903058536,1.1690560540343675,1.0401781280005298,1.192878190908188,1.1545394530022006,1.1483684375982395,1.1468563344860105,1.061025687138447,1.107913956578645,1.0635334552248499,0.9882559971726037,1.0214189995140412,0.9874534289543051,1.0816373299956812,1.1162948533754067,1.0871638475844623,1.0726411075612354,1.0666879659211927,1.0625133120340788,1.0767519369778817,1.1188590226377528,1.089901744362204,1.0423549233147482,1.0851180240737845,1.0476004377051742,1.0985064537254157,1.1264972431713036,1.1140439825083972,1.0778167908423968,1.1195988315111378,1.0855147345684297,1.034550201756468,1.104258248279136,1.0378827438879659
Feraligatr,Water Gun or Waterfall,Hydro Cannon,45,1.3484995397792345,1.419103026215018,1.3475088355360694,1.3340098665695461,1.3059066980101315,1.331869350726749,1.2612228858849417,1.3710625589437284,1.2696384784658912,1.3038795472029894,1.3839382949175234,1.3048287024548153,1.3340598171028024,1.4183073909906194,1.3365116998247604,1.324451534996871,1.3859836231743543,1.3190572307475343,1.343535676251331,1.4198402555910543,1.3359424920127796,1.326208717482578,1.394927065749037,1.3213002640349738,1.31400135480173,1.3899136748128462,1.3183523526653118,1.3372626064178128,1.403870122736971,1.332477765806874,1.3155966620041297,1.3942222602837486,1.3186701302655743,1.29669119392357,1.400170899596487,1.298162829337764
Clawitzer,Water Gun,Crabhammer,45,1.3159661474252229,1.362408043675302,1.3156710440336419,1.3007035724927987,1.2515346157666458,1.3998824620070855,1.324737503929582,1.3760389814523735,1.3136089280100596,1.2778427199792186,1.3477505020531728,1.2797610126986982,1.2880115452015255,1.3570103229416701,1.2915089755106248,1.2879606533101815,1.3536266119009635,1.2979647959948173,1.333024494142705,1.3984664536741214,1.3413099041533545,1.289390988183353,1.360360126390512,1.3005583690429816,1.2757455751828113,1.3300765984055025,1.271863547148837,1.3385089887403088,1.3952405095379936,1.3541943933920613,1.3424300381566803,1.3992654125393698,1.3439620145965954,1.3260479468312367,1.4104628530738192,1.3210728696890577
Shadow Glaceon,Frost Breath,Avalanche,35,1.254091046422574,1.2740965971768443,1.2531793877307253,1.3585554415124326,1.1683094394596563,1.3527778697480384,1.326139578748821,1.279402703552342,1.325278214397988,1.2019302820489766,1.2388973813306159,1.1997022649841642,1.2012973625693963,1.2395629316565302,1.1997584932333927,1.216935647360581,1.2265431500268835,1.2241544956942523,1.2432374866879659,1.2874653887113952,1.240223642172524,1.2216941522745965,1.262468077738822,1.2266026057222006,1.156080106994598,1.1938842860368575,1.1625240998384658,1.240192661131884,1.2619304138411813,1.250100344339523,1.1999752600078026,1.2251148982329936,1.207206950034731,1.1738808450035605,1.2289769760265845,1.1801946356515547
Darmanitan (Galarian Standard),Ice Fang,Avalanche,45,1.2261510788839471,1.2777028308846778,1.2257049106609614,1.352625566996656,1.177048637552561,1.4582690461212462,1.235573718956303,1.2649198365293932,1.2340144608613643,1.1640939563788228,1.2368691864240826,1.1677906663069868,1.1858129500640582,1.2572047064367444,1.1833684303532772,1.1728380915445162,1.2421531383039675,1.1906604497016386,1.209052183173589,1.270479233226837,1.2059531416400426,1.182262043890404,1.247734060511622,1.1987966930701641,1.1515727858544804,1.2056085317770482,1.1528146874402931,1.2035511333629085,1.2568709466168113,1.2151805141855208,1.1856926722046188,1.2446119151608575,1.1945324617243773,1.1490339425587468,1.2344267742701163,1.1504011393306433
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,35,1.6504605720790035,1.4028969316273547,1.6542477322709612,1.536906929775188,1.314273416548025,1.4795550110916134,1.664662055957246,1.3607953473750392,1.664731216598554,1.306467244152704,1.3337030043261497,1.3666436871184646,1.2703992224660197,1.3013017803761027,1.2844846628477182,1.3863978916379471,1.345588040862736,1.3749658448873103,1.4303194888178914,1.3415228966986155,1.411405750798722,1.3720296065446047,1.3267973856209152,1.3672336925940356,1.2196602574123288,1.3148350789432546,1.2299515397842737,1.39149080000845,1.3516805036229589,1.3913323615776243,1.3441713529921118,1.3367208091880525,1.4215884978067046,1.2527320199382863,1.3665321623546167,1.3079136007595538
Shadow Articuno,Frost Breath,Ice Beam,50,1.3734586117493308,1.4433981155540567,1.3730914890776615,1.2593897957156575,1.3240075489189815,1.2769377214184021,1.3594750078591638,1.4368028921722729,1.3627224143351147,1.3498786080388454,1.4286185295087372,1.3514671941971645,1.3635118618110063,1.4378046445874504,1.3637990192469112,1.3573902849638178,1.428944144271196,1.3574607987448548,1.3763365282215123,1.4440788072417465,1.3737912673056443,1.3590269661948666,1.4356230792537767,1.356940657057525,1.3443193858232156,1.4055286332134855,1.3457262953120386,1.3739780721211736,1.4290407081141603,1.3796290428206266,1.3788263728316823,1.4375457927740192,1.376961358035264,1.3660954189413719,1.4602895798718254,1.3625160218371708
Mewtwo,Confusion or Psycho Cut,Ice Beam,40,1.4398217434989427,1.5469653534565742,1.4376611650962952,1.3247326424527366,1.4010843293712545,1.344992219315962,1.4161993083935869,1.5278277271298333,1.4256428795976108,1.4163294667745707,1.512903515870875,1.416269520127087,1.5772306242360876,1.6874033604783012,1.5772158982137334,1.4112011141177405,1.5041735344151324,1.4093413131428874,1.4521831735889243,1.53395101171459,1.4617784877529285,1.445067740120331,1.5378695407522833,1.4426870969138208,1.40426067774825,1.467936359057197,1.4041825161099821,1.2469315757230073,1.2994697593848363,1.2487483363964764,1.2351441104545497,1.290866185188357,1.2324988343657521,1.4229859957275102,1.5181675765487777,1.4200427248991219
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam,45,1.172451044455218,1.2478236124870894,1.1721787764451284,1.079915902393802,1.1398420686686754,1.2000960169519586,1.1439830242062243,1.2318767683118517,1.1451273184533166,1.1365784451837864,1.2148587756896363,1.136438569672991,1.2387750894605858,1.3433666632305947,1.2377516309069756,1.154169568014949,1.227230659391995,1.1556239147488387,1.224217252396166,1.264174653887114,1.214866879659212,1.1518330952690128,1.242886205254729,1.1549149461108947,1.1382679380959824,1.1939016552898059,1.1412641342295868,1.0128123877727782,1.0624669919935779,1.0130130764518241,0.98581256601296,1.0346074429314986,0.9859838428820188,1.148768098741989,1.2356040826014716,1.1542843579397104
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,50,1.48512889694568,1.2548516402830183,1.4892814232415001,1.3545078303479787,1.1437142005761018,1.3898718670330763,1.4057340458975165,1.2286419364979566,1.4047437912606098,1.0984723595999561,1.17580353485398,1.1159268251256382,1.1324016669857304,1.1655131282489286,1.1396689590174798,1.2296104995019965,1.209663913691132,1.2264461935779574,1.27,1.2307667731629393,1.315133120340788,1.1652945504912782,1.1976280136778774,1.2402891399385363,1.0967554235492332,1.1550379518176923,1.0968770083198722,1.2354606333312208,1.2125504362338129,1.308923252424108,1.16772763171667,1.174597737242252,1.1815154196759061,1.1175029670068835,1.1831758841680513,1.113572276287681
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,35,1.549489541395277,1.5639812258032786,1.456897339151086,1.4996093103334107,1.4522861967354237,1.3604625368340895,2.034486010688463,1.8799245520276642,1.868223828984596,1.754968078410215,1.8576566855498606,1.6609317707240556,1.4939844198683494,1.5679900452088886,1.400621438143343,1.476611460252263,1.5246754162516638,1.3677205538857502,1.5317145899893503,1.6063684771033013,1.4036634717784877,1.5125135263818552,1.5852659827728002,1.3960438038349998,1.4437496743265072,1.5111597450193666,1.3342539037396002,1.8473604157424426,1.8837167543359317,1.7469632634091725,1.797912325273805,1.878364876823385,1.6826620231604388,1.4816330405886542,1.5705767861381439,1.364661761215286
