Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Glaceon,Frost Breath or Ice Shard,Avalanche,40,1.301283579748853,1.3257773730862723,1.3082970896498831,1.3562216128615778,1.2962664723003028,1.3516575654284666,1.4427033780519214,1.4529326752187508,1.3042577690377002,1.343014981757963,1.3097012054082682,1.3640916888842618,1.3163960965157626,1.3185051798057745,1.3662516434958458,1.3476052501896536,1.3285501214847601,1.393628665592148,1.2869216576781153,1.3573162077774623,1.2972885053292256,1.331435733557856,1.2903766613356862,1.3452048750896155,1.3257316553840732,1.386672344674665,1.2862155453612132,1.3403293090228592,1.3151898734177216,1.3755388299692097,1.36281098546042,1.4343026386645126,1.2873213562603087,1.3543541170776996,1.3273834855246038,1.3812239339518255,1.295941449461487,1.3585928606870787,1.3095993031358886,1.3665679442508711,1.3111376281722191,1.3785988816583647,1.3364035511470376,1.383294150483613
Mewtwo,Psycho Cut or Confusion,Ice Beam or Thunderbolt,40,1.3094881843771653,1.3682518447158154,1.427904135537566,1.5104915587706502,1.5321775397269464,1.6141384926755649,1.2011655353992001,1.2606597747681594,1.5012614174450798,1.5970075296918258,1.3766210545851232,1.4310794356353629,1.31420399401471,1.3645116592575315,1.5044893252005422,1.5772713981625561,1.3483575500974283,1.431872308691573,1.3387773204655122,1.4228604882202667,1.3482462350982605,1.4248933198109415,1.4683836099928307,1.5209397231566757,1.4263792419859322,1.49423633239842,1.354078675486361,1.466841674355742,1.350564488539172,1.444212566997377,1.1956058158319869,1.2567366720516961,1.3683591936710486,1.4415451016800165,1.3530756416959497,1.4279877922741144,1.3423061206619773,1.4386036601383498,1.355635888501742,1.4509494773519165,1.355468912600075,1.4314911684311304,1.517857717947892,1.601902246841218
Mega Glalie,Ice Shard,Avalanche,50,1.1435605775708801,1.1861886755012458,1.1443381810263595,1.2160207037023476,1.1447570060717351,1.2011741676476302,1.2241314356135344,1.2975158941482716,1.156829766864181,1.2012433047843298,1.13731831740758,1.1974642519271594,1.1550601197453287,1.1881373454014275,1.189639483978088,1.2198532253414278,1.172658712020977,1.2383567081238422,1.1443336644904911,1.224808401930173,1.1586999368529822,1.2042518991943971,1.1447636905090166,1.1968896487067777,1.1813829865343104,1.2570375482753051,1.1265123653328828,1.2231607948121483,1.1422054966358763,1.228133196487627,1.2066558966074312,1.2666020463112546,1.1455816847573803,1.220288595442918,1.1609377089843511,1.2195202023272496,1.1476241207203526,1.2164049502349612,1.1461498257839722,1.2210191637630663,1.1564984529144873,1.2150518238958805,1.190106598821294,1.2489774886477085
Mega Glalie,Frost Breath,Avalanche,50,1.1354439880107474,1.1818487325030045,1.115373423953783,1.1737866154341245,1.119417432205599,1.1730768272901002,1.1983538621662868,1.271536118613873,1.1409708386161925,1.1852291251584857,1.1302660226958958,1.1901652626957149,1.1392350768026533,1.1724526444583687,1.1734693251596464,1.204298546771387,1.1389737544805023,1.1974067213548558,1.1343528242974736,1.1954406755606017,1.1601733672668821,1.1911919477984652,1.1387966690564164,1.189499806981746,1.1643783315467189,1.2271986372780805,1.1405086485854268,1.2005614108045588,1.1403466757897138,1.2089177785380318,1.2096607431340871,1.2657727517501345,1.1368112277652125,1.1886537150984207,1.140863052174653,1.194326568826526,1.1431656986077465,1.207210822801436,1.1313327526132404,1.1912282229965157,1.1373784185039753,1.2010517406446422,1.1569675694824644,1.2215280237888204
Mega Glalie,Ice Fang,Avalanche,50,1.1323586598025581,1.1816374963393732,1.1495680626506675,1.211226324379843,1.1450990288876455,1.198841439218727,1.2311893526766235,1.3088562385729217,1.1462480917018139,1.2034983310476879,1.1372753156105577,1.2007776535503643,1.1479343041309964,1.1837195373853298,1.1817691069811,1.222351952462841,1.175894296230364,1.2502886766580865,1.1456287255180244,1.2197807266534204,1.1472186609005146,1.2001856139612315,1.1411900954061656,1.2065626206364086,1.1803110177829337,1.2305320195597587,1.1352064354312597,1.22550000649781,1.144052913673167,1.2291823469038659,1.202186322024771,1.2564243403338717,1.1262728520775513,1.2055822773558258,1.1497270284401104,1.2287975876366377,1.1316365546831675,1.21314322407402,1.143109756097561,1.2110801393728223,1.124918483162437,1.211610772710244,1.1665432138524792,1.2293431236782497
Calyrex (Ice Rider),Confusion,Glaciate,40,1.1871504401553545,1.2528560889624303,1.3821667588415638,1.4396781136969328,1.56901638554937,1.6214172694957156,1.077594518833528,1.1195120757214891,1.3935454239656375,1.4563006184179883,1.2408191163357039,1.296420439885751,1.1870304225875505,1.2552504709363579,1.5895360178632405,1.6307711497211934,1.2738549159229233,1.3081232408766148,1.2431663355095088,1.3010466931592393,1.202558410991408,1.267073614114315,1.389477747752716,1.4410191363811835,1.2259798234922685,1.2816928295569685,1.222277092619787,1.318496666623348,1.2394799863154293,1.3000228076177445,1.031308562197092,1.105988152934841,1.213345316990785,1.293839939159893,1.2102914533759712,1.2623809929112508,1.2139239952132164,1.2908846793730482,1.21205574912892,1.3062108013937281,1.1899377003232923,1.245702154819553,1.4197288332098805,1.4856311659313173
Calyrex (Ice Rider),Confusion,Avalanche,40,1.241380524345768,1.31597089421709,1.3970220121362544,1.4828275275994767,1.523098992360937,1.628455302100784,1.1534649988187142,1.212003567270506,1.420423318756954,1.5047286982171966,1.2508385350419382,1.337082033849204,1.234618220344846,1.3022729473994232,1.4958644225834221,1.5999501072489668,1.2780166710770045,1.3547956409824629,1.2605520862900936,1.3420061027533352,1.2450008610956964,1.3219732486270306,1.3953785915182264,1.4905751943969558,1.2992554956754139,1.3883757470741127,1.277040637305228,1.3707520565569402,1.2742159881400388,1.3592998061352493,1.1350565428109853,1.2152073236402798,1.2706002034587995,1.3476676312852471,1.277032695791739,1.3625597315273033,1.2571728787834564,1.3613948804763434,1.2759581881533102,1.3731794425087107,1.2616863925850899,1.354053641547918,1.447800929653366,1.5492362028061362
Darmanitan (Galarian Standard),Ice Fang,Avalanche,50,1.074310321927114,1.1207694757342457,1.097078473275382,1.1526454837833202,1.0675113191288712,1.1343967032985278,1.2356037435055882,1.2653764045063396,1.0958185628897457,1.1554726110694231,1.081474825842722,1.149689255435201,1.1350742330112056,1.12956926866005,1.1403131383562792,1.1493572218734727,1.141677091101542,1.187543602203565,1.0734281862049389,1.1616732898098212,1.0787615530339272,1.1440134713637842,1.0671813820106988,1.1471460872442507,1.0895020484882303,1.1643342780363883,1.0748937608026095,1.1418342018739684,1.0841030904322044,1.1508153723343597,1.1229402261712438,1.2038879913839524,1.079763750753094,1.146184159843554,1.096543170847367,1.165229867587515,1.0840678906044774,1.1586059951548409,1.0800087108013938,1.1611933797909408,1.0847497606526897,1.1617294057249101,1.1067383766491685,1.1777935224845146
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,1.2684779634273387,1.324658781583407,1.371782148645029,1.387976667867831,1.2641594955329496,1.3450180060069834,1.4491993861570325,1.4680169509202325,1.3393549305250083,1.397523740523197,1.276148487468371,1.3447205109518787,1.3294479024801,1.3641222596247926,1.2960562234050166,1.340861549660668,1.2828580191969978,1.3641445548365367,1.408476440533636,1.4008018734033494,1.2733404772383703,1.3478443904399242,1.2967407489108256,1.3646831743230574,1.319123628834491,1.4190076212572873,1.289867314714941,1.3602645908328892,1.297559584901357,1.3818793477021325,1.3597738287560581,1.4512331717824447,1.2896028602751632,1.3612776422483184,1.3021412156657708,1.3818440475177218,1.3164822976562274,1.3898747847406674,1.2928919860627177,1.3678484320557491,1.2959304019647293,1.3620318852242927,1.3292218178695265,1.3985271542516076
Mega Abomasnow,Powder Snow,Blizzard,40,1.4486768134704662,1.5133374833771542,1.6189778799516708,1.6008216733694196,1.4479768354255944,1.5355795045318024,1.7458426186660199,1.7521832504304777,1.5070988692524645,1.5986299065904208,1.4712861158513677,1.540885655958465,1.6237608888590194,1.6070661208482981,1.5069798731824418,1.5492210392005707,1.4922478289109673,1.5773863937068489,1.7108891569684928,1.6665164632415554,1.4256587382077728,1.5116152241719127,1.456129708266696,1.5405172889207521,1.511960528054744,1.5793917678673697,1.4367438173335585,1.5249580891239651,1.4552058387501425,1.5780818793477023,1.5079267635971996,1.6133333333333333,1.4515402621260456,1.5316398186648756,1.4771956275914058,1.5563391413250975,1.498131986807157,1.6122194331747468,1.446724738675958,1.5384233449477351,1.4679552108337612,1.551511703736593,1.478299142271317,1.589524760340515
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,1.6311416514507284,1.7362892527200657,1.756901073532444,1.8122445518854744,1.6269610276623405,1.778126810770066,1.891091827417326,1.898294478605955,1.6659714854969336,1.7815820115403522,1.6348332661901765,1.7762480705772652,1.6864739962087893,1.7326307008995723,1.6819112195301493,1.7731372520953932,1.4529938175082393,1.5686960234790348,1.7911332671019018,1.7809643769514618,1.4563328804607818,1.559702634952831,1.6952186621077594,1.8350190260850383,1.7643430887384544,1.9074288902920749,1.7221146473638382,1.8641177923039935,1.6618656631314859,1.8084274147565287,1.9479483037156702,2.127711362412493,1.7331825499511107,1.8766605102272615,1.6621353793027978,1.8343324051894994,1.6659831878812645,1.8145121274919005,1.7491724738675958,1.9004442508710802,1.6866562140111836,1.8001554023116095,1.7218554421221002,1.8639872038474337
Mega Abomasnow,Razor Leaf,Blizzard,40,2.0875525890032374,2.1075304092060563,2.2072432126195465,2.2091297469269144,2.0104399974099243,2.1224856757192025,2.6688781189671946,2.3581978047238668,2.021902088131032,2.1098519936864437,2.043341284893695,2.16124089606692,2.2700575402198426,2.2493482003609357,2.188138611877337,2.1953751055620194,1.6961888667035532,1.8048605932305324,2.4629506102753336,2.3203732614249217,1.6592548651906847,1.7420348648079755,2.108685821430541,2.1929961947829923,2.0673431327919647,2.2045845019750656,2.02152074750809,2.1833032268125643,2.040734405291367,2.1299920173337896,2.381884760366182,2.551470113085622,2.0970873786407767,2.1779474365178917,2.084688058558175,2.1710054351130186,2.120114707685123,2.2036353287995096,2.078301393728223,2.236672473867596,2.029637440856933,2.127249517836578,2.0669006902622566,2.1904286496409133
Mega Abomasnow,Powder Snow,Avalanche,40,1.2710464031442184,1.3302213338923623,1.3545875157291485,1.3787270614578535,1.2724892453748056,1.3510216686396623,1.4714969552622563,1.5090788737130902,1.325983905607162,1.3968276968458093,1.2794845216163244,1.3513541039557126,1.339837163747487,1.3817065191823794,1.305907996949181,1.3600477661747594,1.292555750679593,1.3691542976737472,1.412287113255748,1.4103888731195005,1.2675232974224535,1.3385636923783462,1.3113108696851046,1.3621794518281585,1.2965241780349197,1.412370225700818,1.2932071891772472,1.3567167864429688,1.2866347360018247,1.3787889154977764,1.341324717285945,1.428002154011847,1.2893756975377535,1.3514405080544005,1.2985664433447224,1.3948056369539048,1.2976781179767083,1.395077493359797,1.2923867595818814,1.3589024390243902,1.3161465776803432,1.375449209806996,1.3231565274333623,1.3883503483516366
Crabominable,Frost Breath,Glaciate,45,1.2592155777069034,1.222266852085077,1.5114107384076418,1.3071062028245986,1.2141876377015404,1.2519894603842943,1.4123815787513276,1.3255091767820923,1.2347569022175071,1.2440422283747767,1.3697452935664787,1.2701101298654272,1.262024443227708,1.2129838092771992,1.330146876897816,1.2334960300501585,1.2042537708388463,1.2671852823017151,1.5017101901788248,1.2859175418677262,1.1638091046518302,1.2098585889511853,1.211724480229416,1.2784646776595159,1.207213028091455,1.2886532841891951,1.1815748092892695,1.2424592912188592,1.2080624928726196,1.251807503706238,1.245589660743134,1.3092945611200861,1.1852265207557606,1.2306788215192248,1.2510973578298457,1.2507447442335518,1.1922229356994833,1.2318160590759173,1.1959668989547039,1.247761324041812,1.1976384398717932,1.24456438789527,1.2286346118750873,1.284542634161004
Crabominable,Frost Breath,Avalanche,45,1.251423843762052,1.3073614202751511,1.434294071965792,1.35160066365926,1.271918100478334,1.337745870406559,1.4539585847556655,1.4287940028989394,1.2985406370481538,1.3268882448831731,1.3786489288026038,1.3601219440433459,1.299531336787196,1.2966948470766366,1.3515353267259518,1.317346523558989,1.2886435805528158,1.338139599220573,1.4283174850979279,1.3597005393130854,1.2330699018350906,1.2972980730591859,1.2987260795235207,1.3392157944079854,1.286744298741538,1.361752742331018,1.2613029409089136,1.3344552885677525,1.284627665640324,1.343573953700536,1.3331394722670973,1.4215616585891222,1.2571284654663255,1.32877361751721,1.322252349744051,1.3672166628162883,1.2363255596742653,1.3181459969061031,1.270740418118467,1.338397212543554,1.265626951200899,1.3324221947801473,1.3141713095659828,1.3660107564973754
Raikou,Thunder Shock or Volt Switch,Wild Charge,35,1.233731214783971,1.2791757948960862,1.2380521099701123,1.3019418392456945,1.2279349625352192,1.2942508621133357,1.346214670506378,1.4019820061426866,1.2406642171449271,1.2927859859756254,1.2455674200279738,1.305699775032704,1.2431237361807603,1.2953546798126927,1.2641330418833285,1.3142241370496617,1.2687880391638,1.3413090283624816,1.25310814646608,1.3170664206642066,1.2596873265848945,1.315103618515471,1.2645563337561352,1.3207632493244361,1.2877428449756971,1.3791538789115847,1.267345904430207,1.3272817060650561,1.2727677044132741,1.3394229672710685,1.339149165320409,1.4052880990845449,1.2682001797548617,1.3337316911771968,1.261870311151101,1.3132059871356832,1.2578441960246345,1.335994279209597,1.2698344947735192,1.3553048780487804,1.269817263531795,1.3256233436472369,1.280613614161648,1.3637993408693225
Shadow Luxray,Spark or Snarl,Wild Charge,30,1.2601869440048137,1.2079972091222018,1.2569251610491365,1.2038574712732275,1.1391584578423675,1.1759923227499962,1.2410674567447169,1.3187918106026262,1.1871231919683287,1.2292234843584235,1.2663735000294223,1.2264791486549491,1.21578076603012,1.199797591256891,1.2861144793262025,1.221376590075841,1.321246000625466,1.2487340325723495,1.1388944081748509,1.2049389724666477,1.1822652557454219,1.2225166956887807,1.1744223239397782,1.2126068493906137,1.214863654385527,1.242867002452312,1.149917477809978,1.2342850459395183,1.1695632341201962,1.2403466757897137,1.2226817447495961,1.2760473882606354,1.151280506474138,1.2096218234254166,1.16571623116861,1.233430200746568,1.1610139809112403,1.209450979247541,1.1766202090592335,1.2428397212543554,1.1530296513160634,1.2290380319407253,1.1918993483838416,1.2476463452599487
Shadow Magnezone,Spark or Charge Beam,Wild Charge,40,1.0308996900269325,1.0673747345545557,1.0282536935798097,1.0667397642506566,1.0512751972027183,1.0864437762639487,1.169094155933993,1.175307081117092,1.0855305715838228,1.1291355085776384,1.04902204860561,1.0880541007871594,1.0805602610756522,1.0665873371983388,1.103529503178618,1.0885003343223276,1.1486744930116193,1.092755418701436,1.022970479704797,1.0734352824297473,1.1273273503128647,1.1056660096825426,1.0595157999227927,1.0939392268240224,1.0730700891349358,1.1048326700832611,1.0345423592249412,1.0913462163250984,1.0617174136161478,1.102018474170373,1.1072805600430802,1.1621001615508884,1.0303114104830664,1.0941737696174776,1.0443320404168135,1.0778911275123717,1.0423221739003532,1.090438107469134,1.0643728222996516,1.1180313588850175,1.0651302188120049,1.1189382692067544,1.0838190933195924,1.1229375328760212
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.5333745137167483,1.6314937117234471,1.5008893111162926,1.5927783697954103,1.4955113656174093,1.586866323869042,1.6861504340959546,1.790703812254298,1.5796724195927239,1.6561194918104898,1.534231693682357,1.6370037253135736,1.540927482719156,1.588129834139476,1.6762083145042725,1.6276569423513798,1.6104609203974114,1.6918136111044288,1.548431734317343,1.6539348566562588,1.523651428462083,1.6340247612851373,1.5319362488281034,1.6560414713505762,1.5524750730554047,1.711008972231604,1.4998505503645272,1.634784077765793,1.5332078914357397,1.6763028851636448,1.610123855681206,1.715971997845988,1.515560647512568,1.6534385524795305,1.5073258514402441,1.6316890191262476,1.5341642100347335,1.6501999357870465,1.5415331010452962,1.6836149825783973,1.544560225333352,1.6133534986332922,1.5410990520970875,1.6670638626775305
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.2506445103401702,1.316795035310045,1.2170901894435013,1.291333696894252,1.2089211504584934,1.2891703290226284,1.397016348570857,1.4441932881677726,1.2785973038010712,1.339146634926385,1.2425075026819543,1.327297993400356,1.2681144953519123,1.2901462126438257,1.3574222623908851,1.3195671599369387,1.2878166422093387,1.3672448218624456,1.2478072665342037,1.3143698552370138,1.2295585449396276,1.3264413785185325,1.2456515744774719,1.3310318204378757,1.2968912906210077,1.4258799688688528,1.2462929992592495,1.3532989382578071,1.2239708062492873,1.328555137415897,1.2875175013462572,1.3720947765212708,1.2446838981125738,1.3370304891900167,1.2242379290638716,1.2928638303563829,1.2418201453547766,1.3305653658678964,1.2430226480836237,1.3314634146341464,1.1999833497523276,1.3026182514464903,1.2573078698485287,1.3663757474262772
