Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,11.666666666666666,0.0,0.0,11.666666666666666,0.0,0.0,11.666666666666666,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
(Weather),,,,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Poliwrath,Rock Smash,Dynamic Punch,30,1.6375106062068074,1.5056268085741236,1.6402100482927346,1.4516944951025215,1.4476583561646146,1.44476007331878,1.4238434798186406,1.4697442814731119,1.4093842270137174,1.624501828421458,1.5272981725462056,1.6250631261672277,1.4551202852993184,1.499521243590424,1.4751041160275573,1.493468627698369,1.5100705282127134,1.550560618268327,1.4594259053116154,1.5325092786170162,1.4700423890903844,1.493925390281391,1.5285363669085443,1.4967225746494046,1.4645091071859966,1.4864379755908406,1.4630892417413113,1.482447484173736,1.5712739713318584,1.482447484173736
Sneasler,Rock Smash,Close Combat,40,1.622257207324772,1.4091852332404131,1.6288479211478595,1.3750315265692008,1.3198585015875053,1.3754035717177784,1.3369696715942163,1.3623638651021297,1.557314629640338,1.3853749761091534,1.3863513645100611,1.4072038533738,1.3683156284139524,1.3923770202503571,1.4850896068558532,1.344057546900565,1.3612391968842086,1.3572564478082523,1.3840747863678065,1.4152570141180678,1.4077311101435506,1.3369055773444682,1.3911687993755821,1.3361076308312494,1.3678705053212004,1.3877651259863064,1.3783536658355198,1.3806894044100397,1.4421785559944267,1.3806894044100397
Shadow Pinsir,Fury Cutter or Bug Bite,X-Scissor,30,1.3365508757887228,1.2106537767353855,1.1369081932435747,1.3246864424364915,1.2507099277271856,1.1310067076729977,1.45651434744289,1.3200630025579811,1.2134511295875567,1.5131175388941926,1.362040535955536,1.333004812434149,1.4148569483484206,1.3363240098266762,1.1542627235729286,1.3696223547214113,1.3172070497340578,1.1706419191731616,1.3960210105789068,1.3585464481059082,1.1528571178277165,1.3271834918345773,1.3264259461029126,1.1119747440004475,1.425335668862664,1.353278888028804,1.181453163302542,1.3608084777006353,1.3259709058208213,1.1634749842077616
Toxicroak,Counter,Dynamic Punch,30,1.6901070661638593,1.4792463727039766,1.699297969696959,1.3891724054160748,1.394239747854928,1.3887460586516498,1.5347941455624943,1.4640943478138952,1.5482196344382113,1.5099033624008715,1.4959678173076572,1.6074538965815646,1.531990921066244,1.4943308794543417,1.5326810263485997,1.4615501616723234,1.4584816175811892,1.4726525478248464,1.4892442543579032,1.484979852080041,1.4995840010500063,1.4277375771585004,1.4693613007294744,1.4272075396228592,1.4820170528947336,1.4893737103261686,1.5241150113983406,1.4610824179412316,1.5324011531986355,1.4614018213486093
Tapu Koko,Quick Attack,Dazzling Gleam,30,1.4632423054039225,1.4374503515581467,1.4639321761782194,1.473207582740901,1.4729960700391733,1.4928134183826682,1.612643559377786,1.5731968858457765,1.7352694221524974,1.5786604855349764,1.534026210410299,1.591435098738566,1.5406976722842072,1.5066673098544816,1.5658784018192522,1.4958611960445485,1.5030730287449476,1.5166521175638374,1.523858290939376,1.5702794243469007,1.5593424980408437,1.50107788249269,1.5532542487689105,1.4994389574543099,1.5636463179623195,1.5315841771152463,1.5774057608594978,1.5261324555192048,1.5984338744419964,1.5261324555192048
Tapu Koko,Volt Switch,Dazzling Gleam,30,1.4798113991220216,1.4713272348163449,1.431824789202196,1.470865179737294,1.5109080875034162,1.440407297968466,1.5235266564223047,1.4734308351324554,1.5865305001796173,1.5560901294535558,1.546120154256148,1.517618760807394,1.4399192461545114,1.4223940669301534,1.38642936854302,1.4874998745957915,1.5135680045263775,1.461673052260036,1.4176702652541786,1.4329359897224783,1.377530170393969,1.487883712379336,1.5527454061048231,1.4202869893343801,1.4326048164911875,1.424533631694908,1.3810569479337529,1.501992275631905,1.5924055409373905,1.4512289851474918
Hariyama,Counter,Dynamic Punch,30,1.458003960837416,1.3943300900802102,1.4601415365585222,1.3860877573158512,1.386956266849317,1.385538941955685,1.3074982822908887,1.3692614690666778,1.4896556922058841,1.3872057374094742,1.410620551804596,1.3926068071218876,1.3570508105891914,1.4024151555607733,1.4565378683067074,1.35185936072489,1.387034992059505,1.360472642205438,1.3661086612157114,1.4288105803513866,1.3929662980527393,1.3804383517947985,1.4378606248865542,1.379705025813717,1.3661646536086924,1.421798700973653,1.3946594475160032,1.4273563898974126,1.5108441702197903,1.4292919146111576
Pheromosa,Bug Bite or Low Kick,Bug Buzz,30,1.4627948685720513,1.1798385399735163,1.2022523524148325,1.4223770527065192,1.1509067737206329,1.1710702289651356,1.2975702211091766,1.1836005532437108,1.1076085013500707,1.4892248414677574,1.2297954293125335,1.2387753604196468,1.3764874177117916,1.203392213653482,1.157806644379768,1.2332564121081933,1.1781052689765799,1.051491377715992,1.278446382434401,1.2063045491926925,1.1339166207007103,1.272635806864623,1.1762024562307773,1.0860112335305436,1.2114973492540113,1.1734752013843899,1.0079664148560752,1.190136478154143,1.1631805537016646,1.0063147726822932
Accelgor,Infestation,Bug Buzz,30,1.8019302228202487,1.6418670733848035,1.497145893337255,1.739405280268037,1.6769170895514836,1.453272563323065,1.7970743382049401,1.7315189303577765,1.536558464054968,2.026676554460965,1.8484801191273166,1.7980185792990906,1.8292580116347974,1.7124548107328075,1.5006289804129485,1.7266182939725787,1.7012517632163908,1.4505441125276488,1.6570822716593405,1.7124052907904512,1.4272282128666667,1.6208153362527007,1.6109391062224185,1.3587340160264307,1.7035876419593392,1.689739752194002,1.4125427936538797,1.7181467210393322,1.6641332074532622,1.4461484981109873
Mega Scizor,Fury Cutter,X-Scissor,45,1.145624999777461,1.145995660668322,0.9474343839427282,1.1655288281479332,1.153042197943835,0.9744424436612829,1.1351007774304507,1.1499651198184877,0.9532396336908248,1.2071644488443467,1.2155380435476628,0.9958328864058419,1.1746296034827886,1.1915568970475843,0.9629845412451895,1.1688572705661628,1.21414024856764,1.0051793432991862,1.1865187600272769,1.2450715631924192,1.0094031823247285,1.1989018943263483,1.266819751788786,0.9781233911554154,1.190748457590603,1.2366144763643125,0.9902154669692358,1.2455445534664198,1.327638596168333,1.0209013194557257
Genesect (Burn),Fury Cutter,X-Scissor,35,1.303474420659876,1.3002138243337986,1.0764507670828918,1.3988307122347552,1.3426418779966058,1.221727837349052,1.380554556838764,1.3839277318126486,1.2601548399292415,1.4617453113197099,1.4549699478331515,1.2062489492191577,1.3686790001601359,1.3766943244769454,1.2549289589513277,1.4238463593480681,1.4313465386788544,1.2218540081521483,1.4341277554407224,1.4613434503007472,1.2287975782229412,1.4227332048616106,1.5010641047902626,1.1879468598368228,1.4376362220818033,1.4610391848040178,1.1945285485693613,1.4226868319514787,1.5042862863435316,1.2381201723479809
Terrakion,Smack Down,Sacred Sword,40,1.1566796225881675,1.2038102586543622,1.156698404876345,1.2390430937623367,1.2339316246706054,1.2351331665412633,1.3460062224312817,1.2676717203859802,1.3441000010204387,1.224549952498559,1.2594097019588286,1.2198854704073014,1.3066190854530078,1.291090725385896,1.3123821510682239,1.2207248276879734,1.2907751645496994,1.226040194412954,1.2657632748888172,1.3082328601286042,1.2623758438896222,1.2939383102441486,1.3470898063586396,1.292437887372276,1.263500994256455,1.3067723398168576,1.332570501766398,1.3359414615215666,1.4315695680724454,1.3357073405720619
Genesect,Fury Cutter,X-Scissor,30,1.355272054768084,1.341290822101644,1.1819279582637974,1.57251764644355,1.481328310310854,1.2875744512057279,1.4515897083540856,1.4338223875979563,1.3404436046534667,1.51941184668201,1.5134095564920271,1.2857528222925785,1.437425792022283,1.426648210994385,1.3057309576207512,1.5421015867325292,1.5396007887409808,1.2682141224871237,1.4984467758794227,1.5046254956677245,1.2776213197713655,1.4770598250422402,1.549662577852047,1.2355338009202386,1.4880181094206857,1.5252396408343771,1.2827558714090148,1.475172878030727,1.5508132987192274,1.2840287932557184
Shadow Gardevoir,Charm,Dazzling Gleam,50,0.9673639494719063,0.9711264601671286,0.9676161751285475,1.0415440574842179,1.0216476291176442,1.0416332597502507,1.0496281261028817,1.0457176253254956,1.185372937058563,1.065630247872839,1.0492549215276403,1.0655999753377985,0.9972089613684216,1.0130733797265583,1.0793336192435332,1.048925225584177,1.0348113224198783,1.058947950709203,1.0243873284883243,1.057972702292601,1.0597341756335503,1.0110778321471008,1.0355737583291131,1.0085024791473438,1.0279117881840787,1.0323784457098248,1.0344424074862686,1.028788935406467,1.0737724476727193,1.028788935406467
Terrakion,Smack Down,Sacred Sword,50,1.1097996544058975,1.1438655177484613,1.1093297856469138,1.0921185264038709,1.1388397421189904,1.090850030113673,1.14551341253176,1.17211284573597,1.2780340232000986,1.1172340801695515,1.1684805114805217,1.137715102555285,1.1439643762058394,1.1792858133546789,1.2132848240495853,1.1600370970563463,1.22100520160047,1.1604061674553787,1.1717244203486692,1.2398084675823589,1.186284575710272,1.2004189540328816,1.2687507019635795,1.2063298369944488,1.1530809738030412,1.2155208353737172,1.1819311572622797,1.2550061614390684,1.341278794847741,1.2533312289501854
Mega Scizor,Fury Cutter,X-Scissor,35,1.2089252721295412,1.2093657212380857,1.0011520396852835,1.24415624989456,1.245104419371274,1.0430799496924525,1.2581846803830217,1.27029821015184,1.0256475264527087,1.291342335230756,1.2840711763613646,1.0991102174882028,1.2506099821427272,1.2689721131825527,1.0317240642039474,1.3015701138417741,1.3237254110030194,1.078785844536829,1.308022958746521,1.36641861443725,1.0662445764910147,1.2614830157289771,1.3459640541193951,1.068347804651572,1.2931455067660946,1.321015217697789,1.0754262558669352,1.3307162565221413,1.4015783622796314,1.0856884548154684
Tapu Koko,Quick Attack,Dazzling Gleam,50,1.2235534700588964,1.2287482414971425,1.227142533889123,1.204070058995806,1.218245205852681,1.2002565039628583,1.2305144295221564,1.2757757329341257,1.269663270569813,1.2787619157126435,1.2936675699691482,1.2806362350928586,1.2614697972291673,1.2857970547137698,1.2683041083034297,1.2689616976680265,1.3184891956495448,1.2728437468877332,1.2804994815286015,1.3309013641015537,1.2806862142243594,1.291639298590222,1.3426683862620519,1.291639298590222,1.2507648568369851,1.286614464273148,1.265384948821728,1.2908309121065005,1.3619406241801864,1.2908309121065005
Tapu Koko,Volt Switch,Dazzling Gleam,50,1.2279848438506433,1.2607157849910469,1.1975080443383062,1.2147305733069707,1.2646618580389168,1.1742520927737308,1.1492454359071216,1.1870301854742444,1.1251991214128734,1.2548727214398263,1.2994497563563268,1.2164177449087081,1.1420633744114481,1.1649720209629297,1.1011766739274933,1.2561011279026146,1.3114416673770137,1.1888828333143648,1.1659451778932464,1.1969214233426937,1.1212732610921143,1.2670503470188874,1.3195121707147248,1.2058321822390996,1.1371814552490283,1.1647147899849366,1.1154426901776942,1.2911716673444729,1.365865490209936,1.2573903243243174
Accelgor,Infestation,Bug Buzz,50,1.3817259730026417,1.3560908201076949,1.1439768317359784,1.3892631365625538,1.3731583317025275,1.138752648653573,1.5510941620893919,1.432311834538579,1.3047732553255353,1.4341736416217798,1.4497293622147946,1.2625910281248243,1.5083939313908032,1.421709762085855,1.25652723661771,1.4037909874935295,1.3901124611653894,1.161058800854064,1.3983210117930536,1.404815044722865,1.1669904007099223,1.358677454932255,1.3532231422389487,1.1254857391145843,1.3917185740357718,1.3835571286966617,1.1913728150963507,1.3897756696764425,1.4546091922003137,1.149364920390761
Shadow Gardevoir,Charm,Dazzling Gleam,40,1.091084483978441,1.0468893593263586,1.0912006938230663,1.248042084068602,1.1241986030461204,1.2471142117978118,1.2476205107319809,1.1546014528544444,1.3053294119034597,1.1529106460785579,1.144079023954247,1.1746148110743966,1.1351000586578475,1.1024370577211868,1.1793532893366434,1.1383331443134799,1.1125138739132825,1.1372892719307377,1.113520108037544,1.1360315798031762,1.1305250785084193,1.0860361991417091,1.1001725361992556,1.0870265362485239,1.1120704039488776,1.1306976892091918,1.1311431579364832,1.1028846073404597,1.1570791744608133,1.1028846073404597
Sirfetch'd,Counter,Close Combat,50,1.243341500809864,1.182358660165918,1.2428312634836356,1.208104985373359,1.1683210910428272,1.2121696985596049,1.1752854396489636,1.184062263727696,1.3014986175511443,1.2270648202130008,1.21621257908171,1.2480544608457544,1.1904196440719046,1.192763241317093,1.2767355222718098,1.1635984658453304,1.178068948817299,1.172932968244864,1.209170857650208,1.2183989492558895,1.2272508859044788,1.2107835569979304,1.2433568425135892,1.213154875691664,1.2005815064188363,1.2215070197673612,1.2043472995955988,1.1731241886148294,1.238238356603291,1.1737874563863888
Terrakion,Smack Down,Sacred Sword,45,1.1283570447111035,1.172099035533953,1.1278644324704639,1.1558924528556536,1.2002870288517666,1.154366419290296,1.2707028789355252,1.2347079296040429,1.3212190320988961,1.1684861429652063,1.2158005949967616,1.175510957428276,1.2665475300743534,1.2609969513925492,1.2766618787354544,1.2005810251041618,1.2655212484337208,1.1961112094043875,1.2281743674564412,1.2835777853871138,1.2372230266157873,1.2437830189631116,1.3066027121604054,1.244276654358655,1.2003846924890411,1.2615452484020921,1.219259816393249,1.2692981528418976,1.3622815042826655,1.2689118220590883
Shadow Gallade,Low Kick,Close Combat,30,1.4330641086673763,1.3278752389623347,1.4522018360710374,1.8153471444309108,1.439209288338839,1.8161433748232827,1.643526730763537,1.4214546248411206,1.6412182952323413,1.6110876583422131,1.4666043836798728,1.8490880815231703,1.469157345399419,1.3847696356025305,1.467255682795629,1.4621289145518865,1.4021907522806345,1.4741517731313516,1.466323392289123,1.4518439046836404,1.4737562949282326,1.4035203749325125,1.4209084155097316,1.415059874061855,1.4853351707066873,1.4502691916403623,1.5261987724566175,1.3970465298842594,1.4117990215867007,1.3992935915414786
Genesect (Shock),Fury Cutter,X-Scissor,40,1.2587573531322982,1.2613007954076505,1.0461843559028192,1.3217218905313166,1.3072853051181434,1.1578442005452516,1.3195738232224175,1.3361426838285975,1.1761064660893463,1.3648010210066805,1.349783860709536,1.1535805548059395,1.314209656172793,1.327283109322618,1.1100661756559138,1.3741293764380096,1.3810131539436374,1.1686580412046448,1.3683721227603796,1.4172029916575823,1.1757732539455543,1.370388709179076,1.445667589040681,1.1098580745406021,1.3988402396855715,1.4268147205574702,1.1401737766341147,1.380350771868676,1.4567873286499988,1.1376228370189798
Shadow Granbull,Charm,Play Rough,45,1.1326389613376835,1.1193907720036733,1.1324583487181934,1.099460632066591,1.1078310943494265,1.1008879737631463,1.2756238944736962,1.2032841478414738,1.2602373633727084,1.1387530935820824,1.1587367606901642,1.167920218412771,1.173897940631562,1.1595375244655501,1.1766963950130622,1.1290135907599919,1.133594470849274,1.1420754495057102,1.1455558502124066,1.17999377788215,1.1628806100303584,1.1225445414990922,1.1561220246973916,1.123437875293478,1.1422947482510735,1.168719202292678,1.1971885140708507,1.1255607508901904,1.193435673115211,1.1255607508901904
Bewear,Low Kick,Superpower,40,1.334493592124186,1.3357552099931032,1.3340572822402874,1.4865612463180342,1.3393609532791007,1.4897027265948437,1.31456093314237,1.3453689450746522,1.3455477848317399,1.3524142663961405,1.3887850648161415,1.3626268184572996,1.351594433958378,1.3602882626814279,1.3656740795530813,1.3694077557315147,1.4296363242519425,1.3849791381655843,1.3766667045767338,1.4393395764041799,1.3860965328118549,1.4123197480284058,1.4746745214625836,1.4160021031610959,1.3639623991385286,1.429640455923957,1.3634633967805097,1.4259417999043789,1.5119217509100438,1.4259417999043789
Scyther,Fury Cutter,Bug Buzz,30,1.6394046352906912,1.5637329771048358,1.331098359727641,1.6109114721284041,1.5426113741957035,1.3191231100928884,1.7922849393768876,1.584664020937016,1.5087249196381216,1.8620797580566122,1.6763523356106829,1.5728629645885632,1.7468497931042484,1.6353089111395647,1.4145324909335113,1.6269839028832602,1.592943497990554,1.431238619083626,1.6569649873890113,1.6349477232981084,1.3842807878798034,1.6401838231417045,1.6276747674101109,1.3671893816469773,1.6792901446611097,1.6071995992504446,1.437394610387616,1.6404136960880327,1.6924293775716628,1.349115540998574
Tapu Bulu,Bullet Seed or Rock Smash,Dazzling Gleam,30,1.442987743978363,1.4936270182948388,1.478714727129849,1.498479080276135,1.508272930254372,1.5394384200697087,1.453823802652923,1.4423434591351798,1.4487639233033665,1.4968696480240113,1.4944063361552713,1.5560298487724276,1.359863435661137,1.3710201010142615,1.3635002369001694,1.4660101443533655,1.489555949954098,1.5151977609419074,1.3787690995657198,1.4510605879205924,1.4025973057930017,1.5225408702075582,1.5465917248052905,1.5225408702075582,1.4231454148732445,1.4650605247420287,1.4457576758944015,1.5550741751357058,1.6108485279910638,1.5550741751357058
Pheromosa,Bug Bite,Bug Buzz,45,1.1780638362796898,1.0081491986639117,1.0139707288275543,1.1461322909672478,0.9761822568890298,0.9524171283534147,1.1436856234588295,1.0294503843985245,0.9628470690858099,1.1156207787825116,1.0292573343412192,0.9806785082424446,1.1927203621294244,1.025850496572565,1.0192236796495888,1.04887256135322,1.0260193856192588,0.8888548867235134,1.0493689741243815,1.061926940025915,0.9084869357041675,1.0193033069614297,1.0285963776079143,0.8532083596965698,1.0379255696933511,1.020000599721758,0.8772929684316623,0.9899389175321129,1.035504598073016,0.840792834675273
Vikavolt,Bug Bite,X-Scissor,30,1.4220951633560586,1.3812346514879668,1.1925394169906538,1.4429955871238322,1.3879139786488157,1.2311960357922511,1.6079514119731957,1.4518188102651262,1.3415504240389997,1.502706959507748,1.464571232636553,1.3177186363780216,1.4867763595584351,1.4209384506706884,1.2673225126528478,1.47845473756282,1.4337627151285666,1.245221689947335,1.5308402879095422,1.4928822760241214,1.2601409493736155,1.4448639242629961,1.4661192933973748,1.2124555070854373,1.5087896115616681,1.490927031998783,1.2982009133181998,1.4593324418840006,1.515865346615754,1.2320993307137593
Vikavolt,Spark,X-Scissor,30,1.6126570991530347,1.574440483646591,1.3940565006834618,1.681335237720876,1.6298905722272647,1.4153390888125597,1.6712867521691364,1.5089269033637736,1.3918360726265682,1.709157452425257,1.68160666945456,1.5372758150232306,1.554163205677439,1.4900881159964259,1.3356962408976256,1.7231040970977822,1.683615092505563,1.4362167841346989,1.5677630091597383,1.5329942841352364,1.3044618970781636,1.7024858269396679,1.7311702368146713,1.4059186067622662,1.5473081319610344,1.5273081367975003,1.3571992667434212,1.7402518592012843,1.8262177005177258,1.4458656800039857
Vikavolt,Mud-Slap,X-Scissor,30,1.7694325915249332,1.7507500008011403,1.5509308448611483,1.7592102921279318,1.753777916302547,1.5523344211932777,2.0145866147652653,1.863112730284971,1.782058578155902,1.893145459953891,1.8827067231440244,1.782848998770935,1.9265906838650388,1.8800378364777213,1.7295474534938864,1.8716816745329707,1.8530011535858393,1.6557643071474506,1.8674176343595539,1.873276276633039,1.646547627518836,1.8119997904131764,1.8381517135535692,1.602015920269824,1.9025314303775032,1.8765559817287993,1.7112340943754079,1.8718225885136393,1.9596510336720867,1.6335244218117815
